Depuis	ADV	depuis
conte	NOUN	comte
de	ADP	de
Dreues	PROPN	dreue
,	PUNCT	,
qui	PRON	qui
bien	NOUN	bien
s'	DET	soi
en	ADP	en
tint	VERB	tenir
a	ADP	a
paiet	VERB	paiier
,	PUNCT	,
quar	CCONJ	car
il	PRON	il
ne	ADV	ne
savoit	VERB	savoir
que	SCONJ	que
ce	PRON	ce
montoyt	VERB	monter
.	PUNCT	.
Et	CCONJ	et
de	ADP	de
ce	PRON	ce
Robert	PROPN	robert
issirent	VERB	issir
li	DET	le
Robertois	PROPN	robettre
,	PUNCT	,
et	CCONJ	et
dient	VERB	dire
encore	ADV	encore
que	SCONJ	que
hon	NOUN	homme
lor	DET	lor
fait	VERB	faire
tort	NOUN	tort
dou	DET	de.le
royaume	NOUN	royaume
pour	ADP	pour
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
estoit	VERB	estre
aingnez	VERB	engendre
.	PUNCT	.
Or	ADV	or
revenons	NOUN	revenir
a	ADP	a
nostre	DET	notre
matiere	NOUN	matiere
,	PUNCT	,
li	DET	le
baron	NOUN	baron
s'	DET	soi
acorderent	VERB	acorder
que	SCONJ	que
li	DET	le
roiz	NOUN	roi
fust	VERB	estre
mariez	VERB	marie
,	PUNCT	,
et	CCONJ	et
li	DET	le
donnerent	VERB	donner
la	DET	le
duchoise	NOUN	duché
Elienor	PROPN	elirenen
qui	PRON	qui
mout	ADV	mout
fu	VERB	estre
male	ADJ	mal
fame	NOUN	feme
,	PUNCT	,
et	CCONJ	et
estoit	VERB	estre
duchoise	NOUN	duché
de	ADP	de
Normendie	PROPN	normandie
,	PUNCT	,
et	CCONJ	et
tenoit	VERB	tenir
le	DET	le
Maine	ADJ	maine
,	PUNCT	,
et	CCONJ	et
Angeu	PROPN	ange
,	PUNCT	,
et	CCONJ	et
Poiteu	PROPN	poiteux
,	PUNCT	,
et	CCONJ	et
Limoge	NOUN	limoge
,	PUNCT	,
et	CCONJ	et
Torainne	PROPN	torneil
,	PUNCT	,
et	CCONJ	et
bien	NOUN	bien
trois	DET	trois
tanz	DET	tant
de	ADP	de
terre	NOUN	terre
que	SCONJ	que
li	DET	le
roys	NOUN	roi
ne	ADV	ne
tenoit	VERB	tenir
.	PUNCT	.
Or	ADV	or
avint	VERB	avenir
qu'	SCONJ	que
il	PRON	il
li	DET	le
print	VERB	prendre
talant	NOUN	talent
d'	ADP	de
aler	VERB	aler
outre	ADP	outre
mer	NOUN	mer
,	PUNCT	,
et	CCONJ	et
volentiers	ADV	volentiers
meist	VERB	mais
conseil	NOUN	conseil
a	ADP	a
delivrer	VERB	delivrer
la	DET	le
Sainte	ADJ	saint
Terre	NOUN	terre
des	ADP.DET	de.le
mains	NOUN	main
aus	PRON	il
Sarrezins	PROPN	sarrense
.	PUNCT	.
Et	CCONJ	et
se	PRON	se
croisa	VERB	croistre
,	PUNCT	,
et	CCONJ	et
esmut	VERB	esmovoir
grant	ADJ	grant
gent	NOUN	gent
avec	ADP	avec
lui	PRON	lui
,	PUNCT	,
et	CCONJ	et
atornerent	VERB	atorner
lor	DET	lor
muete	VERB	movoir
,	PUNCT	,
et	CCONJ	et
monterent	VERB	monter
sor	ADP	sor
mer	NOUN	mer
a	ADP	a
une	DET	un
saint	ADJ	saint
Jehan	PROPN	jean
,	PUNCT	,
et	CCONJ	et
nagerent	ADJ	nager
par	ADP	par
mer	NOUN	mer
,	PUNCT	,
et	CCONJ	et
furent	VERB	estre
un	DET	un
mois	NOUN	mois
en	ADP	en
la	DET	le
menaide	VERB	mener
des	ADP.DET	de.le
venz	NOUN	venir
,	PUNCT	,
et	CCONJ	et
arriverent	VERB	arriver
a	ADP	a
Sur	ADP	sur
,	PUNCT	,
carplus	NOUN	craples
de	ADP	de
terre	NOUN	terre
n'	ADV	ne
avoient	VERB	avoir
Crestien	PROPN	crestiien
en	ADP	en
la	DET	le
contree	VERB	contree
de	ADP	de
Surie	PROPN	surir
.	PUNCT	.
Et	CCONJ	et
fu	VERB	estre
la	DET	le
tout	DET	tout
l'	DET	le
iver	NOUN	iver
aprés	ADP	après
,	PUNCT	,
et	CCONJ	et
sejornoit	VERB	sejorner
a	ADP	a
Sur	ADP	sur
,	PUNCT	,
et	CCONJ	et
plus	ADV	plus
n'	ADV	ne
i	ADV	i
fesoit	VERB	faire
que	SCONJ	que
le	DET	le
sien	ADJ	sien
despendre	VERB	despendre
.	PUNCT	.
Quant	SCONJ	cant
Solehadins	PROPN	solainde
aparçut	VERB	apercevoir
sa	DET	son
molesce	NOUN	molesse
et	CCONJ	et
sa	DET	son
nicetet	NOUN	nicet
,	PUNCT	,
si	ADV	si
li	DET	le
manda	VERB	mander
plusors	DET	plusor
foiz	NOUN	foi
bataille	NOUN	bataille
,	PUNCT	,
mais	NOUN	mais
li	DET	le
rois	NOUN	roi
ne	ADV	ne
s'	DET	soi
en	ADP	en
vout	VERB	vouloir
onques	ADV	onque
mesler	VERB	mesler
,	PUNCT	,
et	CCONJ	et
quant	SCONJ	cant
la	DET	le
roine	NOUN	roine
Elienor	PROPN	elirenen
vit	VERB	vëoir
la	DET	le
deffaute	NOUN	défaire
que	SCONJ	que
li	DET	le
rois	NOUN	roi
avoit	VERB	avoir
menee	VERB	mener
avec	ADP	avec
li	DET	le
,	PUNCT	,
et	CCONJ	et
ele	PRON	il
oï	VERB	öir
parler	VERB	parler
de	ADP	de
la	DET	le
bonté	NOUN	bonté
,	PUNCT	,
et	CCONJ	et
de	ADP	de
la	DET	le
proece	NOUN	procere
,	PUNCT	,
et	CCONJ	et
dou	DET	de.le
sens	NOUN	sens
,	PUNCT	,
et	CCONJ	et
de	ADP	de
la	DET	le
largece	NOUN	largece
Solehadin	PROPN	soleindame
,	PUNCT	,
si	ADV	si
l'	DET	le
en	ADP	en
ama	VERB	amer
durement	ADV	durement
en	ADP	en
son	DET	son
cuer	NOUN	cuer
,	PUNCT	,
et	CCONJ	et
li	DET	le
manda	VERB	mander
saluz	NOUN	salu
par	ADP	par
un	DET	un
sien	ADJ	sien
druguement	NOUN	drugemuer
.	PUNCT	.
Et	CCONJ	et
bien	NOUN	bien
seut	VERB	savoir
il	PRON	il
,	PUNCT	,
se	PRON	se
il	PRON	il
pooit	VERB	pöoir
tant	ADV	tant
faire	VERB	faire
qu'	SCONJ	que
il	PRON	il
l'	DET	le
en	ADP	en
peut	VERB	pouvoir
mener	VERB	mener
,	PUNCT	,
elle	PRON	elle
le	DET	le
penroit	VERB	pernoir
a	ADP	a
seignor	NOUN	seignor
,	PUNCT	,
et	CCONJ	et
relanquiroit	VERB	relagner
sa	DET	son
loi	NOUN	loi
.	PUNCT	.
Quant	SCONJ	cant
Solehadins	PROPN	solainde
l'	DET	le
entendi	VERB	entendre
par	ADP	par
la	DET	le
letre	NOUN	letre
que	SCONJ	que
li	DET	le
druguemens	ADJ	drougement
li	DET	le
ot	VERB	avoir
baillie	NOUN	baillier
,	PUNCT	,
si	ADV	si
en	ADP	en
fu	VERB	estre
mout	ADV	mout
liez	ADJ	lié
quar	CCONJ	car
il	PRON	il
savoit	VERB	savoir
bien	NOUN	bien
que	SCONJ	que
ce	PRON	ce
estoit	VERB	estre
la	DET	le
plus	ADV	plus
gentis	ADJ	gentir
dame	NOUN	dame
de	ADP	de
crestienté	NOUN	crestiienté
,	PUNCT	,
et	CCONJ	et
la	DET	le
plus	ADV	plus
riche	ADJ	riche
.	PUNCT	.
Si	ADV	si
fist	VERB	faire
armer	VERB	armer
une	DET	un
galie	NOUN	galie
et	CCONJ	et
movoir	VERB	movoir
d'	ADP	de
Escaloingne	PROPN	esclangelon
ou	CCONJ	ou
il	PRON	il
estoit	VERB	estre
et	CCONJ	et
aler	VERB	aler
a	ADP	a
Sur	ADP	sur
atout	ADP	atout
le	DET	le
druguement	NOUN	drugemuer
et	CCONJ	et
arriver	NOUN	arriver
a	ADP	a
Sur	ADP	sur
un	DET	un
poi	NOUN	pöoir
devant	ADP	devant
la	DET	le
mienuit	DET	mienuit
.	PUNCT	.
Li	DET	le
druguemens	ADJ	drougement
monta	VERB	monter
amont	ADV	amont
par	ADP	par
une	DET	un
fause	NOUN	faus
posterne	NOUN	posterle
en	ADP	en
la	DET	le
chambre	NOUN	chambre
la	DET	le
royne	NOUN	roine
qui	PRON	qui
l'	DET	le
atendoit	VERB	atendre
.	PUNCT	.
Quant	SCONJ	cant
elle	PRON	elle
le	DET	le
vit	VERB	vëoir
,	PUNCT	,
si	ADV	si
li	DET	le
dist	VERB	dire
:	PUNCT	:
«	PUNCT	"
Ques	CCONJ	que
noveles	NOUN	novele
.	PUNCT	.
-	PUNCT	-
Dame	NOUN	dame
,	PUNCT	,
dist	VERB	dire
il	PRON	il
,	PUNCT	,
veez	VERB	vëoir
ci	ADV	ci
la	DET	le
galie	NOUN	galie
toute	DET	tout
preste	NOUN	prester
qui	PRON	qui
vous	PRON	vous
atent	VERB	atendre
,	PUNCT	,
or	NOUN	or
dou	DET	de.le
haster	VERB	haster
que	SCONJ	que
nous	PRON	nous
ne	ADV	ne
soyons	NOUN	estre
parceu	NOUN	parcue
.	PUNCT	.
-	PUNCT	-
Par	ADP	par
foi	NOUN	foi
,	PUNCT	,
dist	VERB	dire
la	DET	le
roine	NOUN	roine
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
bien	NOUN	bien
fait	VERB	faire
.	PUNCT	.
»	PUNCT	"
Atant	ADV	atant
prist	VERB	prendre
deus	DET	deux
damoiseles	NOUN	damoisele
,	PUNCT	,
et	CCONJ	et
deus	DET	deux
coffres	NOUN	coffre
bienz	NOUN	bien
garniz	VERB	garnir
d'	ADP	de
or	NOUN	or
et	CCONJ	et
d'	ADP	de
argent	NOUN	argent
,	PUNCT	,
et	CCONJ	et
les	DET	le
en	ADP	en
voloit	VERB	voloir
faire	VERB	faire
porter	VERB	porter
en	ADP	en
la	DET	le
galie	NOUN	galie
quant	SCONJ	cant
une	DET	un
de	ADP	de
ses	DET	son
demoiseles	NOUN	demeler
s'	DET	soi
en	ADP	en
parçut	VERB	parce
,	PUNCT	,
et	CCONJ	et
se	PRON	se
parti	VERB	partir
de	ADP	de
la	DET	le
chambre	NOUN	chambre
au	ADP.DET	a.le
plus	ADV	plus
coiement	NOUN	coiement
qu'	SCONJ	que
ele	PRON	il
pot	VERB	pöoir
,	PUNCT	,
et	CCONJ	et
vint	VERB	venir
au	ADP.DET	a.le
lit	NOUN	lit
le	DET	le
roi	NOUN	roi
qui	PRON	qui
dormoit	VERB	dormir
,	PUNCT	,
et	CCONJ	et
l'	DET	le
esveille	NOUN	esveillier
,	PUNCT	,
et	CCONJ	et
li	DET	le
dist	VERB	dire
:	PUNCT	:
«	PUNCT	"
Sire	NOUN	seignor
,	PUNCT	,
malement	ADV	malement
est	VERB	estre
,	PUNCT	,
ma	DET	mon
dame	NOUN	dame
s'	DET	soi
en	ADP	en
weut	ADJ	cuet
aler	VERB	aler
en	ADP	en
Escaloingne	PROPN	esclangelon
a	ADP	a
Solehadin	PROPN	soleindame
,	PUNCT	,
et	CCONJ	et
la	DET	le
galie	NOUN	galie
est	VERB	estre
au	ADP.DET	a.le
port	NOUN	port
qui	PRON	qui
l'	DET	le
atent	VERB	atendre
.	PUNCT	.
Pour	ADP	pour
Dieu	PROPN	dieu
,	PUNCT	,
sire	NOUN	seignor
hastez	VERB	haster
vous	PRON	vous
!	PUNCT	!
»	PUNCT	"
Quant	SCONJ	cant
li	DET	le
rois	NOUN	roi
l'	DET	le
oï	VERB	öir
,	PUNCT	,
si	ADV	si
saut	VERB	salir
,	PUNCT	,
et	CCONJ	et
se	PRON	se
vest	VERB	vestir
,	PUNCT	,
et	CCONJ	et
s'	DET	soi
atorne	VERB	atorner
,	PUNCT	,
et	CCONJ	et
fait	VERB	faire
sa	DET	son
mesnie	NOUN	mensine
armer	VERB	armer
,	PUNCT	,
et	CCONJ	et
s'	DET	soi
en	ADP	en
va	VERB	aler
au	ADP.DET	a.le
port	NOUN	port
.	PUNCT	.
Et	CCONJ	et
trova	VERB	trover
la	DET	le
roine	NOUN	roine
qui	PRON	qui
estoit	VERB	estre
ja	ADV	ja
d'	ADP	de
un	DET	un
piet	NOUN	pié
en	ADP	en
la	DET	le
galie	NOUN	galie
,	PUNCT	,
et	CCONJ	et
la	DET	le
prent	VERB	prendre
par	ADP	par
la	DET	le
main	NOUN	main
,	PUNCT	,
et	CCONJ	et
la	DET	le
ramaine	NOUN	ramener
arriere	ADV	ariere
en	ADP	en
sa	DET	son
chambre	NOUN	chambre
.	PUNCT	.
Et	CCONJ	et
la	DET	le
mesnie	NOUN	mensine
au	ADP.DET	a.le
roi	NOUN	roi
retindrent	VERB	retenir
la	DET	le
galie	NOUN	galie
,	PUNCT	,
et	CCONJ	et
ceus	DET	ceu
qui	PRON	qui
estoient	VERB	estre
dedenz	ADP	dedenz
,	PUNCT	,
car	CCONJ	car
il	PRON	il
furent	VERB	estre
si	ADV	si
soupris	NOUN	souprir
qu'	SCONJ	que
il	PRON	il
n'	ADV	ne
orent	VERB	avoir
pooir	NOUN	pöoir
de	ADP	de
desfendre	VERB	defendre
.	PUNCT	.
Li	DET	le
rois	NOUN	roi
demanda	VERB	demander
la	DET	le
roine	NOUN	roine
pourquoy	ADV	pourquoi
elle	PRON	elle
volloit	VERB	voloir
ce	PRON	ce
faire	VERB	faire
.	PUNCT	.
:	PUNCT	:
«	PUNCT	"
En	ADP	en
non	NOUN	nom
Dieu	PROPN	dieu
,	PUNCT	,
dist	VERB	dire
la	DET	le
roine	NOUN	roine
,	PUNCT	,
pour	ADP	pour
vostre	DET	vostre
mauvestié	NOUN	mauvaiseté
,	PUNCT	,
car	CCONJ	car
vous	PRON	vous
ne	ADV	ne
vallez	NOUN	valet
pas	NOUN	pas
une	DET	un
pome	NOUN	pome
porrie	VERB	pöoir
,	PUNCT	,
et	CCONJ	et
j'	PRON	je
ais	NOUN	avoir
tant	ADV	tant
de	ADP	de
bien	NOUN	bien
oï	VERB	öir
dire	VERB	dire
de	ADP	de
Solehadin	PROPN	soleindame
que	SCONJ	que
je	PRON	je
l'	DET	le
ain	NOUN	ain
mieuz	ADV	mieuz
que	SCONJ	que
vous	PRON	vous
,	PUNCT	,
et	CCONJ	et
sachiez	VERB	savoir
bien	NOUN	bien
de	ADP	de
voir	ADJ	voir
que	SCONJ	que
de	ADP	de
moi	PRON	je
tenir	VERB	tenir
ne	ADV	ne
jorrez	VERB	jorre
vous	PRON	vous
ja	ADV	ja
.	PUNCT	.
»	PUNCT	"
Atant	ADV	atant
la	DET	le
laisa	VERB	laisser
li	DET	le
roys	NOUN	roi
,	PUNCT	,
et	CCONJ	et
la	DET	le
fist	VERB	faire
tres	ADV	très
bien	NOUN	bien
garder	VERB	garder
,	PUNCT	,
et	CCONJ	et
ot	VERB	avoir
conseil	NOUN	conseil
qu'	SCONJ	que
il	PRON	il
s'	DET	soi
en	ADP	en
revenroit	VERB	revenir
en	ADP	en
France	PROPN	france
,	PUNCT	,
car	CCONJ	car
si	ADV	si
denier	NOUN	denier
li	DET	le
aloient	VERB	aler
faillant	VERB	falir
,	PUNCT	,
et	CCONJ	et
il	PRON	il
n'	ADV	ne
aqueroit	VERB	acerdre
la	DET	le
se	PRON	se
honte	NOUN	honte
non	NOUN	nom
.	PUNCT	.
Si	ADV	si
remonta	VERB	remonter
sor	ADP	sor
mer	NOUN	mer
atout	ADP	atout
la	DET	le
roine	NOUN	roine
et	CCONJ	et
s'	DET	soi
en	ADP	en
revint	VERB	revenir
en	ADP	en
France	PROPN	france
,	PUNCT	,
et	CCONJ	et
print	VERB	prendre
conseil	NOUN	conseil
a	ADP	a
touz	DET	tout
ses	DET	son
barons	NOUN	baron
qu'	SCONJ	que
il	PRON	il
feroit	VERB	faire
de	ADP	de
la	DET	le
roine	NOUN	roine
et	CCONJ	et
lor	DET	lor
conta	VERB	conter
coment	VERB	comment
ele	PRON	il
avoit	VERB	avoir
ouvré	VERB	ouvrer
.	PUNCT	.
:	PUNCT	:
«	PUNCT	"
Par	ADP	par
foi	NOUN	foi
,	PUNCT	,
dient	VERB	dire
li	DET	le
baron	NOUN	baron
,	PUNCT	,
li	DET	le
mieudres	ADJ	mieurdre
consiaus	NOUN	conseil
que	SCONJ	que
nous	PRON	nous
vous	PRON	vous
sachiens	VERB	sachier
donner	VERB	donner
,	PUNCT	,
ce	PRON	ce
est	VERB	estre
que	SCONJ	que
vous	PRON	vous
la	DET	le
laissiez	VERB	laisser
aler	VERB	aler
,	PUNCT	,
quar	CCONJ	car
c'	CCONJ	ce
est	VERB	estre
uns	DET	un
diables	NOUN	dïable
,	PUNCT	,
et	CCONJ	et
se	PRON	se
vous	PRON	vous
la	DET	le
tenez	VERB	tenir
longuement	ADV	longuement
,	PUNCT	,
nous	PRON	nous
doutons	NOUN	douteur
qu'	SCONJ	que
ele	PRON	il
ne	ADV	ne
vous	PRON	vous
face	VERB	faire
mourdrir	VERB	mourir
,	PUNCT	,
et	CCONJ	et
enseurquetout	ADP	ensuremont
vous	PRON	vous
n'	ADV	ne
avez	VERB	avoir
nuil	NOUN	nul
enfant	NOUN	enfant
de	ADP	de
li	DET	le
.	PUNCT	.
»	PUNCT	"
A	ADP	a
ce	PRON	ce
conseil	NOUN	conseil
se	PRON	se
tint	VERB	tenir
li	DET	le
rois	NOUN	roi
,	PUNCT	,
si	ADV	si
fist	VERB	faire
que	SCONJ	que
fous	NOUN	fous
,	PUNCT	,
mieuz	ADV	mieuz
li	DET	le
venist	VERB	venir
avoir	VERB	avoir
enmuree	VERB	enmurer
