PREMIERE	ADV	premier
second	ADJ	second
chappitre	NOUN	chapitre
.	PUNCT	.
Par	ADP	par
quoy	PRON	quoi
appert	ADJ	apparoir
evidamment	ADV	évidamment
le	DET	le
trouble	NOUN	trouble
et	CCONJ	et
le	DET	le
conflict	NOUN	conflant
d'	ADP	de
icelle	DET	cil
mortelle	ADJ	mortel
pestillence	NOUN	pestilence
avoir	VERB	avoir
prins	NOUN	prendre
naissance	NOUN	naissance
,	PUNCT	,
origine	NOUN	origiier
et	CCONJ	et
commencement	NOUN	commencement
d'	ADP	de
une	DET	un
seulle	ADJ	seul
personne	NOUN	personne
et	CCONJ	et
,	PUNCT	,
par	ADP	par
succession	NOUN	succession
de	ADP	de
temps	NOUN	temps
,	PUNCT	,
avoir	VERB	avoir
pullulé	VERB	pulleur
et	CCONJ	et
multiplié	NOUN	multité
ses	DET	son
branches	NOUN	branche
selon	ADJ	selon
l'	DET	le
acroissement	ADV	acroistre
et	CCONJ	et
multiplication	NOUN	multiclit-quitil-cin
de	ADP	de
l'	DET	le
humain	ADJ	hommani
lignaige	NOUN	lignage
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
discord	NOUN	dire
et	CCONJ	et
discension	NOUN	dissance
de	ADP	de
tout	DET	tout
temps	NOUN	temps
ont	VERB	avoir
eu	VERB	avoir
cours	NOUN	cours
es	ADP.DET	en.le
parties	NOUN	partie
du	ADP.DET	de.le
monde	NOUN	monde
,	PUNCT	,
ce	PRON	ce
n'	ADV	ne
est	VERB	estre
point	NOUN	point
à	ADP	à
doubter	VERB	douter
que	SCONJ	que
,	PUNCT	,
s'	DET	soi
ilz	PRON	il
ont	VERB	avoir
cessé	VERB	cesser
es	ADP.DET	en.le
aucunes	DET	aucun
parties	NOUN	partie
de	ADP	de
la	DET	le
terre	NOUN	terre
,	PUNCT	,
qu'	SCONJ	que
ilz	PRON	il
n'	ADV	ne
ayent	VERB	avoir
tant	ADV	tant
plus	ADV	plus
renfforcé	VERB	renforcer
et	CCONJ	et
renouvellé	VERB	renouveler
es	ADP.DET	en.le
autres	PRON	autre
;	PUNCT	;
pour	ADP	pour
ce	PRON	ce
aussy	ADV	aussi
que	SCONJ	que
entre	ADP	entre
les	DET	le
bons	ADJ	bon
et	CCONJ	et
les	DET	le
mauvais	ADJ	mauvais
indifferentement	NOUN	indrefesie
la	DET	le
guerre	NOUN	guerre
puet	VERB	pöoir
avoir	VERB	avoir
cours	NOUN	cours
,	PUNCT	,
combien	NOUN	combien
que	SCONJ	que
cellui	DET	cil
n'	ADV	ne
est	VERB	estre
pas	NOUN	pas
bon	ADJ	bon
ne	ADV	ne
bien	NOUN	bien
conseillé	VERB	conseillier
qui	PRON	qui
donne	VERB	donner
occasion	NOUN	occasion
de	ADP	de
la	DET	le
commencer	VERB	commencer
;	PUNCT	;
neantmoins	ADV	néanmoins
cellui	DET	cil
n'	ADV	ne
est	VERB	estre
pas	NOUN	pas
à	ADP	à
reprouver	VERB	reprouver
qui	PRON	qui
la	DET	le
continue	VERB	continuer
pour	ADP	pour
son	DET	son
droit	ADJ	droit
garder	VERB	garder
et	CCONJ	et
deffendre	VERB	défendre
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
ces	DET	ce
causes	NOUN	cause
a	ADP	a
esté	VERB	être
ordonné	VERB	ordonner
le	DET	le
très	ADV	très
noble	ADJ	noble
et	CCONJ	et
très	ADV	très
excellent	VERB	exceller
estat	NOUN	état
de	ADP	de
chevallerie	NOUN	chevalier
pour	ADP	pour
conserver	VERB	conserver
,	PUNCT	,
deffendre	VERB	défendre
et	CCONJ	et
garder	VERB	garder
le	DET	le
pueple	NOUN	peuple
en	ADP	en
transquillité	VERB	tranclité
,	PUNCT	,
qui	PRON	qui
communement	NOUN	communément
est	VERB	estre
le	DET	le
plus	ADV	plus
grevé	VERB	grever
par	ADP	par
les	DET	le
adversitez	NOUN	adversité
de	ADP	de
la	DET	le
guerre	NOUN	guerre
.	PUNCT	.
Sy	ADV	si
ne	ADV	ne
doivent	VERB	devoir
pas	NOUN	pas
seullement	ADV	seulement
les	DET	le
bons	ADJ	bon
et	CCONJ	et
vaillans	ADJ	vaillant
chevalliers	NOUN	chevalier
,	PUNCT	,
cappitaines	NOUN	capitaine
et	CCONJ	et
souldoyers	NOUN	soudoyer
adrecier	VERB	adrecier
et	CCONJ	et
conduire	VERB	conduire
les	DET	le
dures	ADJ	dur
entreprises	NOUN	entrepres
de	ADP	de
batailles	NOUN	bataille
par	ADP	par
force	NOUN	force
de	ADP	de
bras	NOUN	bras
et	CCONJ	et
multitude	NOUN	multitude
de	ADP	de
gens	NOUN	gens
,	PUNCT	,
mais	NOUN	mais
aussi	ADV	aussi
par	ADP	par
subtillité	NOUN	subtilité
et	CCONJ	et
bonne	ADJ	bon
prudence	NOUN	prudence
,	PUNCT	,
par	ADP	par
le	DET	le
moyen	NOUN	moyen
desquelles	DET	de.lequel
nous	PRON	nous
lisons	NOUN	lire
en	ADP	en
plusieurs	DET	plusieurs
histoires	NOUN	histoire
,	PUNCT	,
entre	ADP	entre
autres	PRON	autre
ou	CCONJ	ou
livre	NOUN	livre
des	ADP.DET	de.le
Roix	NOUN	roi
,	PUNCT	,
grant	ADJ	grant
habondance	NOUN	abondance
de	ADP	de
Phillistiens	PROPN	philistante
et	CCONJ	et
estrangiers	NOUN	étrange
avoir	VERB	avoir
esté	VERB	être
soubmiz	VERB	soumboir
,	PUNCT	,
subjuguez	VERB	sujjuger
et	CCONJ	et
vaincus	ADJ	veintre
par	ADP	par
le	DET	le
petit	ADJ	petit
pueple	NOUN	peuple
d'	ADP	de
Israel	PROPN	irast
.	PUNCT	.
Et	CCONJ	et
la	DET	le
cause	NOUN	cause
estoit	VERB	estre
la	DET	le
bonne	ADJ	bon
discretion	NOUN	direcont
et	CCONJ	et
prudence	NOUN	prudence
de	ADP	de
ceulx	PRON	cil
qui	PRON	qui
en	ADP	en
avoient	VERB	avoir
la	DET	le
charge	NOUN	charge
,	PUNCT	,
et	CCONJ	et
meismement	ADV	mêmement
l'	DET	le
aide	NOUN	aider
de	ADP	de
Dieu	PROPN	dieu
,	PUNCT	,
qui	PRON	qui
doit	VERB	devoir
estre	VERB	estre
mise	VERB	metre
devant	ADP	devant
,	PUNCT	,
car	CCONJ	car
à	ADP	à
lui	PRON	lui
en	ADP	en
tous	DET	tout
mestiers	NOUN	mestier
et	CCONJ	et
en	ADP	en
tous	DET	tout
estas	NOUN	estre
se	PRON	se
doit	VERB	devoir
-	PUNCT	-
on	PRON	on
principallement	ADV	principalement
adrecier	VERB	adrecier
.	PUNCT	.
Si	ADV	si
ay	VERB	avoir
proposé	NOUN	proposer
à	ADP	à
l'	DET	le
aide	NOUN	aider
de	ADP	de
Dieu	PROPN	dieu
escripre	VERB	écrire
et	CCONJ	et
compiller	VERB	complieux
ung	DET	un
petit	ADJ	petit
traictié	VERB	traité
narratif	ADJ	narratit
,	PUNCT	,
pour	ADP	pour
donner	VERB	donner
cueur	NOUN	coeur
et	CCONJ	et
voullenté	NOUN	volonté
à	ADP	à
tous	DET	tout
hommes	NOUN	homme
,	PUNCT	,
especiallement	NOUN	espécialmement
à	ADP	à
ceulx	PRON	cil
qui	PRON	qui
sieuvent	VERB	suivre
les	DET	le
adventures	NOUN	aventure
merveilleuses	ADJ	merveillos
de	ADP	de
la	DET	le
guerre	NOUN	guerre
,	PUNCT	,
de	ADP	de
tousjours	ADV	toujours
bien	NOUN	bien
faire	VERB	faire
et	CCONJ	et
acroistre	VERB	accroistre
leur	DET	leur
honneur	NOUN	honneur
et	CCONJ	et
hardement	NOUN	hardement
de	ADP	de
mieulx	ADV	mieux
en	ADP	en
mieulx	ADV	mieux
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
,	PUNCT	,
des	ADP.DET	de.le
ma	DET	mon
jeunesse	NOUN	jeunesse
,	PUNCT	,
j'	PRON	je
ay	VERB	avoir
sieuvy	VERB	suivre
les	DET	le
armes	NOUN	arme
et	CCONJ	et
frequenté	NOUN	fréquenter
les	DET	le
guerres	NOUN	guerre
du	ADP.DET	de.le
très	ADV	très
crestien	ADJ	crestiien
roy	NOUN	roi
de	ADP	de
France	PROPN	france
,	PUNCT	,
mon	DET	mon
souverain	ADJ	souverain
seigneur	NOUN	seigneur
,	PUNCT	,
en	ADP	en
soustenant	VERB	soutenir
sa	DET	son
querelle	NOUN	querelle
de	ADP	de
tout	DET	tout
mon	DET	mon
petit	ADJ	petit
povoir	NOUN	pouvoir
,	PUNCT	,
j'	PRON	je
ay	VERB	avoir
peu	ADV	peu
veoir	VERB	vëoir
par	ADP	par
l'	DET	le
espace	NOUN	espace
de	ADP	de
long	NOUN	long
temps	NOUN	temps
plusieurs	DET	plusieurs
et	CCONJ	et
diverses	ADJ	divers
manières	NOUN	manière
de	ADP	de
faire	VERB	faire
que	SCONJ	que
les	DET	le
jeunes	ADJ	jeune
et	CCONJ	et
nouveaux	ADJ	nouvelle
venus	VERB	venir
ne	ADV	ne
puent	VERB	pouvoir
pas	NOUN	pas
sçavoir	VERB	savoir
de	ADP	de
prime	NOUN	prim
face	VERB	faire
.	PUNCT	.
Car	CCONJ	car
je	PRON	je
puis	NOUN	puis
dire	VERB	dire
,	PUNCT	,
et	CCONJ	et
en	ADP	en
ce	PRON	ce
disant	VERB	dire
suis	VERB	estre
esprouvé	NOUN	esprover
,	PUNCT	,
selon	ADJ	selon
les	DET	le
anciens	ADJ	ancien
dictateurs	NOUN	diteceur
,	PUNCT	,
orateurs	NOUN	orater
et	CCONJ	et
historieurs	NOUN	hestorier
,	PUNCT	,
que	SCONJ	que
la	DET	le
conduite	VERB	conduite
de	ADP	de
la	DET	le
guerre	NOUN	guerre
est	VERB	estre
artifficieuse	ADJ	articief
et	CCONJ	et
subtille	NOUN	subtil
;	PUNCT	;
par	ADP	par
quoy	PRON	quoi
s'	DET	soi
i	ADV	i
convient	VERB	convenir
gouverner	VERB	gouverner
par	ADP	par
art	NOUN	art
et	CCONJ	et
par	ADP	par
science	NOUN	science
,	PUNCT	,
proceder	VERB	procéder
petit	ADJ	petit
à	ADP	à
petit	ADJ	petit
,	PUNCT	,
avant	ADV	avant
que	SCONJ	que
on	PRON	on
en	ADP	en
ait	VERB	avoir
parfaitte	NOUN	parfait
congnoissance	NOUN	connaissance
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
combien	NOUN	combien
que	SCONJ	que
l'	DET	le
honneur	NOUN	honneur
et	CCONJ	et
perfection	NOUN	perfection
que	SCONJ	que
on	PRON	on
a	ADP	a
par	ADP	par
la	DET	le
guerre	NOUN	guerre
soit	VERB	estre
adventureuse	NOUN	aventure
,	PUNCT	,
si	ADV	si
est	VERB	estre
elle	PRON	elle
plus	ADV	plus
haulte	ADJ	haut
et	CCONJ	et
à	ADP	à
moins	ADV	moins
de	ADP	de
dangier	NOUN	danger
d'	ADP	de
autrui	PRON	autrui
que	SCONJ	que
nul	DET	nul
autre	ADJ	autre
advancement	NOUN	avancement
,	PUNCT	,
en	ADP	en
protestant	ADJ	preter
que	SCONJ	que
des	ADP.DET	de.le
autres	PRON	autre
estas	NOUN	estre
je	PRON	je
ne	ADV	ne
vueil	NOUN	vouloir
pas	NOUN	pas
mesdire	VERB	mesdire
;	PUNCT	;
car	CCONJ	car
chascun	DET	chascun
estat	NOUN	état
est	VERB	estre
bon	ADJ	bon
,	PUNCT	,
qui	PRON	qui
le	DET	le
scet	VERB	savoir
conduire	VERB	conduire
.	PUNCT	.
Si	ADV	si
ay	VERB	avoir
proposé	NOUN	proposer
en	ADP	en
oultre	ADP	outre
de	ADP	de
deviser	VERB	deviser
mon	DET	mon
livre	NOUN	livre
en	ADP	en
trois	DET	trois
principalles	NOUN	principal
parties	NOUN	partie
selon	ADJ	selon
les	DET	le
trois	DET	trois
manières	NOUN	manière
de	ADP	de
vivre	VERB	vivre
recitées	VERB	réciter
par	ADP	par
le	DET	le
phyllosophe	NOUN	philospason
moral	NOUN	morel
,	PUNCT	,
qui	PRON	qui
sont	VERB	estre
:	PUNCT	:
monostique	NOUN	monostique
,	PUNCT	,
yconomique	NOUN	économique
et	CCONJ	et
pollitique	NOUN	politien
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
adfin	ADV	afin
que	SCONJ	que
je	PRON	je
ne	ADV	ne
procede	NOUN	proceder
par	ADP	par
termes	NOUN	terme
incongneus	ADJ	inconnu
,	PUNCT	,
cellui	DET	cil
est	VERB	estre
dit	VERB	dire
avoir	VERB	avoir
charge	NOUN	charge
monostique	NOUN	monostique
qui	PRON	qui
a	ADP	a
le	DET	le
gouvernement	NOUN	gouvernement
de	ADP	de
soy	PRON	soi
seullement	ADV	seulement
,	PUNCT	,
et	CCONJ	et
le	DET	le
yconomique	NOUN	économique
est	VERB	estre
cellui	DET	cil
qui	PRON	qui
a	ADP	a
regard	NOUN	regard
à	ADP	à
soy	PRON	soi
et	CCONJ	et
à	ADP	à
sa	DET	son
famille	NOUN	famille
;	PUNCT	;
mais	NOUN	mais
les	DET	le
princes	NOUN	prince
,	PUNCT	,
les	DET	le
seigneurs	NOUN	seigneur
et	CCONJ	et
les	DET	le
cappitaines	NOUN	capitaine
,	PUNCT	,
qui	PRON	qui
ont	VERB	avoir
les	DET	le
citez	NOUN	cité
et	CCONJ	et
les	DET	le
grans	ADJ	grand
peuples	NOUN	peuple
en	ADP	en
gouvernement	NOUN	gouvernement
,	PUNCT	,
ont	VERB	avoir
charge	NOUN	charge
pollitique	NOUN	politien
;	PUNCT	;
car	CCONJ	car
«	PUNCT	"
poliz	NOUN	polir
»	PUNCT	"
en	ADP	en
grec	NOUN	grec
vault	VERB	valoir
autant	ADV	autant
à	ADP	à
dire	VERB	dire
que	SCONJ	que
pluralité	NOUN	plarieurs
et	CCONJ	et
«	PUNCT	"
icos	NOUN	ciso
»	PUNCT	"
,	PUNCT	,
gardien	NOUN	gardien
,	PUNCT	,
qui	PRON	qui
est	VERB	estre
à	ADP	à
dire	VERB	dire
gardien	NOUN	gardien
de	ADP	de
pluralité	NOUN	plarieurs
.	PUNCT	.
En	ADP	en
après	ADV	après
,	PUNCT	,
au	ADP.DET	a.le
plaisir	NOUN	plaisir
de	ADP	de
Dieu	PROPN	dieu
,	PUNCT	,
en	ADP	en
chascune	DET	chascun
de	ADP	de
ces	DET	ce
trois	DET	trois
principalles	NOUN	principal
parties	NOUN	partie
sera	VERB	estre
la	DET	le
chose	NOUN	chose
distinguée	NOUN	distigeun
par	ADP	par
certains	ADJ	certain
chappitres	NOUN	chapitre
,	PUNCT	,
comme	SCONJ	comme
il	PRON	il
apparra	VERB	apparoir
plus	ADV	plus
plainement	ADV	plainement
aux	ADP.DET	à.le
lisans	NOUN	livre
et	CCONJ	et
bien	NOUN	bien
entendans	NOUN	entendre
ce	PRON	ce
present	NOUN	présent
traittié	NOUN	traité
.	PUNCT	.
Sy	ADV	si
ay	VERB	avoir
voullu	VERB	vouloir
commencer	VERB	commencer
la	DET	le
première	ADJ	premier
partie	NOUN	partie
en	ADP	en
faisant	VERB	faire
mention	NOUN	mention
d'	ADP	de
un	DET	un
homme	NOUN	homme
seul	ADJ	sol
,	PUNCT	,
lequel	DET	lequel
,	PUNCT	,
combien	NOUN	combien
qu'	SCONJ	que
il	PRON	il
fut	VERB	être
noble	ADJ	noble
homme	NOUN	homme
de	ADP	de
lignée	NOUN	lignée
,	PUNCT	,
si	ADV	si
estoit	VERB	estre
-	PUNCT	-
il	PRON	il
nez	VERB	naistre
très	ADV	très
povre	ADJ	pauvre
et	CCONJ	et
indigent	NOUN	indigent
des	ADP.DET	de.le
biens	NOUN	bien
de	ADP	de
fortune	NOUN	fortune
;	PUNCT	;
mais	NOUN	mais
,	PUNCT	,
par	ADP	par
soy	PRON	soi
bien	NOUN	bien
gouverner	VERB	gouverner
et	CCONJ	et
entretenir	VERB	entretenir
,	PUNCT	,
il	PRON	il
parvint	VERB	parvenir
enfin	NOUN	enfin
à	ADP	à
ung	DET	un
très	ADV	très
grant	ADJ	grant
honneur	NOUN	honneur
.	PUNCT	.
Si	ADV	si
prie	VERB	priier
à	ADP	à
tous	DET	tout
ceulx	PRON	cil
qui	PRON	qui
orront	VERB	ouïr
ou	CCONJ	ou
en	ADP	en
la	DET	le
main	NOUN	main
desquelz	DET	de.lequel
pourra	VERB	pouvoir
venir	VERB	venir
le	DET	le
dessus	ADV	dessus
dit	VERB	dire
traictié	VERB	traité
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
leur	DET	leur
plaise	NOUN	plaie
le	DET	le
recepvoir	VERB	recevoir
benignement	ADV	bengier
et	CCONJ	et
l'	DET	le
interpreter	VERB	interrage
au	ADP.DET	a.le
sens	NOUN	sens
meilleur	ADJ	meilleur
.	PUNCT	.
Requiers	PROPN	requerre
aussi	ADV	aussi
pareillement	ADV	pareillement
à	ADP	à
tous	DET	tout
ceulx	PRON	cil
qui	PRON	qui
sieuvent	VERB	suivre
de	ADP	de
present	NOUN	présent
ou	CCONJ	ou
sont	VERB	estre
disposez	VERB	disposer
de	ADP	de
sieuvyr	VERB	suivre
les	DET	le
armes	NOUN	arme
et	CCONJ	et
la	DET	le
guerre	NOUN	guerre
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
s'	DET	soi
ilz	PRON	il
voient	VERB	vëoir
qu'	SCONJ	que
il	PRON	il
y	ADV	y
ait	VERB	avoir
aucune	DET	aucun
chose	NOUN	chose
qui	PRON	qui
leur	DET	leur
soit	VERB	estre
prouffitable	ADJ	profitable
,	PUNCT	,
qu'	SCONJ	que
ilz	PRON	il
le	DET	le
vueillent	VERB	vouloir
prendre	VERB	prendre
en	ADP	en
gré	NOUN	gré
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
s'	DET	soi
il	PRON	il
y	ADV	y
a	ADP	a
chose	NOUN	chose
ennuyeuse	NOUN	ennuyeux
et	CCONJ	et
qui	PRON	qui
leur	DET	leur
desplaise	VERB	déplaisser
,	PUNCT	,
vueillent	VERB	vouloir
supplier	NOUN	supplier
aux	ADP.DET	à.le
faultes	ADJ	faute
et	CCONJ	et
pardonner	VERB	pardoner
à	ADP	à
l'	DET	le
acteur	NOUN	acteur
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
s'	DET	soi
aucuns	DET	aucun
voulloient	VERB	voloir
arguer	VERB	arguer
que	SCONJ	que
je	PRON	je
vueil	NOUN	vouloir
faire	VERB	faire
de	ADP	de
vieil	NOUN	vieux
bois	NOUN	bois
nouvelle	NOUN	nouvelle
maison	NOUN	maison
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
de	ADP	de
longtemps	ADV	longtemps
ceulx	PRON	cil
qui	PRON	qui
ont	VERB	avoir
escript	VERB	écrire
les	DET	le
faiz	VERB	fait
des	ADP.DET	de.le
Rommains	PROPN	romain
,	PUNCT	,
les	DET	le
Cronicques	PROPN	croncique
de	ADP	de
France	PROPN	france
et	CCONJ	et
les	DET	le
autres	PRON	autre
batailles	NOUN	bataille
du	ADP.DET	de.le
temps	NOUN	temps
passé	NOUN	passer
,	PUNCT	,
ont	VERB	avoir
mys	VERB	mettre
suffisamment	ADV	suffisamment
la	DET	le
manière	NOUN	manière
en	ADP	en
escript	VERB	écrire
et	CCONJ	et
la	DET	le
façon	NOUN	façon
de	ADP	de
soy	PRON	soi
gouverner	VERB	gouverner
à	ADP	à
la	DET	le
guerre	NOUN	guerre
,	PUNCT	,
par	ADP	par
quoy	PRON	quoi
ne	ADV	ne
seroit	VERB	estre
aucun	DET	aucun
besoing	NOUN	besoing
que	SCONJ	que
j'	PRON	je
en	ADP	en
feisse	VERB	faire
mention	NOUN	mention
,	PUNCT	,
je	PRON	je
respons	NOUN	respondre
à	ADP	à
cest	DET	cest
argument	NOUN	argument
que	SCONJ	que
qui	PRON	qui
ne	ADV	ne
cesseroit	VERB	cesser
jamais	ADV	jamais
de	ADP	de
renouveller	VERB	renouveler
les	DET	le
sciences	NOUN	science
,	PUNCT	,
si	ADV	si
trouveroit	VERB	trouver
-	PUNCT	-
on	PRON	on
tousjours	ADV	toujours
quelque	DET	quelque
chose	NOUN	chose
de	ADP	de
nouveau	ADJ	nouveau
;	PUNCT	;
respons	NOUN	respondre
en	ADP	en
oultre	ADP	outre
que	SCONJ	que
,	PUNCT	,
de	ADP	de
jour	NOUN	jour
en	ADP	en
jour	NOUN	jour
et	CCONJ	et
de	ADP	de
plus	ADV	plus
en	ADP	en
plus	ADV	plus
,	PUNCT	,
croissent	VERB	croistre
les	DET	le
engins	NOUN	engin
des	ADP.DET	de.le
hommes	NOUN	homme
et	CCONJ	et
renouvellent	VERB	renouveler
les	DET	le
manières	NOUN	manière
de	ADP	de
faire	VERB	faire
;	PUNCT	;
(	PUNCT	(
car	CCONJ	car
,	PUNCT	,
ainsi	ADV	ainsi
que	SCONJ	que
le	DET	le
temps	NOUN	temps
se	PRON	se
renouvelle	NOUN	renouveler
,	PUNCT	,
ainsi	ADV	ainsi
viennent	VERB	venir
les	DET	le
nouvelletez	NOUN	nouvellete
;	PUNCT	;
)	PUNCT	)
et	CCONJ	et
sont	VERB	estre
trouvés	VERB	trouver
de	ADP	de
present	NOUN	présent
plusieurs	DET	plusieurs
choses	NOUN	chose
et	CCONJ	et
engins	NOUN	engin
subtilz	ADJ	subtil
,	PUNCT	,
desquelz	DET	de.lequel
les	DET	le
autres	PRON	autre
n'	ADV	ne
avoient	VERB	avoir
point	NOUN	point
d'	ADP	de
usaige	NOUN	usage
ne	ADV	ne
de	ADP	de
congnoissance	NOUN	connaissance
,	PUNCT	,
par	ADP	par
quoy	PRON	quoi
me	PRON	je
semble	NOUN	sembler
mon	DET	mon
oeuvre	NOUN	oeuvrer
estre	VERB	estre
aucunement	ADV	aucunement
prouffitable	ADJ	profitable
.	PUNCT	.
Et	CCONJ	et
c'	CCONJ	ce
est	VERB	estre
ce	PRON	ce
que	SCONJ	que
j'	PRON	je
ay	VERB	avoir
disposé	VERB	disposer
d'	ADP	de
escripre	VERB	écrire
en	ADP	en
ce	PRON	ce
Prologue	NOUN	prologue
,	PUNCT	,
pour	ADP	pour
parvenir	VERB	parvenir
et	CCONJ	et
succeder	VERB	succerdre
à	ADP	à
l'	DET	le
introitte	NOUN	intrire
et	CCONJ	et
commencement	NOUN	commencement
de	ADP	de
ce	PRON	ce
livre	NOUN	livre
,	PUNCT	,
ainsi	ADV	ainsi
qu'	SCONJ	que
il	PRON	il
s'	DET	soi
ensuyt	VERB	ensuivre
.	PUNCT	.
Cy	ADV	ci
fine	NOUN	finer
le	DET	le
Prologue	NOUN	prologue
de	ADP	de
l'	DET	le
acteur	NOUN	acteur
et	CCONJ	et
commence	VERB	commencer
le	DET	le
premier	ADJ	premier
chappitre	NOUN	chapitre
de	ADP	de
ce	PRON	ce
present	NOUN	présent
livre	NOUN	livre
.	PUNCT	.
PREMIÈRE	ADJ	premier
PARTIE	NOUN	partie
,	PUNCT	,
CHAPPITRE	NOUN	chapitre
I	DET	i
.	PUNCT	.
Comment	ADV	comment
,	PUNCT	,
en	ADP	en
ce	PRON	ce
premier	ADJ	premier
chappitre	NOUN	chapitre
de	ADP	de
la	DET	le
première	ADJ	premier
partie	NOUN	partie
nommée	VERB	nommer
monostique	NOUN	monostique
,	PUNCT	,
l'	DET	le
acteur	NOUN	acteur
de	ADP	de
ce	PRON	ce
livre	NOUN	livre
se	PRON	se
recommande	VERB	recommancer
à	ADP	à
Dieu	PROPN	dieu
et	CCONJ	et
à	ADP	à
ses	DET	son
Saincts	ADJ	saint
;	PUNCT	;
et	CCONJ	et
en	ADP	en
quel	DET	quel
temps	NOUN	temps
fut	VERB	être
commencié	VERB	commencer
ce	PRON	ce
dit	VERB	dire
livre	NOUN	livre
;	PUNCT	;
et	CCONJ	et
comme	SCONJ	comme
ce	PRON	ce
dit	VERB	dire
chevallier	NOUN	chevalier
,	PUNCT	,
en	ADP	en
allant	VERB	aller
en	ADP	en
voyage	NOUN	voyage
qu'	SCONJ	que
il	PRON	il
avoit	VERB	avoir
neccessairement	NOUN	nécessementsement
à	ADP	à
faire	VERB	faire
,	PUNCT	,
passa	VERB	passer
à	ADP	à
saulf	ADJ	sauf
-	PUNCT	-
conduit	NOUN	conduit
par	ADP	par
certain	ADJ	certain
païs	NOUN	päis
moult	ADV	moult
destruit	NOUN	destruir
de	ADP	de
guerre	NOUN	guerre
,	PUNCT	,
où	ADV	où
estoient	VERB	estre
plusieurs	DET	plusieurs
chasteaulx	NOUN	château
et	CCONJ	et
forteresses	NOUN	forteresse
de	ADP	de
povre	ADJ	pauvre
ediffice	NOUN	édifice
,	PUNCT	,
entre	ADP	entre
lesquelz	DET	lequel
en	ADP	en
y	ADV	y
avoit	VERB	avoir
deux	DET	deux
,	PUNCT	,
l'	DET	le
un	DET	un
nommé	VERB	nommer
Luc	PROPN	luc
et	CCONJ	et
l'	DET	le
autre	ADJ	autre
Verset	PROPN	verset
,	PUNCT	,
de	ADP	de
longtemps	ADV	longtemps
contraires	ADJ	contraire
l'	DET	le
un	DET	un
à	ADP	à
l'	DET	le
autre	ADJ	autre
.	PUNCT	.
Ou	CCONJ	où
nom	DET	nom
du	ADP.DET	de.le
Pere	NOUN	père
et	CCONJ	et
du	ADP.DET	de.le
Filz	NOUN	fil
et	CCONJ	et
du	ADP.DET	de.le
Sainct	ADJ	saint
-	PUNCT	-
Esperit	NOUN	esprit
,	PUNCT	,
de	ADP	de
la	DET	le
benoite	ADJ	benëir
Vierge	NOUN	vierge
Marie	PROPN	marie
,	PUNCT	,
de	ADP	de
