Prologue	NOUN	prologue
hunur	NOUN	honnur
Seit	VERB	être
le	DET	le
livre	NOUN	livre
fet	VERB	faire
par	ADP	par
dulçur	NOUN	doux
.	PUNCT	.
Sel	ADV.PRON	si.il
presentase	NOUN	presenter
a	ADP	a
chevaler	NOUN	chevaler
,	PUNCT	,
Tost	DET	tost
me	PRON	je
dunast	VERB	donner
un	DET	un
cheval	NOUN	cheval
cher	ADJ	cher
;	PUNCT	;
A	ADP	a
riche	ADJ	riche
dame	NOUN	dame
u	CCONJ	ou
a	ADP	a
meschine	NOUN	meschin
,	PUNCT	,
Tost	DET	tost
me	PRON	je
dunast	VERB	donner
pelice	NOUN	pelice
hermine	NOUN	ermine
;	PUNCT	;
Mes	CCONJ	mais
tel	DET	tel
dun	PRON	don
sereit	NOUN	être
tost	DET	tost
alé	VERB	aler
.	PUNCT	.
Al	ADP.DET	à.le
rei	NOUN	roi
le	DET	le
faz	VERB	faire
de	ADP	de
majesté	NOUN	majesté
E	CCONJ	et
a	ADP	a
sa	DET	son
mere	NOUN	mere
gloriuse	ADJ	glorieux
,	PUNCT	,
Ki	PRON	qui
tant	ADV	tant
est	VERB	estre
sainte	ADJ	saint
e	CCONJ	et
preciuse	ADJ	precieux
,	PUNCT	,
A	ADP	a
la	DET	le
dame	NOUN	dame
en	ADP	en
faz	VERB	faire
present	NOUN	présent
.	PUNCT	.
Deu	PROPN	dieu
seit	VERB	être
a	ADP	a
mun	DET	mon
cumencement	NOUN	commencer
E	CCONJ	et
la	DET	le
dame	NOUN	dame
sainte	ADJ	saint
Marie	PROPN	marie
,	PUNCT	,
De	ADP	de
qui	PRON	qui
treiter	VERB	traire
vol	DET	voloir
par	ADP	par
sa	DET	son
aïe	NOUN	äie
!	PUNCT	!
Escutez	VERB	écute
,	PUNCT	,
bone	ADJ	bon
gent	NOUN	gent
senee	NOUN	sené
Ki	PRON	qui
en	ADP	en
Deu	PROPN	dieu
estes	VERB	estre
asemblee	VERB	assembler
,	PUNCT	,
E	CCONJ	et
vus	PRON	vous
,	PUNCT	,
dame	NOUN	dame
Mahaut	PROPN	mahau
,	PUNCT	,
premers	NOUN	premier
!	PUNCT	!
A	ADP	a
vus	PRON	vous
dirai	VERB	dire
plus	ADV	plus
volentiers	ADV	volentiers
Des	ADP.DET	de.le
miracles	NOUN	miralt
,	PUNCT	,
des	ADP.DET	de.le
grant	ADJ	grant
sucurs	NOUN	surcur
Ke	PRON	que
fet	VERB	faire
Nostre	DET	notre
Dame	NOUN	dame
a	ADP	a
plusurs	DET	plus
,	PUNCT	,
A	ADP	a
tuz	DET	tous
e	CCONJ	et
a	ADP	a
tutes	DET	tous
ki	PRON	qui
l'	DET	le
eiment	VERB	enaime
E	CCONJ	et
ki	PRON	qui
de	ADP	de
bon	ADJ	bon
quor	NOUN	comer
la	DET	le
reclaiment	NOUN	reclamer
.	PUNCT	.
Unkes	DET	onque
ne	ADV	ne
fu	VERB	estre
hum	NOUN	homme
ki	PRON	qui
l'	DET	le
amast	VERB	amer
Que	CCONJ	que
ele	PRON	il
bien	NOUN	bien
ne	ADV	ne
li	DET	le
guerredunast	NOUN	guerredoner
.	PUNCT	.
Pur	ADP	pour
ço	PRON	ce
voil	NOUN	voloir
jo	PRON	je
de	ADP	de
li	DET	le
treiter	VERB	traire
Q'	SCONJ	que
a	ADP	a
mun	DET	mon
busuin	NOUN	besunt
aie	VERB	avoir
luier	NOUN	luisir
.	PUNCT	.
Mes	CCONJ	mais
n'	ADV	ne
en	ADP	en
voil	NOUN	voloir
treiter	VERB	traire
ne	ADV	ne
ren	NOUN	rendre
faire	VERB	faire
Fors	ADV	fors
dreit	NOUN	dret
sulum	VERB	sul
mun	DET	mon
essamplaire	NOUN	essamplaire
;	PUNCT	;
Se	SCONJ	se
ço	PRON	ce
ne	ADV	ne
seit	VERB	être
essanple	NOUN	essancele
u	CCONJ	ou
dit	VERB	dire
Ki	PRON	qui
bien	NOUN	bien
se	PRON	se
cuntenge	NOUN	contengne
en	ADP	en
l'	DET	le
escrit	NOUN	écrit
.	PUNCT	.
Sainte	ADJ	saint
Marie	PROPN	marie
curunee	VERB	couronne
,	PUNCT	,
Reïne	NOUN	röine
d'	ADP	de
angles	NOUN	ange
bonuree	NOUN	bonner
,	PUNCT	,
Mere	NOUN	mere
Jesu	PROPN	jesus
,	PUNCT	,
nostre	DET	notre
seinur	NOUN	seigneur
,	PUNCT	,
Entendez	VERB	entendre
,	PUNCT	,
dame	NOUN	dame
,	PUNCT	,
a	ADP	a
cest	DET	cest
pechur	NOUN	perche
!	PUNCT	!
Preez	VERB	préer
pur	ADP	pour
mei	PRON	moi
vostre	DET	vostre
fiz	NOUN	fils
cher	ADJ	cher
,	PUNCT	,
Que	CCONJ	que
de	ADP	de
vus	PRON	vous
me	PRON	je
duinst	VERB	donner
si	ADV	si
treiter	VERB	traire
Ke	PRON	que
meindre	ADJ	mener
puisse	VERB	pöoir
el	ADP.DET	en.le
ciel	NOUN	ciel
amunt	ADV	amont
E	CCONJ	et
tut	DET	tout
cil	DET	cel
ki	PRON	qui
lire	NOUN	lire
l'	DET	le
orrunt	VERB	ouïr
.	PUNCT	.
En	ADP	en
Tulette	ADJ	tuelete
,	PUNCT	,
la	DET	le
grant	ADJ	grant
cité	NOUN	cité
,	PUNCT	,
U	DET	ou
li	DET	le
puples	NOUN	puple
est	VERB	estre
mut	VERB	mout
loé	VERB	löer
,	PUNCT	,
Ert	VERB	estre
uns	DET	un
arcevesques	NOUN	arcevesse
eslit	VERB	eslire
Qui	PRON	qui
ama	VERB	amer
Deu	PROPN	dieu
de	ADP	de
quur	CCONJ	querre
parfit	ADJ	parfoit
.	PUNCT	.
Mut	PROPN	mout
ert	VERB	estre
de	ADP	de
grant	ADJ	grant
religiun	NOUN	religion
,	PUNCT	,
Danz	NOUN	damnedeu
Hildefuns	PROPN	cind-ceux
aveit	VERB	avoir
nun	NOUN	non
.	PUNCT	.
Mut	PROPN	mout
se	PRON	se
pena	VERB	pener
el	ADP.DET	en.le
Deu	PROPN	dieu
servise	NOUN	servise
E	CCONJ	et
mut	VERB	mout
eshaucha	VERB	escauchier
sainte	ADJ	saint
Eglise	NOUN	église
.	PUNCT	.
Od	ADP	o
tut	DET	tout
ce	PRON	ce
k'	SCONJ	que
il	PRON	il
fist	VERB	faire
si	ADV	si
grant	ADJ	grant
ben	ADJ	bien
Nostre	DET	notre
Dame	NOUN	dame
ama	VERB	amer
plus	ADV	plus
ke	SCONJ	que
rien	NOUN	rien
,	PUNCT	,
La	DET	le
mere	NOUN	mere
Deu	PROPN	dieu
,	PUNCT	,
sainte	ADJ	saint
Marie	PROPN	marie
.	PUNCT	.
Cist	DET	cest
prudom	NOUN	pro
ert	VERB	estre
de	ADP	de
sainte	ADJ	saint
vie	NOUN	vie
;	PUNCT	;
En	ADP	en
sa	DET	son
loenge	NOUN	louange
un	DET	un
livre	NOUN	livre
fist	VERB	faire
U	DET	ou
sa	DET	son
virginité	NOUN	virginier
descrist	VERB	descrir
.	PUNCT	.
Tant	ADV	tant
plot	VERB	plaire
a	ADP	a
la	DET	le
dame	NOUN	dame
cel	DET	cel
fet	VERB	faire
Del	ADP.DET	de.le
livre	NOUN	livre
ke	SCONJ	que
cil	DET	cel
ot	VERB	avoir
estreit	NOUN	estret
,	PUNCT	,
Qu'	CCONJ	que
en	ADP	en
un	DET	un
jur	NOUN	jour
,	PUNCT	,
la	DET	le
u	CCONJ	ou
il	PRON	il
se	PRON	se
seeit	VERB	saire
E	CCONJ	et
le	DET	le
livre	NOUN	livre
en	ADP	en
sa	DET	son
main	NOUN	main
teneit	VERB	tenir
,	PUNCT	,
Vint	VERB	venir
la	DET	le
dame	NOUN	dame
a	ADP	a
lui	PRON	lui
veirement	NOUN	voirement
,	PUNCT	,
Sil	DET	si.il
mercia	VERB	mercier
mut	VERB	mout
ducement	NOUN	docmer
.	PUNCT	.
Li	DET	le
archevesques	NOUN	archevésque
s'	DET	soi
en	ADP	en
esjohi	NOUN	esjöir
E	CCONJ	et
de	ADP	de
ceo	DET	ce
mut	VERB	mout
plus	ADV	plus
la	DET	le
servi	VERB	servir
,	PUNCT	,
E	CCONJ	et
establi	VERB	establir
ke	SCONJ	que
en	ADP	en
l'	DET	le
uitime	NOUN	huitiement
jur	NOUN	jour
Einz	ADV	ainz
la	DET	le
feste	NOUN	fête
Nostre	DET	notre
Seinur	NOUN	seigneur
,	PUNCT	,
Que	CCONJ	que
l'	DET	le
en	ADP	en
la	DET	le
feste	NOUN	fête
dunc	ADV	donc
feïst	VERB	faire
De	ADP	de
la	DET	le
vailante	ADJ	valoir
mere	NOUN	mere
Crist	PROPN	crist
;	PUNCT	;
Uit	PROPN	avoir
jurs	NOUN	jur
ainz	ADV	ainz
la	DET	le
Nativité	NOUN	nativité
Fust	VERB	estre
fete	VERB	faire
la	DET	le
solemnité	NOUN	solenir
,	PUNCT	,
E	CCONJ	et
d'	ADP	de
an	ADP	en
en	ADP	en
an	ADP	en
,	PUNCT	,
et	CCONJ	et
refust	VERB	restre
anuel	NOUN	en.le
,	PUNCT	,
Tuz	DET	tous
tens	NOUN	tens
uit	NOUN	avoir
jurs	NOUN	jur
ainz	ADV	ainz
le	DET	le
Noel	NOUN	noel
,	PUNCT	,
Que	CCONJ	que
se	PRON	se
l'	DET	le
Ennunciaciun	NOUN	nanguinue
Venist	VERB	venir
dedenz	ADP	dedenz
la	DET	le
Passiun	NOUN	passer
,	PUNCT	,
U	DET	ou
en	ADP	en
la	DET	le
semaine	NOUN	semaine
de	ADP	de
Pasche	NOUN	pasce
,	PUNCT	,
Ainz	PROPN	ainz
Noel	NOUN	noel
fust	VERB	estre
fete	VERB	faire
par	ADP	par
tasche	VERB	tache
;	PUNCT	;
E	CCONJ	et
mustra	VERB	moustre
ben	ADJ	bien
en	ADP	en
sun	DET	son
cuvent	VERB	couvent
La	DET	le
raisun	NOUN	raison
pur	ADP	pour
quei	PRON	quere
et	CCONJ	et
cument	VERB	comment
:	PUNCT	:
Si	ADV	si
cum	SCONJ	comme
Deu	PROPN	dieu
deina	VERB	deine
de	ADP	de
li	DET	le
nestre	VERB	naistre
,	PUNCT	,
Si	ADV	si
deust	VERB	devoir
la	DET	le
feste	NOUN	fête
ainz	ADV	ainz
la	DET	le
sue	ADJ	suen
estre	VERB	estre
.	PUNCT	.
Puis	NOUN	puis
en	ADP	en
cuncille	NOUN	conclier
general	NOUN	genail
Fist	VERB	faire
cele	DET	cel
feste	NOUN	fête
cumunal	NOUN	communauc
;	PUNCT	;
Uncore	ADV	onorer
i	ADV	i
est	VERB	estre
si	ADV	si
celebree	VERB	celer
Par	ADP	par
les	DET	le
mustier	NOUN	mustire
de	ADP	de
la	DET	le
cuntree	VERB	contree
.	PUNCT	.
Dunc	ADV	donc
vint	VERB	venir
a	ADP	a
lui	PRON	lui
la	DET	le
dame	NOUN	dame
bele	ADJ	bel
,	PUNCT	,
U	DET	ou
il	PRON	il
sist	VERB	sëoir
en	ADP	en
l'	DET	le
evesqual	NOUN	evesque
sele	NOUN	sele
,	PUNCT	,
Ki	PRON	qui
de	ADP	de
l'	DET	le
auter	VERB	autre
esteit	VERB	estre
pres	ADV	près
mise	VERB	metre
.	PUNCT	.
Sil	DET	si.il
mercia	VERB	mercier
de	ADP	de
cel	DET	cel
servise	NOUN	servise
.	PUNCT	.
Une	DET	un
bele	ADJ	bel
aube	NOUN	aube
en	ADP	en
sa	DET	son
main	NOUN	main
tint	VERB	tenir
;	PUNCT	;
Dist	VERB	dire
li	DET	le
ke	SCONJ	que
de	ADP	de
paraïs	NOUN	paräir
vint	VERB	venir
.	PUNCT	.
Dist	VERB	dire
:	PUNCT	:
«	PUNCT	"
Cest	DET	cest
vestement	NOUN	vestir
que	SCONJ	que
ci	ADV	ci
ai	VERB	avoir
,	PUNCT	,
De	ADP	de
paraïs	NOUN	paräir
ça	ADV	ça
l'	DET	le
aportai	VERB	aporter
,	PUNCT	,
Del	ADP.DET	de.le
paraïs	NOUN	paräir
,	PUNCT	,
mun	DET	mon
tres	ADV	très
cher	ADJ	cher
fiz	NOUN	fils
.	PUNCT	.
Dedenz	ADP	dedenz
avras	VERB	avoir
joie	NOUN	joie
e	CCONJ	et
delitz	ADJ	delitier
.	PUNCT	.
Vest	VERB	vestir
ceste	DET	cest
aube	NOUN	aube
,	PUNCT	,
ke	SCONJ	que
ne	ADV	ne
forveies	NOUN	forvele
,	PUNCT	,
As	ADV	a.le
festes	NOUN	feste
mun	DET	mon
fiz	NOUN	fils
e	CCONJ	et
as	VERB	a.le
meies	ADJ	mien
.	PUNCT	.
En	ADP	en
ceste	DET	cest
chaere	NOUN	chare
serras	VERB	serrer
Quant	SCONJ	cant
te	PRON	tu
plaist	NOUN	plaire
e	CCONJ	et
quant	SCONJ	cant
vudras	VERB	vouloir
.	PUNCT	.
Mes	CCONJ	mais
saciez	VERB	savoir
tres	ADV	très
bien	NOUN	bien
que	SCONJ	que
aprés	ADP	après
tei	PRON	toi
N'	ADV	ne
i	ADV	i
sera	VERB	estre
nuls	DET	nul
hum	NOUN	homme
sanz	ADP	sans
derei	ADJ	derrier
;	PUNCT	;
Hum	PROPN	homme
n'	ADV	ne
i	ADV	i
purra	VERB	pouvoir
sanz	ADP	sans
peine	NOUN	peine
entrer	VERB	entrer
Ne	CCONJ	ne
ceste	DET	cest
aube	NOUN	aube
,	PUNCT	,
fors	ADV	fors
tu	PRON	tu
,	PUNCT	,
user	VERB	user
.	PUNCT	.
Se	SCONJ	se
aucun	DET	aucun
le	DET	le
fet	VERB	faire
par	ADP	par
fol	ADJ	fol
talent	NOUN	talent
Jo	PRON	je
en	ADP	en
prendrai	VERB	prendre
le	DET	le
vengement	NOUN	vengement
.	PUNCT	.
»	PUNCT	"
Cum	X	comme
dit	VERB	dire
li	DET	le
ot	VERB	avoir
la	DET	le
profecie	NOUN	profice
,	PUNCT	,
Si	ADV	si
s'	DET	soi
en	ADP	en
parti	VERB	partir
la	DET	le
Deu	PROPN	dieu
amie	NOUN	ami
,	PUNCT	,
E	CCONJ	et
laissa	VERB	laisser
lui	PRON	lui
le	DET	le
vestement	NOUN	vestir
K'	CCONJ	que
aporté	VERB	aporter
li	DET	le
ot	VERB	avoir
en	ADP	en
present	NOUN	présent
.	PUNCT	.
E	CCONJ	et
cil	DET	cel
mut	VERB	mout
forment	ADV	forment
l'	DET	le
encheri	VERB	enchire
,	PUNCT	,
E	CCONJ	et
mut	VERB	mout
nettement	ADV	neter
le	DET	le
vesti	VERB	vestir
El	ADP.DET	en.le
servise	NOUN	servise
Deu	PROPN	dieu
e	CCONJ	et
el	ADP.DET	en.le
sun	DET	son
.	PUNCT	.
Icist	PRON	cist
hum	NOUN	homme
devint	VERB	devenir
seint	ADJ	saint
e	CCONJ	et
bon	ADJ	bon
;	PUNCT	;
Pus	ADV	pus
ala	VERB	aler
boneureement	ADV	bonnéement
Del	ADP.DET	de.le
secle	NOUN	scel
al	ADP.DET	à.le
Deu	PROPN	dieu
saint	ADJ	saint
cuvent	VERB	couvent
.	PUNCT	.
Mut	PROPN	mout
bone	ADJ	bon
essanple	NOUN	essancele
as	VERB	a.le
suns	NOUN	son
laisa	VERB	laisser
D'	ADP	de
amer	VERB	amer
cele	DET	cel
k'	SCONJ	que
il	PRON	il
tant	ADV	tant
ama	VERB	amer
.	PUNCT	.
Arcevesque	PROPN	archevéque
esteit	VERB	estre
eslit	VERB	eslire
Uns	DET	un
clers	NOUN	cler
aprés	ADP	après
sun	DET	son
saint	ADJ	saint
obit	VERB	obit
;	PUNCT	;
Siagrius	PROPN	seignor
esteit	VERB	estre
numé	VERB	nommer
.	PUNCT	.
Mut	PROPN	mout
li	DET	le
fu	VERB	estre
poi	NOUN	pöoir
de	ADP	de
la	DET	le
bunté	NOUN	bonté
Del	ADP.DET	de.le
saint	ADJ	saint
ki	PRON	qui
anz	NOUN	an
archevesche	NOUN	archevess
i	ADV	i
fu	VERB	estre
.	PUNCT	.
Cestui	DET	cest
ad	VERB	avoir
Diable	NOUN	dïable
deceü	NOUN	decevoir
Quant	SCONJ	cant
en	ADP	en
la	DET	le
chaere	NOUN	chare
s'	DET	soi
asist	VERB	asseoir
,	PUNCT	,
Que	CCONJ	que
Nostre	DET	notre
Dame	NOUN	dame
ainz	ADV	ainz
cuntredist	VERB	contredire
.	PUNCT	.
La	DET	le
sainte	ADJ	saint
aube	NOUN	aube
voleit	VERB	voloir
user	VERB	user
,	PUNCT	,
E	CCONJ	et
cumencha	VERB	commencer
si	ADV	si
a	ADP	a
parler	VERB	parler
:	PUNCT	:
«	PUNCT	"
Ensement	ADV	ensement
cume	SCONJ	comme
sui	VERB	estre
hum	NOUN	homme
vivant	VERB	vivre
,	PUNCT	,
Si	ADV	si
fu	VERB	estre
cil	DET	cel
ki	PRON	qui
mei	PRON	moi
fu	VERB	estre
devant	ADP	devant
;	PUNCT	;
Dunc	ADV	donc
me	PRON	je
puis	NOUN	puis
jo	PRON	je
ben	ADJ	bien
aturner	VERB	atrouiner
Del	ADP.DET	de.le
vestement	NOUN	vestir
qu'	SCONJ	que
il	PRON	il
sout	VERB	estre
user	VERB	user
.	PUNCT	.
Evesque	NOUN	evesque
sui	VERB	estre
cum	SCONJ	comme
il	PRON	il
esteit	VERB	estre
E	CCONJ	et
ordené	VERB	ordrener
en	ADP	en
tel	DET	tel
endreit	NOUN	endret
;	PUNCT	;
Je	PRON	je
l'	DET	le
userai	VERB	user
tut	DET	tout
ensement	ADV	ensement
.	PUNCT	.
»	PUNCT	"
E	CCONJ	et
vesti	VERB	vestir
sei	PRON	soi
del	ADP.DET	de.le
vestement	NOUN	vestir
.	PUNCT	.
Mes	CCONJ	mais
si	ADV	si
tost	DET	tost
cum	SCONJ	comme
il	PRON	il
le	DET	le
vesti	VERB	vestir
,	PUNCT	,
De	ADP	de
la	DET	le
chaere	NOUN	chare
aval	ADV	aval
chaï	VERB	chëoir
E	CCONJ	et
si	ADV	si
l'	DET	le
estreinst	VERB	estreindre
le	DET	le
vestement	NOUN	vestir
Que	CCONJ	que
mort	NOUN	mort
chaï	VERB	chëoir
susdeement	ADV	soudement
.	PUNCT	.
La	DET	le
gent	NOUN	gent
k'	SCONJ	que
i	ADV	i
furent	VERB	estre
iço	PRON	il
virent	VERB	vëoir
,	PUNCT	,
De	ADP	de
poür	NOUN	pouvoir
,	PUNCT	,
de	ADP	de
dute	NOUN	devoir
fuïrent	VERB	fuir
.	PUNCT	.
Cel	DET	cel
saint	ADJ	saint
vestement	NOUN	vestir
idunc	ADJ	dire
pristrent	VERB	prendre
,	PUNCT	,
El	ADP.DET	en.le
tresor	NOUN	tresor
del	ADP.DET	de.le
mustier	NOUN	mustire
le	DET	le
mistrent	VERB	mettre
,	PUNCT	,
Si	ADV	si
guardent	NOUN	garder
hunurablement	ADV	hournage
;	PUNCT	;
Uncore	ADV	onorer
i	ADV	i
est	VERB	estre
il	PRON	il
verement	ADV	vermeil
.	PUNCT	.
Si	ADV	si
benignement	ADV	bengier
hunura	VERB	honorer
La	DET	le
dame	NOUN	dame
celui	DET	cel
qu'	SCONJ	que
ele	PRON	il
ama	VERB	amer
,	PUNCT	,
Hildefuns	PROPN	cind-ceux
,	PUNCT	,
sun	DET	son
tres	ADV	très
cher	ADJ	cher
ami	NOUN	ami
,	PUNCT	,
Pur	ADP	pour
ço	PRON	ce
que	SCONJ	que
de	ADP	de
gré	NOUN	gré
la	DET	le
servi	VERB	servir
.	PUNCT	.
Siagrius	PROPN	seignor
,	PUNCT	,
qui	PRON	qui
li	DET	le
fist	VERB	faire
tort	NOUN	tort
,	PUNCT	,
Ne	CCONJ	ne
put	VERB	puit
guarir	VERB	garir
de	ADP	de
male	ADJ	mal
mort	NOUN	mort
.	PUNCT	.
Par	ADP	par
ço	PRON	ce
nus	DET	nul
mustre	NOUN	mustre
apertement	NOUN	apertement
Ke	PRON	que
quiqunke	DET	quiquenque
la	DET	le
sert	VERB	servir
bonement	NOUN	bonnement
La	DET	le
grace	NOUN	grace
Deu	PROPN	dieu
avra	VERB	avoir
pur	ADP	pour
veir	NOUN	vair
E	CCONJ	et
la	DET	le
sue	ADJ	suen
,	PUNCT	,
matin	NOUN	matin
e	CCONJ	et
seir	NOUN	seignor
.	PUNCT	.
E	CCONJ	et
Deu	PROPN	dieu
servir	VERB	servir
la	DET	le
nus	DET	nul
duinst	VERB	donner
E	CCONJ	et
de	ADP	de
nos	PRON	nos
pecchez	NOUN	peché
nus	DET	nul
esluinst	VERB	esluissier
!	PUNCT	!
En	ADP	en
un	DET	un
mustier	NOUN	mustire
un	DET	un
