Bien	ADV	bien
li	DET	le
maisons	NOUN	maison
et	CCONJ	et
li	DET	le
cors	NOUN	cors
deriere	ADP	derrière
par	ADP	par
ces	DET	ce
eskievins	NOUN	échevin
ki	PRON	qui
dit	VERB	dire
sont	VERB	estre
et	CCONJ	et
demora	VERB	demorer
li	DET	le
cors	NOUN	cors
em	ADP	en
pais	NOUN	paix
a	ADP	a
le	DET	le
maison	NOUN	maison
de	ADP	de
piere	NOUN	piere
.	PUNCT	.
Et	CCONJ	et
çou	PRON	ce
reconeut	VERB	reconnaître
mestre	NOUN	maistre
Jehans	PROPN	jean
devant	ADP	devant
deus	DET	deux
eskievins	NOUN	échevin
Nicolon	PROPN	nicolas
Colemer	VERB	colement
et	CCONJ	et
Simon	ADJ	simon
de	ADP	de
Vaus	NOUN	vas
.	PUNCT	.
Et	CCONJ	et
cist	DET	cest
le	DET	le
recorderent	VERB	recorder
devant	ADP	devant
lor	DET	lor
compaignons	NOUN	compagnon
Wibiert	PROPN	wibiert
de	ADP	de
Morelporte	PROPN	moreller
,	PUNCT	,
Jakemon	PROPN	jacques
de	ADP	de
Vilers	NOUN	vilers
,	PUNCT	,
Rogier	VERB	rogier
de	ADP	de
Maude	ADJ	maulde
,	PUNCT	,
Huon	PROPN	huen
le	DET	le
Fort	ADJ	fort
,	PUNCT	,
Mahiu	PROPN	mahieu
Biec	ADJ	biec
d'	ADP	de
Anette	PROPN	antet
.	PUNCT	.
Tot	DET	tot
cist	DET	cest
i	ADV	i
furent	VERB	estre
com	SCONJ	come
eskievin	NOUN	échevin
.	PUNCT	.
Et	CCONJ	et
por	ADP	por
ço	PRON	ce
que	SCONJ	que
ço	PRON	ce
soit	VERB	estre
ferme	NOUN	ferme
cose	NOUN	chose
et	CCONJ	et
estaule	NOUN	estable
,	PUNCT	,
si	ADV	si
en	ADP	en
fu	VERB	estre
fes	NOUN	fais
cis	DET	cist
escris	NOUN	écrire
et	CCONJ	et
livrés	NOUN	livrer
en	ADP	en
le	DET	le
warde	NOUN	garde
des	ADP.DET	de.le
eskevins	NOUN	échevin
,	PUNCT	,
l'	DET	le
an	ADP	en
del	ADP.DET	de.le
Incarnation	NOUN	incarnation
Nostre	DET	notre
Seigneur	NOUN	seigneur
Jesu	PROPN	jesus
Crist	PROPN	crist
.M	PUNCT	ne
CC	PRON	ce
XXXVI.	DET	vingt-caux
,	PUNCT	,
el	ADP.DET	en.le
mois	NOUN	mois
de	ADP	de
ma	DET	mon
.	PUNCT	.
Je	PRON	je
,	PUNCT	,
Bouchars	PROPN	bouchard
de	ADP	de
Avesnes	PROPN	avesnes
,	PUNCT	,
fais	NOUN	faire
conossance	NOUN	consentarse
a	ADP	a
toz	DET	tot
ceus	DET	ceu
qui	PRON	qui
ces	DET	ce
lettres	NOUN	lettre
verront	VERB	voir
et	CCONJ	et
orront	VERB	ouïr
que	SCONJ	que
je	PRON	je
ai	VERB	avoir
vendut	VERB	vendre
bien	NOUN	bien
et	CCONJ	et
loiaument	ADV	loyalement
a	ADP	a
l'	DET	le
eglise	NOUN	église
de	ADP	de
Moustereul	PROPN	moutrelon
treze	ADJ	traire
livres	NOUN	livre
de	ADP	de
parisis	NOUN	parisis
a	ADP	a
penre	NOUN	pener
chascun	DET	chascun
an	ADP	en
et	CCONJ	et
a	ADP	a
toz	DET	tot
jors	NOUN	jour
de	ADP	de
feste	NOUN	fête
Saint	ADJ	saint
Martin	PROPN	martin
qui	PRON	qui
est	VERB	estre
er	NOUN	en.le
mois	NOUN	mois
de	ADP	de
novenbre	NOUN	novenir
,	PUNCT	,
a	ADP	a
deniers	NOUN	denier
que	SCONJ	que
je	PRON	je
ai	VERB	avoir
er	NOUN	en.le
winaige	NOUN	vinage
de	ADP	de
Guise	PROPN	guise
;	PUNCT	;
et	CCONJ	et
ces	DET	ce
.xiii.	ADJ	treize
livres	NOUN	livre
devant	ADP	devant
dites	VERB	dire
vendi	VERB	vendre
je	PRON	je
a	ADP	a
l'	DET	le
eglise	NOUN	église
par	ADP	par
mi	DET	moi
deus	DET	deux
cens	DET	cent
livres	NOUN	livre
de	ADP	de
parisis	NOUN	parisis
;	PUNCT	;
et	CCONJ	et
si	ADV	si
conois	NOUN	conoistre
que	SCONJ	que
ces	DET	ce
deus	DET	deux
cens	DET	cent
livres	NOUN	livre
de	ADP	de
parisis	NOUN	parisis
ai	VERB	avoir
je	PRON	je
eus	PRON	au
et	CCONJ	et
loial	ADJ	loyal
paiement	NOUN	paiement
et	CCONJ	et
entier	ADJ	entier
li	DET	le
eglise	NOUN	église
devant	ADP	devant
dite	VERB	dire
m'	PRON	je
en	ADP	en
a	ADP	a
fait	VERB	faire
;	PUNCT	;
et	CCONJ	et
je	PRON	je
ai	VERB	avoir
fiencé	NOUN	fïancer
de	ADP	de
ma	DET	mon
main	NOUN	main
toute	DET	tout
nue	ADJ	nu
cest	DET	cest
vendaige	NOUN	vendage
a	ADP	a
tenir	VERB	tenir
et	CCONJ	et
que	SCONJ	que
li	DET	le
eglise	NOUN	église
par	ADP	par
mi	DET	moi
ne	ADV	ne
par	ADP	par
mes	DET	mais
oirs	NOUN	hoir
,	PUNCT	,
a	ADP	a
mon	DET	mon
pouoir	NOUN	pouvoir
,	PUNCT	,
ne	ADV	ne
sera	VERB	estre
destourbee	VERB	détourber
que	SCONJ	que
au	ADP.DET	a.le
jor	NOUN	jor
qui	PRON	qui
i	ADV	i
est	VERB	estre
mis	VERB	metre
n'	ADV	ne
ait	VERB	avoir
entierement	ADV	entièrement
ces	DET	ce
.xiii.	ADJ	treize
livres	NOUN	livre
devant	ADP	devant
dites	VERB	dire
;	PUNCT	;
et	CCONJ	et
mi	DET	moi
dui	PRON	deus
fil	NOUN	fil
Jehans	PROPN	jean
et	CCONJ	et
Bauduins	PROPN	baudouin
ont	VERB	avoir
loet	VERB	louer
cest	DET	cest
vendaige	NOUN	vendage
et	CCONJ	et
fiencié	VERB	fïencier
de	ADP	de
leurs	DET	leur
mains	NOUN	main
toutes	DET	tout
nues	ADJ	nu
a	ADP	a
tenir	VERB	tenir
et	CCONJ	et
que	SCONJ	que
li	DET	le
eglise	NOUN	église
par	ADP	par
aus	PRON	il
ne	ADV	ne
par	ADP	par
leur	DET	leur
oirs	NOUN	hoir
,	PUNCT	,
a	ADP	a
leurs	DET	leur
pouors	NOUN	pourse
,	PUNCT	,
ne	ADV	ne
sera	VERB	estre
destourbee	VERB	détourber
que	SCONJ	que
au	ADP.DET	a.le
jor	NOUN	jor
qui	PRON	qui
i	ADV	i
est	VERB	estre
mis	VERB	metre
n'	ADV	ne
ait	VERB	avoir
entierement	ADV	entièrement
les	DET	le
.xiii.	ADJ	treize
livres	NOUN	livre
devant	ADP	devant
dites	VERB	dire
;	PUNCT	;
et	CCONJ	et
je	PRON	je
et	CCONJ	et
mi	DET	moi
fil	NOUN	fil
et	CCONJ	et
leur	DET	leur
oir	NOUN	hoir
de	ADP	de
cest	DET	cest
vendaige	NOUN	vendage
devons	VERB	devoir
a	ADP	a
l'	DET	le
eglise	NOUN	église
devant	ADP	devant
dite	VERB	dire
porter	VERB	porter
loial	ADJ	loyal
garandise	NOUN	garantine
en	ADP	en
contre	ADP	contre
toz	DET	tot
ceus	DET	ceu
qui	PRON	qui
a	ADP	a
jor	NOUN	jor
et	CCONJ	et
a	ADP	a
droit	ADJ	droit
en	ADP	en
vorront	VERB	vouron
venir	VERB	venir
;	PUNCT	;
et	CCONJ	et
cis	DET	cist
vendaiges	NOUN	vendage
est	VERB	estre
fais	NOUN	faire
par	ADP	par
le	DET	le
los	NOUN	los
de	ADP	de
mon	DET	mon
frere	NOUN	frere
Watier	PROPN	watier
,	PUNCT	,
signeur	NOUN	seigneur
de	ADP	de
Avesnes	PROPN	avesnes
,	PUNCT	,
qui	PRON	qui
sires	NOUN	seignor
est	VERB	estre
dou	DET	de.le
fié	NOUN	fief
et	CCONJ	et
de	ADP	de
cui	PRON	cui
fié	NOUN	fief
cil	DET	cel
denier	NOUN	denier
muevent	VERB	movoir
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
por	ADP	por
ce	PRON	ce
que	SCONJ	que
ce	PRON	ce
soit	VERB	estre
ferme	NOUN	ferme
chose	NOUN	chose
et	CCONJ	et
estaule	NOUN	estable
a	ADP	a
toz	DET	tot
jors	NOUN	jour
mais	NOUN	mais
,	PUNCT	,
je	PRON	je
ai	VERB	avoir
fait	VERB	faire
seeller	VERB	sceller
ces	DET	ce
lettres	NOUN	lettre
de	ADP	de
mon	DET	mon
sel	NOUN	si.il
en	ADP	en
tesmoniage	NOUN	témoignage
de	ADP	de
verité	NOUN	vérité
et	CCONJ	et
dener	ADP	dener
a	ADP	a
l'	DET	le
eglise	NOUN	église
devant	ADP	devant
dite	VERB	dire
.	PUNCT	.
Et	CCONJ	et
ce	PRON	ce
fu	VERB	estre
fait	VERB	faire
er	NOUN	en.le
tens	NOUN	tens
que	SCONJ	que
li	DET	le
Incarnations	NOUN	incarnation
couroit	VERB	courir
par	ADP	par
mil	DET	mil
et	CCONJ	et
deus	DET	deux
cens	DET	cent
et	CCONJ	et
trente	DET	trente
set	VERB	savoir
ans	NOUN	an
,	PUNCT	,
er	NOUN	en.le
mois	NOUN	mois
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Je	PRON	je
,	PUNCT	,
Bouchars	PROPN	bouchard
d'	ADP	de
Avesnes	PROPN	avesnes
,	PUNCT	,
fas	VERB	faire
savoir	VERB	savoir
a	ADP	a
tous	DET	tout
çaus	PRON	cil
qui	PRON	qui
sont	VERB	estre
et	CCONJ	et
qui	PRON	qui
a	ADP	a
venir	VERB	venir
sont	VERB	estre
que	SCONJ	que
je	PRON	je
ai	VERB	avoir
vendu	VERB	vendre
a	ADP	a
l'	DET	le
eglise	NOUN	église
de	ADP	de
Mousteruel	PROPN	moutreuil
l'	DET	le
abbeie	NOUN	abbé
trese	VERB	très
livres	NOUN	livre
de	ADP	de
paresis	NOUN	parser
a	ADP	a
prendre	VERB	prendre
a	ADP	a
tous	DET	tout
jors	NOUN	jour
d'	ADP	de
an	ADP	en
en	ADP	en
an	ADP	en
a	ADP	a
mes	DET	mais
deniers	NOUN	denier
que	SCONJ	que
je	PRON	je
ai	VERB	avoir
au	ADP.DET	a.le
winage	NOUN	vinage
a	ADP	a
Guise	PROPN	guise
,	PUNCT	,
a	ADP	a
rendre	VERB	rendre
chascun	DET	chascun
an	ADP	en
a	ADP	a
feste	NOUN	fête
Saint	ADJ	saint
Martin	PROPN	martin
en	ADP	en
iver	NOUN	iver
;	PUNCT	;
et	CCONJ	et
ce	PRON	ce
vendage	NOUN	vendage
mes	DET	mais
tres	ADV	très
chiers	ADJ	chier
sires	NOUN	seignor
mes	DET	mais
freres	NOUN	frere
Watiers	PROPN	watier
,	PUNCT	,
sires	NOUN	seignor
d'	ADP	de
Avesnes	PROPN	avesnes
,	PUNCT	,
a	ADP	a
me	PRON	je
requeste	NOUN	requête
et	CCONJ	et
a	ADP	a
le	DET	le
requeste	NOUN	requête
de	ADP	de
mes	DET	mais
hoirs	NOUN	hoir
Jehan	PROPN	jean
et	CCONJ	et
Bauduin	PROPN	baudouin
,	PUNCT	,
a	ADP	a
loet	VERB	louer
et	CCONJ	et
otriet	VERB	octroyer
si	ADV	si
cum	SCONJ	comme
mes	DET	mais
sires	NOUN	seignor
de	ADP	de
cui	PRON	cui
je	PRON	je
tieng	VERB	tenir
tout	DET	tout
ce	PRON	ce
que	SCONJ	que
je	PRON	je
ai	VERB	avoir
au	ADP.DET	a.le
winage	NOUN	vinage
devant	ADP	devant
dit	VERB	dire
en	ADP	en
fié	NOUN	fief
et	CCONJ	et
en	ADP	en
houmage	NOUN	hommage
lige	ADJ	lige
;	PUNCT	;
et	CCONJ	et
s'	DET	soi
il	PRON	il
avenoit	VERB	avenir
que	SCONJ	que
li	DET	le
denier	NOUN	denier
devant	ADP	devant
noumé	VERB	nommer
ne	ADV	ne
fussent	VERB	estre
rendu	VERB	rendre
a	ADP	a
l'	DET	le
eglise	NOUN	église
devant	ADP	devant
dite	VERB	dire
au	ADP.DET	a.le
terme	NOUN	terme
qui	PRON	qui
deseur	ADP	dessure
est	VERB	estre
dis	VERB	dire
,	PUNCT	,
mes	DET	mais
sires	NOUN	seignor
mes	DET	mais
freres	NOUN	frere
qui	PRON	qui
devant	ADP	devant
est	VERB	estre
noumés	VERB	nommer
,	PUNCT	,
par	ADP	par
men	DET	mon
assens	ADP	assens
et	CCONJ	et
par	ADP	par
men	DET	mon
los	NOUN	los
et	CCONJ	et
par	ADP	par
l'	DET	le
assens	ADP	assens
et	CCONJ	et
par	ADP	par
le	DET	le
los	NOUN	los
de	ADP	de
mes	DET	mais
hoirs	NOUN	hoir
qui	PRON	qui
devant	ADP	devant
sont	VERB	estre
dit	VERB	dire
,	PUNCT	,
sans	NOUN	sans
mesfaire	NOUN	mesfaire
ne	ADV	ne
envers	ADP	envers
mi	DET	moi
ne	ADV	ne
envers	ADP	envers
mes	DET	mais
hoirs	NOUN	hoir
porroit	VERB	pöoir
saisir	VERB	saisir
le	DET	le
fié	NOUN	fief
en	ADP	en
se	PRON	se
main	NOUN	main
cunme	SCONJ	comme
sires	NOUN	seignor
et	CCONJ	et
tenir	VERB	tenir
dusque	ADP	dusque
atant	VERB	atendre
que	SCONJ	que
li	DET	le
eglise	NOUN	église
devant	ADP	devant
dite	VERB	dire
seroit	VERB	estre
païe	NOUN	päie
entierement	ADV	entièrement
des	ADP.DET	de.le
trese	VERB	très
livres	NOUN	livre
de	ADP	de
paresis	NOUN	parser
qui	PRON	qui
deseur	ADP	dessure
sont	VERB	estre
noumé	VERB	nommer
.	PUNCT	.
Et	CCONJ	et
por	ADP	por
ce	PRON	ce
que	SCONJ	que
ce	PRON	ce
soit	VERB	estre
ferme	NOUN	ferme
chose	NOUN	chose
et	CCONJ	et
estable	NOUN	estable
,	PUNCT	,
je	PRON	je
ai	VERB	avoir
ces	DET	ce
letres	NOUN	letre
denees	NOUN	denans
a	ADP	a
men	DET	mon
seigneur	NOUN	seigneur
men	DET	mon
frere	NOUN	frere
seelees	VERB	sceller
de	ADP	de
men	DET	mon
sael	NOUN	sceau
.	PUNCT	.
Ce	PRON	ce
fu	VERB	estre
fait	VERB	faire
l'	DET	le
an	ADP	en
de	ADP	de
l'	DET	le
Incarnation	NOUN	incarnation
Nostre	DET	notre
Seigneur	NOUN	seigneur
mil	DET	mil
et	CCONJ	et
.CC.	DET	deux-cents
et	CCONJ	et
trente	DET	trente
set	VERB	savoir
,	PUNCT	,
ou	CCONJ	ou
mois	NOUN	mois
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Jou	PRON	je
,	PUNCT	,
Watiers	PROPN	watier
,	PUNCT	,
cevaliers	NOUN	chevalier
,	PUNCT	,
sires	NOUN	seignor
del	ADP.DET	de.le
Caisnoit	PROPN	casinoy
,	PUNCT	,
et	CCONJ	et
jou	PRON	je
,	PUNCT	,
Ewras	PROPN	erdre
,	PUNCT	,
castelains	NOUN	châtelain
de	ADP	de
Leuse	ADJ	leuze
,	PUNCT	,
faisoumes	NOUN	faisos
a	ADP	a
sawoir	VERB	savoir
a	ADP	a
tous	DET	tout
çaus	PRON	cil
ki	PRON	qui
sont	VERB	estre
et	CCONJ	et
ki	PRON	qui
a	ADP	a
venir	VERB	venir
sont	VERB	estre
ki	PRON	qui
cest	DET	cest
escrit	NOUN	écrit
veront	VERB	voir
et	CCONJ	et
oront	VERB	ouïr
k'	SCONJ	que
entre	ADP	entre
mi	DET	moi
,	PUNCT	,
Watier	PROPN	watier
,	PUNCT	,
segneur	NOUN	seigneur
del	ADP.DET	de.le
Caisnoit	PROPN	casinoy
,	PUNCT	,
et	CCONJ	et
çaus	PRON	cil
de	ADP	de
le	DET	le
glise	NOUN	église
de	ADP	de
Saint	ADJ	saint
Nicholai	PROPN	nicolas
des	ADP.DET	de.le
Prés	NOUN	pré
d'	ADP	de
encoste	ADP	encoste
Tournai	PROPN	tourner
avoit	VERB	avoir
un	DET	un
content	VERB	conter
et	CCONJ	et
un	DET	un
estrit	ADJ	estre
de	ADP	de
leur	DET	leur
escluse	NOUN	écluse
et	CCONJ	et
de	ADP	de
leur	DET	leur
ventaile	NOUN	ventaille
et	CCONJ	et
de	ADP	de
leur	DET	leur
conduit	NOUN	conduit
et	CCONJ	et
del	ADP.DET	de.le
recet	NOUN	recet
del'	ADP	de.le
eue	NOUN	eau
del	ADP.DET	de.le
moulin	NOUN	moulin
de	ADP	de
Lanbrechies	PROPN	lambrechon
.	PUNCT	.
Longement	ADV	longement
avoit	VERB	avoir
duret	NOUN	durer
li	DET	le
contens	NOUN	content
et	CCONJ	et
li	DET	le
estris	NOUN	estrir
,	PUNCT	,
mais	NOUN	mais
par	ADP	par
le	DET	le
consel	NOUN	conseil
de	ADP	de
sages	ADJ	sage
houmes	NOUN	homme
et	CCONJ	et
de	ADP	de
boines	NOUN	bon
gens	NOUN	gens
est	VERB	estre
pais	NOUN	paix
fourmee	NOUN	forme
et	CCONJ	et
establie	VERB	establir
entre	ADP	entre
mi	DET	moi
,	PUNCT	,
Watier	PROPN	watier
,	PUNCT	,
segneur	NOUN	seigneur
del	ADP.DET	de.le
Caisnoit	PROPN	casinoy
,	PUNCT	,
et	CCONJ	et
çaus	PRON	cil
de	ADP	de
le	DET	le
glise	NOUN	église
devant	ADP	devant
dite	VERB	dire
,	PUNCT	,
en	ADP	en
tel	DET	tel
maniere	NOUN	manière
ke	SCONJ	que
,	PUNCT	,
tout	DET	tout
ensi	ADV	ainsi
ke	SCONJ	que
le	DET	le
glise	NOUN	église
avoit	VERB	avoir
maintenut	DET	maintenir
lor	DET	lor
eue	NOUN	eau
,	PUNCT	,
lor	DET	lor
escluse	NOUN	écluse
,	PUNCT	,
lor	DET	lor
ventaile	NOUN	ventaille
et	CCONJ	et
le	DET	le
cours	NOUN	cours
del'	ADP	de.le
eue	NOUN	eau
et	CCONJ	et
le	DET	le
conduit	NOUN	conduit
,	PUNCT	,
k'	SCONJ	que
il	PRON	il
lour	DET	lour
demeurje	NOUN	demeurer
iretaulement	ADV	héritalamme
par	ADP	par
le	DET	le
tiesmoignage	NOUN	témoignage
de	ADP	de
le	DET	le
cartre	ADJ	cart
ki	PRON	qui
fu	VERB	estre
faite	VERB	faire
par	ADP	par
l'	DET	le
asens	ADP	assens
et	CCONJ	et
par	ADP	par
le	DET	le
volenté	NOUN	volenté
de	ADP	de
mes	DET	mais
ancisseurs	NOUN	ancêtre
,	PUNCT	,
ki	PRON	qui
bien	NOUN	bien
pooir	NOUN	pöoir
i	ADV	i
avoient	VERB	avoir
de	ADP	de
çou	PRON	ce
faire	VERB	faire
,	PUNCT	,
et	CCONJ	et
si	ADV	si
fu	VERB	estre
fait	VERB	faire
devant	ADP	devant
ceste	DET	cest
cartre	ADJ	cart
bien	NOUN	bien
a	ADP	a
sexante	NOUN	savoir
deus	DET	deux
ans	NOUN	an
u	CCONJ	ou
plus	ADV	plus
.	PUNCT	.
Et	CCONJ	et
cele	DET	cel
meisme	ADJ	même
cartre	ADJ	cart
avons	VERB	avoir
nous	PRON	nous
oïe	VERB	öir
et	CCONJ	et
veue	NOUN	voir
nouvielement	NOUN	nouvellement
ens	ADV	ens
el	ADP.DET	en.le
praiel	NOUN	preel
encoste	ADP	encoste
le	DET	le
glise	NOUN	église
Saint	ADJ	saint
Nicholai	PROPN	nicolas
des	ADP.DET	de.le
Prés	NOUN	pré
deviers	NOUN	deviser
le	DET	le
gardin	NOUN	jardin
,	PUNCT	,
jou	PRON	je
,	PUNCT	,
Watiers	PROPN	watier
,	PUNCT	,
sires	NOUN	seignor
del	ADP.DET	de.le
Caisnoit	PROPN	casinoy
,	PUNCT	,
et	CCONJ	et
Ewras	PROPN	erdre
li	DET	le
castelains	NOUN	châtelain
de	ADP	de
Leuse	ADJ	leuze
et	CCONJ	et
Stievenes	ADJ	seiteume
,	PUNCT	,
sires	NOUN	seignor
de	ADP	de
Leuse	ADJ	leuze
et	CCONJ	et
autre	ADJ	autre
preudoume	NOUN	prudhomme
.	PUNCT	.
Et	CCONJ	et
par	ADP	par
ces	DET	ce
raisons	NOUN	raison
et	CCONJ	et
cele	DET	cel
cartre	ADJ	cart
recounois	VERB	reconoistre
jou	PRON	je
,	PUNCT	,
Watiers	PROPN	watier
,	PUNCT	,
sires	NOUN	seignor
