Ci	ADV	ci
,	PUNCT	,
Mais	CCONJ	mais
herites	NOUN	hertier
et	CCONJ	et
mescreans	NOUN	mescrendre
.	PUNCT	.
La	DET	le
mere	NOUN	mere
Dieu	PROPN	dieu
puet	VERB	pöoir
asez	ADV	assez
plus	ADV	plus
Que	CCONJ	que
tuit	DET	tot
li	DET	le
saint	ADJ	saint
del	ADP.DET	de.le
ciel	NOUN	ciel
lasus	NOUN	los
.	PUNCT	.
Ele	PRON	il
est	VERB	estre
la	DET	le
flors	NOUN	flor
,	PUNCT	,
ele	PRON	il
est	VERB	estre
la	DET	le
rose	NOUN	rose
En	ADP	en
cui	PRON	cui
habite	NOUN	habite
,	PUNCT	,
en	ADP	en
cui	PRON	cui
repose	NOUN	reposer
Et	CCONJ	et
jor	NOUN	jor
et	CCONJ	et
nuit	NOUN	nuit
Sains	ADJ	saint
Esperis	NOUN	esprendre
.	PUNCT	.
Bien	NOUN	bien
est	VERB	estre
dampnés	NOUN	dempons
,	PUNCT	,
bien	NOUN	bien
est	VERB	estre
peris	NOUN	perir
Et	CCONJ	et
dyables	NOUN	dïable
bien	NOUN	bien
le	DET	le
deçoit	VERB	decevoir
Qui	PRON	qui
ses	DET	son
myracles	NOUN	miralais
ne	ADV	ne
reçoit	VERB	recevoir
.	PUNCT	.
C'	CCONJ	ce
est	VERB	estre
la	DET	le
douçours	NOUN	desousquer
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
la	DET	le
rousee	VERB	rosele
Dont	PRON	dont
toute	DET	tout
riens	NOUN	rien
est	VERB	estre
arousee	NOUN	aroser
.	PUNCT	.
C'	CCONJ	ce
est	VERB	estre
la	DET	le
dame	NOUN	dame
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
la	DET	le
pucele	NOUN	pucele
En	ADP	en
cui	PRON	cui
sains	ADJ	sain
flans	NOUN	flanc
fist	VERB	faire
cambre	NOUN	chambre
et	CCONJ	et
cele	DET	cel
Cil	DET	cel
qui	PRON	qui
pour	ADP	pour
nous	PRON	nous
morut	VERB	morir
en	ADP	en
crois	NOUN	croix
.	PUNCT	.
C'	CCONJ	ce
est	VERB	estre
la	DET	le
fontainne	NOUN	fontaine
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
la	DET	le
dois	NOUN	dois
Dont	PRON	dont
sort	NOUN	sort
et	CCONJ	et
vient	VERB	venir
misericorde	NOUN	miséricorde
,	PUNCT	,
Douçours	DET	desousmer
,	PUNCT	,
pitiez	NOUN	pitié
,	PUNCT	,
pais	NOUN	paix
et	CCONJ	et
concorde	NOUN	concrecier
.	PUNCT	.
C'	CCONJ	ce
est	VERB	estre
li	DET	le
tuiaus	NOUN	tous
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
li	DET	le
conduis	VERB	conduire
Par	ADP	par
ou	CCONJ	ou
tous	DET	tout
biens	NOUN	bien
est	VERB	estre
aconduis	VERB	acondoisdir
.	PUNCT	.
C'	CCONJ	ce
est	VERB	estre
la	DET	le
roïne	NOUN	röine
des	ADP.DET	de.le
archangles	NOUN	archange
.	PUNCT	.
C'	CCONJ	ce
est	VERB	estre
la	DET	le
pucele	NOUN	pucele
a	ADP	a
cui	PRON	cui
li	DET	le
angles	NOUN	ange
Le	DET	le
haut	ADJ	haut
salu	NOUN	salu
dist	VERB	dire
et	CCONJ	et
porta	VERB	porter
Qui	PRON	qui
touz	DET	tout
depors	ADP	depors
nos	PRON	nos
aporta	VERB	aporter
.	PUNCT	.
Onques	ADV	onque
ne	ADV	ne
fu	VERB	estre
fame	NOUN	feme
formee	NOUN	former
De	ADP	de
touz	DET	tout
biens	NOUN	bien
fust	VERB	estre
si	ADV	si
enformee	NOUN	enformer
,	PUNCT	,
Et	CCONJ	et
por	ADP	por
ce	PRON	ce
prist	VERB	prendre
en	ADP	en
ses	DET	son
flans	NOUN	flanc
forme	NOUN	forme
Cil	DET	cel
qui	PRON	qui
tout	DET	tout
fait	VERB	faire
et	CCONJ	et
qui	PRON	qui
tot	DET	tot
forme	NOUN	forme
.	PUNCT	.
Mout	ADV	mout
est	VERB	estre
s'	DET	soi
amors	NOUN	amor
bone	ADJ	bon
a	ADP	a
aquerre	VERB	aquerre
.	PUNCT	.
Dame	NOUN	dame
est	VERB	estre
en	ADP	en
ciel	NOUN	ciel
,	PUNCT	,
dame	NOUN	dame
est	VERB	estre
en	ADP	en
terre	NOUN	terre
,	PUNCT	,
Dame	NOUN	dame
est	VERB	estre
en	ADP	en
air	NOUN	air
,	PUNCT	,
dame	NOUN	dame
est	VERB	estre
en	ADP	en
mer	NOUN	mer
.	PUNCT	.
Trestoz	DET	trestot
li	DET	le
mons	NOUN	mons
la	DET	le
doit	VERB	devoir
amer	VERB	amer
.	PUNCT	.
Conceüz	VERB	concevoir
fu	VERB	estre
d'	ADP	de
eüreuse	ADJ	avoir
eure	NOUN	erer
Qui	PRON	qui
bien	NOUN	bien
la	DET	le
sert	VERB	servir
et	CCONJ	et
bien	NOUN	bien
l'	DET	le
onneure	NOUN	honneur
.	PUNCT	.
Adés	PROPN	adès
celui	DET	cel
tient	VERB	tenir
par	ADP	par
la	DET	le
main	NOUN	main
Qui	PRON	qui
bien	NOUN	bien
la	DET	le
sert	VERB	servir
et	CCONJ	et
soir	NOUN	soir
et	CCONJ	et
main	NOUN	main
;	PUNCT	;
Et	CCONJ	et
,	PUNCT	,
s'	DET	soi
il	PRON	il
chancele	NOUN	chanceler
ne	ADV	ne
forvoie	NOUN	forvoiier
,	PUNCT	,
Tost	DET	tost
le	DET	le
ra	VERB	ravoir
mis	VERB	metre
a	ADP	a
droite	ADJ	droit
voie	NOUN	voie
.	PUNCT	.
De	ADP	de
tous	DET	tout
periuz	NOUN	perir
l'	DET	le
eschive	NOUN	eschevir
et	CCONJ	et
garde	NOUN	garde
Qui	PRON	qui
bien	NOUN	bien
parfondement	NOUN	parfondement
i	ADV	i
garde	NOUN	garde
.	PUNCT	.
Deceüs	NOUN	decevoir
est	VERB	estre
trop	ADV	trop
laidement	NOUN	laidement
Qui	PRON	qui
ne	ADV	ne
la	DET	le
sert	VERB	servir
devotement	ADV	dévonter
.	PUNCT	.
Qui	PRON	qui
ne	ADV	ne
la	DET	le
sert	VERB	servir
ne	ADV	ne
s'	DET	soi
aimme	VERB	amer
preu	ADJ	pro
,	PUNCT	,
Car	CCONJ	car
de	ADP	de
li	DET	le
viennent	VERB	venir
tuit	DET	tot
li	DET	le
preu	ADJ	pro
.	PUNCT	.
Grans	ADJ	grand
preus	ADJ	preu
nos	PRON	nos
en	ADP	en
vint	VERB	venir
,	PUNCT	,
ce	PRON	ce
me	PRON	je
sanble	VERB	sembler
,	PUNCT	,
Quant	SCONJ	cant
nous	PRON	nous
delivra	VERB	delivrer
tous	DET	tout
ensanble	NOUN	ensemble
Del	ADP.DET	de.le
grant	ADJ	grant
outraige	NOUN	otroiier
et	CCONJ	et
del	ADP.DET	de.le
forfait	VERB	forfait
Qu'	CCONJ	que
Eve	NOUN	aigue
en	ADP	en
la	DET	le
pomme	NOUN	pomme
avoit	VERB	avoir
forfait	VERB	forfait
.	PUNCT	.
Petit	ADJ	petit
devons	VERB	devoir
Evain	PROPN	avein
amer	VERB	amer
Quant	SCONJ	cant
ele	PRON	il
morst	VERB	mors
le	DET	le
mors	NOUN	mors
amer	VERB	amer
Qu'	CCONJ	que
achatons	NOUN	accompation
tant	ADV	tant
amerement	NOUN	amermer
.	PUNCT	.
Cil	DET	cel
qui	PRON	qui
l'	DET	le
apele	VERB	apeler
mere	NOUN	mere
ment	VERB	mentir
,	PUNCT	,
Car	CCONJ	car
marastre	NOUN	maratre
fu	VERB	estre
mout	ADV	mout
amere	NOUN	amer
.	PUNCT	.
Mais	CCONJ	mais
la	DET	le
pucele	NOUN	pucele
est	VERB	estre
nostre	DET	notre
mere	NOUN	mere
,	PUNCT	,
Qui	PRON	qui
en	ADP	en
ses	DET	son
flans	NOUN	flanc
le	DET	le
roi	NOUN	roi
porta	VERB	porter
Qui	PRON	qui
en	ADP	en
morant	VERB	morir
mort	NOUN	mort
amorta	VERB	aormer
Qu'	CCONJ	que
Eve	NOUN	aigue
a	ADP	a
nous	PRON	nous
mordre	VERB	mordre
avoit	VERB	avoir
amorse	NOUN	amorser
Par	ADP	par
la	DET	le
pome	NOUN	pome
qu'	SCONJ	que
ele	PRON	il
eut	VERB	avoir
demorse	NOUN	demorer
.	PUNCT	.
Del	ADP.DET	de.le
mors	NOUN	mors
Evain	PROPN	avein
vint	VERB	venir
la	DET	le
morsure	NOUN	morsur
Dont	PRON	dont
nous	PRON	nous
eüst	VERB	avoir
toz	DET	tot
mors	NOUN	mors
mors	NOUN	mors
sure	NOUN	sur
Se	SCONJ	se
Diex	PROPN	dieu
ne	ADV	ne
fust	VERB	estre
,	PUNCT	,
qui	PRON	qui
par	ADP	par
sa	DET	son
mort	NOUN	mort
De	ADP	de
nous	PRON	nous
mordre	VERB	mordre
l'	DET	le
a	ADP	a
desamort	VERB	desarmer
.	PUNCT	.
Eve	NOUN	aigue
est	VERB	estre
amere	NOUN	amer
et	CCONJ	et
enfielee	NOUN	entiele
,	PUNCT	,
Marie	PROPN	marie
douce	ADJ	doux
et	CCONJ	et
enmielee	NOUN	enmele
.	PUNCT	.
Li	DET	le
nons	NOUN	nom
d'	ADP	de
Evain	PROPN	avein
vers	ADP	vers
le	DET	le
Marie	PROPN	marie
En	ADP	en
la	DET	le
bouche	NOUN	bouche
mout	ADV	mout
me	PRON	je
varie	ADJ	vair
.	PUNCT	.
Moi	PRON	je
sanble	VERB	sembler
bien	NOUN	bien
quant	SCONJ	cant
nom	DET	nom
Evain	PROPN	avein
Que	CCONJ	que
tout	DET	tout
en	ADP	en
aie	VERB	avoir
le	DET	le
cuer	NOUN	cuer
vain	ADJ	vain
.	PUNCT	.
Comment	ADV	comment
que	SCONJ	que
die	VERB	dire
,	PUNCT	,
Evain	PROPN	avein
ou	CCONJ	ou
Eve	NOUN	aigue
,	PUNCT	,
N'	ADV	ne
i	ADV	i
truis	VERB	trover
douceur	ADJ	doux
,	PUNCT	,
saveur	NOUN	savoir
ne	ADV	ne
seve	ADJ	seve
;	PUNCT	;
Toz	DET	tot
est	VERB	estre
amers	NOUN	amer
et	CCONJ	et
enfielez	NOUN	enfiele
.	PUNCT	.
Mais	CCONJ	mais
tant	ADV	tant
est	VERB	estre
dous	DET	doux
et	CCONJ	et
enmielez	VERB	enmeler
Li	DET	le
nons	NOUN	nom
de	ADP	de
la	DET	le
douce	ADJ	doux
Marie	PROPN	marie
Que	CCONJ	que
toz	DET	tot
li	DET	le
cors	NOUN	cors
m'	PRON	je
en	ADP	en
rasazie	VERB	rassariete
Quant	SCONJ	cant
l'	DET	le
oi	VERB	avoir
nommer	VERB	nommer
ou	CCONJ	ou
quant	SCONJ	cant
le	DET	le
nom	DET	nom
.	PUNCT	.
El	ADP.DET	en.le
siecle	NOUN	siècle
n'	ADV	ne
a	ADP	a
nul	DET	nul
si	ADV	si
doz	NOUN	doze
nom	DET	nom
.	PUNCT	.
Tant	ADV	tant
douces	ADJ	doux
sont	VERB	estre
ces	DET	ce
trois	DET	trois
sillabes	NOUN	sillamme
Qu'	CCONJ	que
il	PRON	il
m'	PRON	je
est	VERB	estre
avis	NOUN	avis
que	SCONJ	que
se	PRON	se
sis	DET	son
labes	ADV	labe
Deseur	ADP	dessure
le	DET	le
col	NOUN	col
me	PRON	je
trebuchoient	VERB	trebuchier
,	PUNCT	,
Anui	PROPN	enui
ne	ADV	ne
mal	NOUN	mal
ne	ADV	ne
me	PRON	je
feroient	VERB	faire
Puisque	NOUN	puisque
Marie	PROPN	marie
eüsse	VERB	avoir
en	ADP	en
bouche	NOUN	bouche
.	PUNCT	.
Si	ADV	si
tost	DET	tost
com	SCONJ	come
ma	DET	mon
langue	NOUN	langue
i	ADV	i
atouche	VERB	atochir
M'	PRON	je
en	ADP	en
chiet	VERB	chëoir
li	DET	le
mielz	ADV	mieux
aval	ADV	aval
les	DET	le
levres	NOUN	levre
.	PUNCT	.
He	ADV	he
!	PUNCT	!
Dex	PROPN	dieu
!	PUNCT	!
com	SCONJ	come
est	VERB	estre
soz	ADP	soz
et	CCONJ	et
chalevres	NOUN	chalevoler
Qui	PRON	qui
sovent	ADJ	sovent
ne	ADV	ne
s'	DET	soi
en	ADP	en
desgeüne	NOUN	desjagne
,	PUNCT	,
Car	CCONJ	car
n'	ADV	ne
est	VERB	estre
si	ADV	si
douce	ADJ	doux
riens	NOUN	rien
nes	NOUN	ne.il
une	DET	un
.	PUNCT	.
Toutes	DET	tout
douçors	NOUN	douçor
trueve	VERB	trover
dedens	ADP	dedans
Qui	PRON	qui
bien	NOUN	bien
le	DET	le
suce	NOUN	suc
entre	ADP	entre
ses	DET	son
dens	ADP	dens
,	PUNCT	,
Mais	CCONJ	mais
nus	DET	nul
ne	ADV	ne
seit	VERB	être
,	PUNCT	,
s'	DET	soi
il	PRON	il
ne	ADV	ne
l'	DET	le
esprueve	NOUN	esprover
,	PUNCT	,
Con	SCONJ	come
douce	ADJ	doux
douceur	ADJ	doux
on	PRON	on
i	ADV	i
trueve	VERB	trover
.	PUNCT	.
A	ADP	a
cinc	DET	cinc
cens	DET	cent
doubles	NOUN	double
passe	VERB	passer
miel	NOUN	miel
.	PUNCT	.
Quant	SCONJ	cant
le	DET	le
doz	NOUN	doze
roi	NOUN	roi
porta	VERB	porter
dou	DET	de.le
ciel	NOUN	ciel
,	PUNCT	,
Bien	NOUN	bien
doit	VERB	devoir
ses	DET	son
nons	NOUN	nom
cuer	NOUN	cuer
adoucier	VERB	adoucir
,	PUNCT	,
Bouche	PROPN	bouche
enmieler	VERB	enmeler
,	PUNCT	,
langue	NOUN	langue
sucier	VERB	sucier
.	PUNCT	.
Il	PRON	il
par	ADP	par
est	VERB	estre
tant	ADV	tant
sades	ADP	savoir
et	CCONJ	et
douz	ADJ	douz
Que	CCONJ	que
de	ADP	de
douceur	ADJ	doux
seuronde	NOUN	soudre
touz	DET	tout
.	PUNCT	.
Qui	PRON	qui
de	ADP	de
bon	ADJ	bon
cuer	NOUN	cuer
l'	DET	le
apele	VERB	apeler
et	CCONJ	et
nomme	NOUN	nommer
,	PUNCT	,
Tant	ADV	tant
par	ADP	par
est	VERB	estre
douz	ADJ	douz
,	PUNCT	,
c'	CCONJ	ce
en	ADP	en
est	VERB	estre
la	DET	le
somme	NOUN	somme
,	PUNCT	,
Que	CCONJ	que
tout	DET	tout
le	DET	le
cuer	NOUN	cuer
et	CCONJ	et
le	DET	le
corage	NOUN	corage
Li	DET	le
radoucist	VERB	radouder
et	CCONJ	et
rasouage	NOUN	rassoure
.	PUNCT	.
Mais	CCONJ	mais
au	ADP.DET	a.le
maufé	NOUN	maufé
n'	ADV	ne
est	VERB	estre
pas	NOUN	pas
aisieus	NOUN	aissi
,	PUNCT	,
Ains	PROPN	ains
