Monsieur	NOUN	monsieur
et	CCONJ	et
douleurs	NOUN	douleur
que	SCONJ	que
j'	PRON	je
ay	VERB	avoir
receues	NOUN	recevoir
depuis	ADV	depuis
son	DET	son
trespas	VERB	trespasser
,	PUNCT	,
qui	PRON	qui
est	VERB	estre
bien	NOUN	bien
pour	ADP	pour
estre	VERB	estre
revenu	VERB	revenir
à	ADP	à
ma	DET	mon
memoire	NOUN	memoire
les	DET	le
graces	NOUN	grace
que	SCONJ	que
j'	PRON	je
ay	VERB	avoir
receues	NOUN	recevoir
de	ADP	de
luy	PRON	lui
,	PUNCT	,
combien	NOUN	combien
que	SCONJ	que
c'	CCONJ	ce
est	VERB	estre
chose	NOUN	chose
acoustumée	VERB	accoutumer
que	SCONJ	que
,	PUNCT	,
après	ADV	après
le	DET	le
decès	ADP	décès
de	ADP	de
si	ADV	si
grand	ADJ	grand
et	CCONJ	et
puissant	ADJ	poissant
prince	NOUN	prince
,	PUNCT	,
les	DET	le
mutations	NOUN	mutation
soyent	VERB	être
grandes	ADJ	grand
,	PUNCT	,
et	CCONJ	et
y	ADV	y
ont	VERB	avoir
les	DET	le
ungs	DET	un
pertes	NOUN	perte
,	PUNCT	,
et	CCONJ	et
les	DET	le
autres	PRON	autre
gaing	NOUN	gaing
.	PUNCT	.
Car	CCONJ	car
les	DET	le
biens	NOUN	bien
ne	ADV	ne
les	DET	le
honneurs	NOUN	honneur
ne	ADV	ne
se	PRON	se
despartent	VERB	despartir
point	NOUN	point
à	ADP	à
l'	DET	le
appetit	ADJ	appeter
de	ADP	de
ceulx	PRON	cil
qui	PRON	qui
les	DET	le
demandent	VERB	demander
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
vous	PRON	vous
informer	VERB	informer
du	ADP.DET	de.le
temps	NOUN	temps
dont	PRON	dont
ay	VERB	avoir
eu	VERB	avoir
congnoissance	NOUN	connaissance
dudit	ADP.DET	de.ledit
seigneur	NOUN	seigneur
,	PUNCT	,
dont	PRON	dont
faictes	VERB	faire
demande	VERB	demander
,	PUNCT	,
m'	PRON	je
est	VERB	estre
force	NOUN	force
de	ADP	de
commancer	VERB	commencer
avant	ADV	avant
le	DET	le
temps	NOUN	temps
que	SCONJ	que
je	PRON	je
veinse	VERB	venir
en	ADP	en
son	DET	son
service	NOUN	service
;	PUNCT	;
et	CCONJ	et
puis	NOUN	puis
,	PUNCT	,
par	ADP	par
ordre	NOUN	ordre
,	PUNCT	,
je	PRON	je
suyvray	VERB	suivre
mon	DET	mon
propos	NOUN	propos
jusques	ADP	jusque
à	ADP	à
l'	DET	le
heure	NOUN	heure
que	SCONJ	que
je	PRON	je
devins	VERB	devin
son	DET	son
serviteur	NOUN	serviteur
,	PUNCT	,
et	CCONJ	et
continueray	VERB	continuer
jusques	ADP	jusque
à	ADP	à
son	DET	son
trespas	VERB	trespasser
.	PUNCT	.
Au	ADP.DET	a.le
saillir	VERB	saillir
de	ADP	de
mon	DET	mon
enfance	NOUN	enfance
et	CCONJ	et
en	ADP	en
l'	DET	le
aage	NOUN	ëage
de	ADP	de
povoir	NOUN	pouvoir
monter	VERB	monter
à	ADP	à
cheval	NOUN	cheval
,	PUNCT	,
fus	NOUN	estre
amené	VERB	amener
à	ADP	à
Lisle	PROPN	lil
devers	ADP	devers
le	DET	le
duc	NOUN	duc
Charles	PROPN	charles
de	ADP	de
Bourgoigne	PROPN	bourgogne
,	PUNCT	,
lors	ADV	lors
appellé	VERB	appeler
conte	NOUN	comte
de	ADP	de
Charroloys	PROPN	charolais
,	PUNCT	,
lequel	DET	lequel
me	PRON	je
print	VERB	prendre
en	ADP	en
son	DET	son
service	NOUN	service
,	PUNCT	,
et	CCONJ	et
fut	VERB	être
l'	DET	le
an	ADP	en
mil	DET	mil
quatre	DET	quatre
cens	DET	cent
soixante	DET	soixante
quatre	DET	quatre
.	PUNCT	.
Quelque	DET	quelque
trois	DET	trois
jours	NOUN	jour
après	ADV	après
,	PUNCT	,
arrivèrent	VERB	arriver
audit	ADV	à.ledit
lieu	NOUN	lieu
de	ADP	de
Lisle	PROPN	lil
les	DET	le
embassadeurs	NOUN	ambassadeur
du	ADP.DET	de.le
roy	NOUN	roi
,	PUNCT	,
où	ADV	où
estoit	VERB	estre
le	DET	le
conte	NOUN	comte
d'	ADP	de
Eu	CCONJ	avoir
,	PUNCT	,
le	DET	le
chancellier	VERB	chancelier
de	ADP	de
France	PROPN	france
appelé	VERB	appeler
Morvilier	PROPN	morvilliers
et	CCONJ	et
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Narbonne	PROPN	narbonne
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
en	ADP	en
la	DET	le
presence	NOUN	présence
du	ADP.DET	de.le
duc	NOUN	duc
Philippe	PROPN	philippe
de	ADP	de
Bourgongne	PROPN	bourgogne
et	CCONJ	et
dudit	ADP.DET	de.ledit
conte	NOUN	comte
de	ADP	de
Charroloys	PROPN	charolais
et	CCONJ	et
tout	DET	tout
leur	DET	leur
conseil	NOUN	conseil
à	ADP	à
huys	NOUN	huis
ouverts	VERB	ouvrir
,	PUNCT	,
furent	VERB	estre
ouys	VERB	ouïr
lesdits	DET	ledit
embassadeurs	NOUN	ambassadeur
,	PUNCT	,
et	CCONJ	et
parla	VERB	parler
ledict	DET	ledit
Morvillier	PROPN	morvilliers
fort	ADJ	fort
arrogamment	NOUN	arrogment
,	PUNCT	,
disant	VERB	dire
que	SCONJ	que
ledict	DET	ledit
conte	NOUN	comte
de	ADP	de
Charroloys	PROPN	charolais
avoit	VERB	avoir
fait	VERB	faire
prendre	VERB	prendre
,	PUNCT	,
luy	PRON	lui
estant	VERB	être
en	ADP	en
Hollande	PROPN	hollande
,	PUNCT	,
ung	DET	un
petit	ADJ	petit
navire	NOUN	naivre
de	ADP	de
guerre	NOUN	guerre
,	PUNCT	,
party	VERB	partir
de	ADP	de
Dieppe	PROPN	dieppe
,	PUNCT	,
auquel	ADP.PRON	à.lequel
estoit	VERB	estre
un	DET	un
bastard	NOUN	bâtard
de	ADP	de
Rubempré	VERB	rubempré
,	PUNCT	,
et	CCONJ	et
l'	DET	le
avoit	VERB	avoir
faict	VERB	faire
emprisonner	VERB	emprisoner
,	PUNCT	,
luy	PRON	lui
donnant	VERB	donner
charge	NOUN	charge
qu'	SCONJ	que
il	PRON	il
estoit	VERB	estre
là	ADV	là
venu	VERB	venir
pour	ADP	pour
le	DET	le
prendre	VERB	prendre
et	CCONJ	et
que	SCONJ	que
ainsi	ADV	ainsi
l'	DET	le
avoit	VERB	avoir
fait	VERB	faire
publier	NOUN	puidier
partout	NOUN	partout
,	PUNCT	,
et	CCONJ	et
par	ADP	par
especial	ADJ	espécial
à	ADP	à
Bruges	PROPN	bruge
,	PUNCT	,
où	ADV	où
hantent	VERB	hanter
toutes	DET	tout
nations	NOUN	nation
de	ADP	de
gens	NOUN	gens
estranges	ADJ	estrange
,	PUNCT	,
par	ADP	par
ung	DET	un
chevalier	NOUN	chevalier
de	ADP	de
Bourgongne	PROPN	bourgogne
appellé	VERB	appeler
messire	NOUN	seignor
Olivier	PROPN	olivier
de	ADP	de
la	DET	le
Marche	ADJ	marche
.	PUNCT	.
Pour	ADP	pour
lesquelles	DET	lequel
causes	NOUN	cause
,	PUNCT	,
ledit	DET	ledit
roy	NOUN	roi
,	PUNCT	,
soy	PRON	soi
trouvant	VERB	trouver
chargé	VERB	charger
de	ADP	de
ce	PRON	ce
cas	NOUN	cas
(	PUNCT	(
contre	ADP	contre
verité	NOUN	vérité
,	PUNCT	,
comme	SCONJ	comme
il	PRON	il
disoit	VERB	dire
)	PUNCT	)
,	PUNCT	,
requeroit	VERB	requerre
audit	ADV	à.ledit
duc	NOUN	duc
Philippe	PROPN	philippe
que	SCONJ	que
ce	PRON	ce
messire	NOUN	seignor
Olivier	PROPN	olivier
de	ADP	de
la	DET	le
Marche	ADJ	marche
luy	PRON	lui
fust	VERB	estre
envoyé	VERB	envoyer
prisonnier	NOUN	prisonnier
à	ADP	à
Paris	PROPN	paris
pour	ADP	pour
en	ADP	en
faire	VERB	faire
la	DET	le
pugnition	NOUN	puindre
telle	DET	tel
que	SCONJ	que
le	DET	le
cas	NOUN	cas
le	DET	le
requeroit	VERB	requerre
.	PUNCT	.
A	ADP	a
ce	PRON	ce
point	NOUN	point
leur	DET	leur
respondit	VERB	répondre
le	DET	le
duc	NOUN	duc
Philippes	PROPN	philippe
que	SCONJ	que
messire	NOUN	seignor
Olivier	PROPN	olivier
de	ADP	de
la	DET	le
Marche	ADJ	marche
estoit	VERB	estre
né	VERB	naistre
de	ADP	de
la	DET	le
conté	VERB	conter
de	ADP	de
Bourgongne	PROPN	bourgogne
,	PUNCT	,
et	CCONJ	et
son	DET	son
maistre	NOUN	maître
d'	ADP	de
hostel	NOUN	hôtel
,	PUNCT	,
et	CCONJ	et
en	ADP	en
riens	NOUN	rien
subgect	NOUN	sujet
à	ADP	à
la	DET	le
couronne	NOUN	couronne
;	PUNCT	;
toutesfois	ADV	toutefois
,	PUNCT	,
que	SCONJ	que
s'	DET	soi
il	PRON	il
avoit	VERB	avoir
dit	VERB	dire
ne	ADV	ne
faict	VERB	faire
chose	NOUN	chose
qui	PRON	qui
fust	VERB	estre
contre	ADP	contre
l'	DET	le
honneur	NOUN	honneur
du	ADP.DET	de.le
roy	NOUN	roi
et	CCONJ	et
que	SCONJ	que
ainsi	ADV	ainsi
le	DET	le
trouvast	VERB	trouver
par	ADP	par
information	NOUN	information
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
en	ADP	en
feroit	VERB	faire
la	DET	le
pugnition	NOUN	puindre
telle	DET	tel
que	SCONJ	que
ou	CCONJ	ou
cas	NOUN	cas
appartiendroit	VERB	appartenir
;	PUNCT	;
et	CCONJ	et
que	SCONJ	que
,	PUNCT	,
au	ADP.DET	a.le
regard	NOUN	regard
du	ADP.DET	de.le
bastard	NOUN	bâtard
de	ADP	de
Rubempré	VERB	rubempré
,	PUNCT	,
il	PRON	il
est	VERB	estre
vray	ADJ	vrai
qu'	SCONJ	que
il	PRON	il
estoit	VERB	estre
prins	NOUN	prendre
pour	ADP	pour
les	DET	le
signes	NOUN	seigne
et	CCONJ	et
contenances	NOUN	contenance
que	SCONJ	que
avoyent	VERB	avoir
ledict	DET	ledit
bastard	NOUN	bâtard
et	CCONJ	et
ses	DET	son
gens	NOUN	gens
à	ADP	à
l'	DET	le
environ	ADP	environ
de	ADP	de
la	DET	le
Haye	PROPN	haye
en	ADP	en
Holande	ADJ	holentie
,	PUNCT	,
où	ADV	où
pour	ADP	pour
lors	ADV	lors
estoit	VERB	estre
sondict	DET	sondit
filz	NOUN	fil
,	PUNCT	,
conte	NOUN	comte
de	ADP	de
Charroloys	PROPN	charolais
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
si	ADV	si
ledict	DET	ledit
conte	NOUN	comte
estoit	VERB	estre
suspessonneux	ADJ	soupçonneux
,	PUNCT	,
il	PRON	il
ne	ADV	ne
le	DET	le
tenoit	VERB	tenir
point	NOUN	point
de	ADP	de
luy	PRON	lui
,	PUNCT	,
car	CCONJ	car
il	PRON	il
ne	ADV	ne
le	DET	le
fut	VERB	être
oncques	ADV	onques
,	PUNCT	,
mais	NOUN	mais
le	DET	le
tenoit	VERB	tenir
de	ADP	de
sa	DET	son
mère	NOUN	mère
,	PUNCT	,
qui	PRON	qui
avoit	VERB	avoir
esté	VERB	être
la	DET	le
plus	ADV	plus
suspessonneuse	ADJ	soupçonneux
dame	NOUN	dame
qu'	SCONJ	que
il	PRON	il
eust	VERB	avoir
jamais	ADV	jamais
congneue	VERB	connaître
;	PUNCT	;
mais	NOUN	mais
,	PUNCT	,
nonobstant	DET	nonobstant
que	SCONJ	que
luy	PRON	lui
,	PUNCT	,
comme	SCONJ	comme
dit	VERB	dire
est	VERB	estre
,	PUNCT	,
n'	ADV	ne
eust	VERB	avoir
jamais	ADV	jamais
esté	VERB	être
suspessonneux	ADJ	soupçonneux
,	PUNCT	,
s'	DET	soi
il	PRON	il
se	PRON	se
fust	VERB	estre
trouvé	VERB	trouver
,	PUNCT	,
au	ADP.DET	a.le
lieu	NOUN	lieu
de	ADP	de
son	DET	son
filz	NOUN	fil
,	PUNCT	,
à	ADP	à
l'	DET	le
heure	NOUN	heure
que	SCONJ	que
ce	PRON	ce
bastard	NOUN	bâtard
de	ADP	de
Rubembré	VERB	rubembré
regnoit	VERB	renger
ès	ADV	en.le
environs	NOUN	environ
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
l'	DET	le
eust	VERB	avoir
fait	VERB	faire
prendre	VERB	prendre
,	PUNCT	,
comme	SCONJ	comme
il	PRON	il
avoit	VERB	avoir
esté	VERB	être
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
se	PRON	se
ledict	DET	ledit
bastard	NOUN	bâtard
ne	ADV	ne
se	PRON	se
trouvoit	VERB	trouver
point	NOUN	point
chargé	VERB	charger
d'	ADP	de
avoir	VERB	avoir
voulu	DET	vouloir
prendre	VERB	prendre
son	DET	son
filz	NOUN	fil
,	PUNCT	,
comme	SCONJ	comme
l'	DET	le
on	PRON	on
disoit	VERB	dire
,	PUNCT	,
que	SCONJ	que
incontinent	NOUN	incontinent
le	DET	le
feroit	VERB	faire
delivrer	VERB	delivrer
et	CCONJ	et
le	DET	le
renvoyeroit	VERB	renvoyer
au	ADP.DET	a.le
roy	NOUN	roi
,	PUNCT	,
comme	SCONJ	comme
ses	DET	son
embassadeurs	NOUN	ambassadeur
le	DET	le
requeroyent	VERB	requerre
.	PUNCT	.
Après	ADP	après
recommença	VERB	recommencer
ledict	DET	ledit
Morvillier	PROPN	morvilliers
en	ADP	en
donnant	VERB	donner
grandes	ADJ	grand
et	CCONJ	et
deshonnestes	ADJ	desneser
charges	NOUN	charge
au	ADP.DET	a.le
duc	NOUN	duc
de	ADP	de
Bretaigne	PROPN	bretagne
appellé	VERB	appeler
François	PROPN	françon
,	PUNCT	,
disant	VERB	dire
que	SCONJ	que
ledict	DET	ledit
duc	NOUN	duc
et	CCONJ	et
ledict	DET	ledit
conte	NOUN	comte
de	ADP	de
Charroloys	PROPN	charolais
là	ADV	là
present	NOUN	présent
,	PUNCT	,
estant	VERB	être
ledict	DET	ledit
conte	NOUN	comte
de	ADP	de
Charroloys	PROPN	charolais
à	ADP	à
Tours	PROPN	tour
,	PUNCT	,
devers	ADP	devers
le	DET	le
roy	NOUN	roi
,	PUNCT	,
là	ADV	là
où	ADV	où
il	PRON	il
l'	DET	le
estoit	VERB	estre
allé	VERB	aller
veoir	VERB	vëoir
,	PUNCT	,
avoyent	VERB	avoir
baillé	VERB	bailler
seelléz	VERB	scellé
l'	DET	le
ung	DET	un
à	ADP	à
l'	DET	le
autre	ADJ	autre
en	ADP	en
se	PRON	se
