En	PRE	en
de	ADP	de
Jehan	PROPN	jean
,	PUNCT	,
roy	NOUN	roi
de	ADP	de
France	PROPN	france
,	PUNCT	,
duchesse	NOUN	duchés
de	ADP	de
Bar	PROPN	bar
,	PUNCT	,
marquise	ADJ	marquis
du	ADP.DET	de.le
Pont	VERB	pont
,	PUNCT	,
avoit	VERB	avoir
supplié	NOUN	suppler
d'	ADP	de
avoir	VERB	avoir
la	DET	le
dicte	VERB	dire
hystoire	NOUN	histioration
à	ADP	à
mon	DET	mon
dessusdit	NOUN	dessus-dit
seigneur	NOUN	seigneur
,	PUNCT	,
son	DET	son
tres	ADV	très
chier	ADJ	chier
et	CCONJ	et
amé	NOUN	aimer
frere	NOUN	frere
,	PUNCT	,
lyquelz	DET	lequel
a	ADP	a
tant	ADV	tant
fait	VERB	faire
qu'	SCONJ	que
il	PRON	il
en	ADP	en
a	ADP	a
sceu	NOUN	savoir
au	ADP.DET	a.le
plus	ADV	plus
prez	NOUN	prest
de	ADP	de
la	DET	le
droite	ADJ	droit
verité	NOUN	vérité
qu'	SCONJ	que
il	PRON	il
a	ADP	a
peu	ADV	peu
,	PUNCT	,
et	CCONJ	et
m'	PRON	je
en	ADP	en
a	ADP	a
commandé	VERB	commander
a	ADP	a
faire	VERB	faire
le	DET	le
traictié	VERB	traité
de	ADP	de
l'	DET	le
ystoire	NOUN	istoire
qui	PRON	qui
cy	ADV	ci
après	ADV	après
s'	DET	soi
ensuit	VERB	ensuit
.	PUNCT	.
Et	CCONJ	et
je	PRON	je
commenceray	VERB	commencer
de	ADP	de
cuer	NOUN	cuer
diligent	ADJ	diligence
,	PUNCT	,
de	ADP	de
mon	DET	mon
povre	ADJ	pauvre
sens	NOUN	sens
et	CCONJ	et
povoir	NOUN	pouvoir
,	PUNCT	,
en	ADP	en
ay	VERB	avoir
fait	VERB	faire
le	DET	le
mieulx	ADV	mieux
que	SCONJ	que
j'	PRON	je
ay	VERB	avoir
sceu	NOUN	savoir
.	PUNCT	.
Si	ADV	si
prie	VERB	priier
a	ADP	a
mon	DET	mon
Createur	NOUN	créateur
que	SCONJ	que
mon	DET	mon
tres	ADV	très
redoubté	VERB	redouter
seigneur	NOUN	seigneur
le	DET	le
veulle	NOUN	vouloir
prendre	VERB	prendre
en	ADP	en
gré	NOUN	gré
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
tous	DET	tout
ceulx	PRON	cil
qui	PRON	qui
l'	DET	le
orront	VERB	ouïr
lire	NOUN	lire
.	PUNCT	.
Et	CCONJ	et
commencay	VERB	commencer
ceste	DET	cest
hystoire	NOUN	histioration
a	ADP	a
mettre	VERB	mettre
en	ADP	en
prose	NOUN	prese
le	DET	le
mercredi	NOUN	mercredi
devant	ADP	devant
la	DET	le
Saint	ADJ	saint
Cleyment	PROPN	clemin
en	ADP	en
yver	NOUN	hiver
l'	DET	le
an	ADP	en
de	ADP	de
grace	NOUN	grace
mil	DET	mil
CCCIIIJxx	DET	troncicinet
et	CCONJ	et
XIJ	DET	deux-gne
.	PUNCT	.
Et	CCONJ	et
suppli	VERB	supple
humblement	ADV	humblement
a	ADP	a
tous	DET	tout
ceulx	PRON	cil
qui	PRON	qui
l'	DET	le
orront	VERB	ouïr
lire	NOUN	lire
ou	CCONJ	ou
le	DET	le
liront	VERB	laintre
,	PUNCT	,
se	PRON	se
je	PRON	je
y	ADV	y
mespren	NOUN	mesprendre
a	ADP	a
leur	DET	leur
gré	NOUN	gré
en	ADP	en
nulle	DET	nul
maniere	NOUN	manière
,	PUNCT	,
qu'	SCONJ	que
ilz	PRON	il
le	DET	le
me	PRON	je
veuillent	VERB	vaillier
pardonner	VERB	pardoner
,	PUNCT	,
car	CCONJ	car
certainement	NOUN	certainement
je	PRON	je
l'	DET	le
ay	VERB	avoir
fait	VERB	faire
au	ADP.DET	a.le
plus	ADV	plus
justement	NOUN	justement
que	SCONJ	que
j'	PRON	je
ay	VERB	avoir
peu	ADV	peu
,	PUNCT	,
selon	ADJ	selon
les	DET	le
croniques	NOUN	cronoistre
que	SCONJ	que
je	PRON	je
cuide	VERB	cuidier
estre	VERB	estre
vrayes	ADJ	vrai
.	PUNCT	.
David	PROPN	david
le	DET	le
prophete	NOUN	prophete
dit	VERB	dire
que	SCONJ	que
les	DET	le
jugemens	NOUN	jugement
et	CCONJ	et
punicions	NOUN	ponsition
de	ADP	de
Dieu	PROPN	dieu
sont	VERB	estre
comme	SCONJ	comme
abysme	NOUN	abimer
sans	NOUN	sans
rive	NOUN	rive
et	CCONJ	et
sans	NOUN	sans
fons	NOUN	fens
,	PUNCT	,
et	CCONJ	et
n'	ADV	ne
est	VERB	estre
pas	NOUN	pas
saige	ADJ	sage
qui	PRON	qui
les	DET	le
cuide	VERB	cuidier
comprendre	VERB	comprendre
en	ADP	en
son	DET	son
engin	NOUN	engin
.	PUNCT	.
Et	CCONJ	et
croy	NOUN	croire
que	SCONJ	que
les	DET	le
merveilles	NOUN	merveille
qui	PRON	qui
sont	VERB	estre
par	ADP	par
universel	NOUN	unelliers
terre	NOUN	terre
et	CCONJ	et
monde	NOUN	monde
sont	VERB	estre
les	DET	le
plus	ADV	plus
vrayes	ADJ	vrai
,	PUNCT	,
comme	SCONJ	comme
les	DET	le
choses	NOUN	chose
dictes	VERB	dire
faees	VERB	faire
,	PUNCT	,
comme	SCONJ	comme
de	ADP	de
pluseurs	DET	plusieurs
autres	PRON	autre
.	PUNCT	.
Doncques	ADV	donc
la	DET	le
creature	NOUN	créature
ne	ADV	ne
se	PRON	se
doit	VERB	devoir
pas	NOUN	pas
pener	VERB	pener
par	ADP	par
oultrageuse	NOUN	ouguetraur
presumpcion	NOUN	prusphandon
que	SCONJ	que
les	DET	le
jugemens	NOUN	jugement
et	CCONJ	et
fais	NOUN	faire
de	ADP	de
Dieu	PROPN	dieu
vueille	NOUN	vouloir
comprendre	VERB	comprendre
en	ADP	en
son	DET	son
entendement	NOUN	entendement
,	PUNCT	,
mais	NOUN	mais
y	ADV	y
penser	VERB	penser
et	CCONJ	et
soy	PRON	soi
esmerveillier	VERB	esmerveiller
;	PUNCT	;
et	CCONJ	et
,	PUNCT	,
en	ADP	en
soy	PRON	soi
esmerveillant	VERB	esmerveiller
,	PUNCT	,
considerer	VERB	considérer
comme	SCONJ	comme
il	PRON	il
saiche	NOUN	savoir
doubter	VERB	douter
et	CCONJ	et
glorifier	VERB	grévité
Cellui	DET	cil
qui	PRON	qui
si	ADV	si
celeement	NOUN	celeement
juge	NOUN	juge
.	PUNCT	.
La	DET	le
creature	NOUN	créature
de	ADP	de
Dieu	PROPN	dieu
raisonnable	ADJ	raisonnable
doit	VERB	devoir
entendre	VERB	entendre
,	PUNCT	,
selon	ADJ	selon
que	SCONJ	que
dit	VERB	dire
Aristote	PROPN	arister
,	PUNCT	,
que	SCONJ	que
des	ADP.DET	de.le
choses	NOUN	chose
invisibles	NOUN	infir-cle
,	PUNCT	,
selon	ADJ	selon
la	DET	le
distinction	NOUN	distincion
des	ADP.DET	de.le
choses	NOUN	chose
qu'	SCONJ	que
il	PRON	il
a	ADP	a
faictes	VERB	faire
ça	ADV	ça
jus	ADV	jus
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
par	ADP	par
leur	DET	leur
presence	NOUN	présence
de	ADP	de
leur	DET	leur
estre	VERB	estre
et	CCONJ	et
nature	NOUN	nature
le	DET	le
certifie	ADJ	certiier
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
saint	ADJ	saint
Pol	PROPN	paul
le	DET	le
dit	VERB	dire
en	ADP	en
l'	DET	le
epistre	NOUN	ferpit
aux	ADP.DET	à.le
Rommains	PROPN	romain
,	PUNCT	,
que	SCONJ	que
les	DET	le
choses	NOUN	chose
qu'	SCONJ	que
il	PRON	il
a	ADP	a
faictes	VERB	faire
seront	VERB	estre
veues	NOUN	voir
et	CCONJ	et
sceues	NOUN	savoir
par	ADP	par
la	DET	le
creature	NOUN	créature
du	ADP.DET	de.le
monde	NOUN	monde
.	PUNCT	.
C'	CCONJ	ce
est	VERB	estre
l'	DET	le
omme	NOUN	homme
qui	PRON	qui
voit	VERB	vëoir
les	DET	le
livres	NOUN	livre
lire	NOUN	lire
et	CCONJ	et
adjouste	NOUN	ajouter
foy	NOUN	foi
es	ADP.DET	en.le
atteurs	NOUN	atteurd
,	PUNCT	,
entendre	VERB	entendre
les	DET	le
anciens	ADJ	ancien
;	PUNCT	;
les	DET	le
provinces	NOUN	provin
,	PUNCT	,
terres	NOUN	terre
et	CCONJ	et
royaumes	NOUN	royaume
visiter	VERB	visiter
.	PUNCT	.
L'	DET	le
en	ADP	en
treuve	VERB	trover
tant	ADV	tant
de	ADP	de
merveilles	NOUN	merveille
,	PUNCT	,
selon	ADJ	selon
commune	ADJ	commun
estimacion	NOUN	estimance
,	PUNCT	,
et	CCONJ	et
si	ADV	si
nouvelles	NOUN	nouvelle
que	SCONJ	que
humain	ADJ	hommani
entendement	NOUN	entendement
est	VERB	estre
contraint	VERB	contraindre
de	ADP	de
dire	VERB	dire
que	SCONJ	que
les	DET	le
jugemens	NOUN	jugement
de	ADP	de
Dieu	PROPN	dieu
sont	VERB	estre
abisme	NOUN	abiser
sans	NOUN	sans
fons	NOUN	fens
et	CCONJ	et
sans	NOUN	sans
rive	NOUN	rive
,	PUNCT	,
et	CCONJ	et
sont	VERB	estre
ses	DET	son
choses	NOUN	chose
merveilleuses	ADJ	merveillos
,	PUNCT	,
et	CCONJ	et
en	ADP	en
tant	ADV	tant
de	ADP	de
formes	NOUN	forme
et	CCONJ	et
manieres	NOUN	manière
diverses	ADJ	divers
,	PUNCT	,
et	CCONJ	et
en	ADP	en
tant	ADV	tant
de	ADP	de
pays	NOUN	pays
,	PUNCT	,
selon	ADJ	selon
leur	DET	leur
diverse	ADJ	divers
nature	NOUN	nature
,	PUNCT	,
espandues	VERB	espandre
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
sauf	ADJ	sauf
meilleur	ADJ	meilleur
jugement	NOUN	jugement
,	PUNCT	,
je	PRON	je
cuide	VERB	cuidier
qu'	SCONJ	que
onques	ADV	onque
homme	NOUN	homme
,	PUNCT	,
se	PRON	se
Adam	PROPN	adam
non	NOUN	nom
,	PUNCT	,
n'	ADV	ne
ot	VERB	avoir
parfaicte	NOUN	parfait
congnoissance	NOUN	connaissance
des	ADP.DET	de.le
euvres	NOUN	oeuvre
invisibles	NOUN	infir-cle
de	ADP	de
Dieu	PROPN	dieu
,	PUNCT	,
pour	ADP	pour
quoy	PRON	quoi
il	PRON	il
ne	ADV	ne
puist	VERB	pöoir
de	ADP	de
jour	NOUN	jour
en	ADP	en
jour	NOUN	jour
prouffiter	VERB	profiter
en	ADP	en
science	NOUN	science
et	CCONJ	et
oïr	VERB	öir
ou	CCONJ	ou
veoir	VERB	vëoir
chose	NOUN	chose
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
puist	VERB	pöoir
croire	VERB	croire
estre	VERB	estre
veritables	ADJ	veritable
,	PUNCT	,
lesquelles	DET	lequel
le	DET	le
sont	VERB	estre
.	PUNCT	.
Et	CCONJ	et
ces	DET	ce
termes	NOUN	terme
je	PRON	je
vous	PRON	vous
met	VERB	metre
avant	ADV	avant
pour	ADP	pour
les	DET	le
merveilles	NOUN	merveille
qui	PRON	qui
sont	VERB	estre
en	ADP	en
l'	DET	le
ystoire	NOUN	istoire
de	ADP	de
quoy	PRON	quoi
je	PRON	je
vous	PRON	vous
pense	NOUN	penser
a	ADP	a
traictier	VERB	traiter
,	PUNCT	,
au	ADP.DET	a.le
plaisir	NOUN	plaisir
de	ADP	de
Dieu	PROPN	dieu
,	PUNCT	,
mon	DET	mon
Createur	NOUN	créateur
,	PUNCT	,
et	CCONJ	et
au	ADP.DET	a.le
command	VERB	commander
de	ADP	de
mon	DET	mon
dessuz	ADP	dessus
dit	VERB	dire
tres	ADV	très
puissant	ADJ	poissant
et	CCONJ	et
noble	ADJ	noble
seigneur	NOUN	seigneur
.	PUNCT	.
Laissons	NOUN	laisser
les	DET	le
atteurs	NOUN	atteurd
ester	VERB	ester
et	CCONJ	et
racontons	VERB	racondon
ce	PRON	ce
que	SCONJ	que
nous	PRON	nous
avons	VERB	avoir
ouy	VERB	ouïr
dire	VERB	dire
et	CCONJ	et
raconter	VERB	raconter
a	ADP	a
noz	DET	notre
anciens	ADJ	ancien
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
cestuy	PRON	cest
jour	NOUN	jour
nous	PRON	nous
oyons	NOUN	ouïr
dire	VERB	dire
qu'	SCONJ	que
on	PRON	on
a	ADP	a
veu	VERB	voir
ou	CCONJ	ou
pays	NOUN	pays
de	ADP	de
Poictou	PROPN	poitre
et	CCONJ	et
ailleurs	ADV	ailleurs
,	PUNCT	,
pour	ADP	pour
coulourer	VERB	courloure
nostre	DET	notre
histoire	NOUN	histoire
a	ADP	a
estre	VERB	estre
vraye	ADJ	vrai
,	PUNCT	,
comme	SCONJ	comme
nous	PRON	nous
le	DET	le
tenons	NOUN	tenir
,	PUNCT	,
et	CCONJ	et
qui	PRON	qui
nous	PRON	nous
est	VERB	estre
publiée	NOUN	puivre
par	ADP	par
les	DET	le
vrayes	ADJ	vrai
croniques	NOUN	cronoistre
.	PUNCT	.
Nous	PRON	nous
avons	VERB	avoir
oy	VERB	öir
raconter	VERB	raconter
a	ADP	a
noz	DET	notre
anciens	ADJ	ancien
que	SCONJ	que
en	ADP	en
pluseurs	DET	plusieurs
parties	NOUN	partie
sont	VERB	estre
apparues	VERB	appareil
a	ADP	a
pluseurs	DET	plusieurs
,	PUNCT	,
tres	ADV	très
famillierement	ADV	familement
,	PUNCT	,
choses	NOUN	chose
lesquelles	DET	lequel
aucuns	DET	aucun
appelloient	VERB	appeler
luitons	NOUN	luition
,	PUNCT	,
aucuns	DET	aucun
autres	PRON	autre
les	DET	le
faes	NOUN	faire
,	PUNCT	,
aucuns	DET	aucun
autres	PRON	autre
les	DET	le
bonnes	ADJ	bon
dames	NOUN	dame
,	PUNCT	,
qui	PRON	qui
vont	VERB	aler
de	ADP	de
nuit	NOUN	nuit
.	PUNCT	.
Et	CCONJ	et
de	ADP	de
ceulx	PRON	cil
,	PUNCT	,
dit	VERB	dire
uns	DET	un
appellez	VERB	appeler
Gervaise	PROPN	gervaise
,	PUNCT	,
que	SCONJ	que
les	DET	le
luitons	NOUN	luition
vont	VERB	aler
de	ADP	de
nuit	NOUN	nuit
et	CCONJ	et
entrent	VERB	entrer
dedens	ADP	dedans
les	DET	le
maisons	NOUN	maison
sans	NOUN	sans
les	DET	le
huys	NOUN	huis
rompre	NOUN	rompre
ne	ADV	ne
ouvrir	VERB	ouvrir
,	PUNCT	,
et	CCONJ	et
ostent	VERB	oster
les	DET	le
enfans	NOUN	enfant
des	ADP.DET	de.le
berceulx	NOUN	breuxel
et	CCONJ	et
bestournent	VERB	besornet
les	DET	le
membres	NOUN	membre
ou	CCONJ	ou
les	DET	le
ardent	VERB	ardre
.	PUNCT	.
Et	CCONJ	et
,	PUNCT	,
au	ADP.DET	a.le
departir	VERB	departir
,	PUNCT	,
les	DET	le
laissent	VERB	laisser
aussi	ADV	aussi
sains	ADJ	sain
comme	SCONJ	comme
devant	ADP	devant
,	PUNCT	,
et	CCONJ	et
a	ADP	a
aucuns	DET	aucun
donnent	VERB	donner
grant	ADJ	grant
eur	ADP	ere
en	ADP	en
ce	PRON	ce
monde	NOUN	monde
.	PUNCT	.
Encores	ADV	encore
dit	VERB	dire
le	DET	le
dit	VERB	dire
Gervaise	PROPN	gervaise
que	SCONJ	que
autres	PRON	autre
fantasies	NOUN	fantis
s'	DET	soi
apperent	VERB	apparoir
de	ADP	de
nuit	NOUN	nuit
,	PUNCT	,
en	ADP	en
guise	NOUN	guise
de	ADP	de
femmes	NOUN	femme
a	ADP	a
face	VERB	faire
ridee	ADJ	rider
,	PUNCT	,
basses	NOUN	bas
et	CCONJ	et
en	ADP	en
petite	ADJ	petit
estature	NOUN	estatarc
,	PUNCT	,
et	CCONJ	et
font	VERB	faire
les	DET	le
besoingnes	NOUN	besoignier
des	ADP.DET	de.le
hostelz	NOUN	hôtel
liberalment	ADV	libératé
,	PUNCT	,
et	CCONJ	et
nul	DET	nul
mal	NOUN	mal
ne	ADV	ne
faisoient	VERB	faire
.	PUNCT	.
Et	CCONJ	et
dist	VERB	dire
que	SCONJ	que
pour	ADP	pour
certain	ADJ	certain
il	PRON	il
avoit	VERB	avoir
veu	VERB	voir
en	ADP	en
son	DET	son
temps	NOUN	temps
ung	DET	un
ancien	ADJ	ancien
homme	NOUN	homme
qui	PRON	qui
racontoit	VERB	raconter
pour	ADP	pour
verité	NOUN	vérité
qu'	SCONJ	que
il	PRON	il
avoit	VERB	avoir
veu	VERB	voir
en	ADP	en
son	DET	son
temps	NOUN	temps
grant	ADJ	grant
foison	NOUN	foison
de	ADP	de
telles	DET	tel
choses	NOUN	chose
.	PUNCT	.
Et	CCONJ	et
dit	VERB	dire
encores	ADV	encore
que	SCONJ	que
les	DET	le
dictes	VERB	dire
faees	VERB	faire
se	PRON	se
mettoient	VERB	mettre
en	ADP	en
forme	NOUN	forme
de	ADP	de
tres	ADV	très
belles	ADJ	bel
femmes	NOUN	femme
,	PUNCT	,
et	CCONJ	et
en	ADP	en
ont	VERB	avoir
pluseurs	DET	plusieurs
hommes	NOUN	homme
prinses	NOUN	prendre
pour	ADP	pour
moilliers	NOUN	moillier
,	PUNCT	,
par	ADP	par
my	NOUN	moi
aucunes	DET	aucun
convenances	NOUN	convenance
qu'	SCONJ	que
elles	PRON	elle
leur	DET	leur
faisoient	VERB	faire
jurer	VERB	jurer
,	PUNCT	,
les	DET	le
uns	DET	un
qu'	SCONJ	que
ilz	PRON	il
ne	ADV	ne
les	DET	le
verroient	VERB	voir
jamais	ADV	jamais
nues	ADJ	nu
,	PUNCT	,
les	DET	le
autres	PRON	autre
que	SCONJ	que
le	DET	le
samedy	NOUN	samedi
n'	ADV	ne
enquerroient	VERB	enquerre
qu'	SCONJ	que
elles	PRON	elle
seroient	VERB	être
devenues	VERB	devenir
,	PUNCT	,
aucunes	DET	aucun
,	PUNCT	,
se	PRON	se
elles	PRON	elle
avoient	VERB	avoir
enfans	NOUN	enfant
,	PUNCT	,
que	SCONJ	que
leurs	DET	leur
maris	NOUN	mari
ne	ADV	ne
les	DET	le
verroient	VERB	voir
jamais	ADV	jamais
en	ADP	en
leur	DET	leur
gesine	NOUN	gesne
.	PUNCT	.
Et	CCONJ	et
tant	ADV	tant
qu'	SCONJ	que
ilz	PRON	il
leur	DET	leur
tenoient	VERB	tenir
leurs	DET	leur
convenances	NOUN	convenance
,	PUNCT	,
ilz	PRON	il
estoient	VERB	estre
regnans	NOUN	rengandre
en	ADP	en
grant	ADJ	grant
audicion	NOUN	auciner
et	CCONJ	et
prosperité	NOUN	prospérité
.	PUNCT	.
Et	CCONJ	et
si	ADV	si
tost	DET	tost
qu'	SCONJ	que
ilz	PRON	il
defailloient	VERB	dépellier
,	PUNCT	,
ilz	PRON	il
les	DET	le
perdoient	VERB	perdre
et	CCONJ	et
decheoient	VERB	dechëoir
de	ADP	de
tout	DET	tout
leur	DET	leur
bon	ADJ	bon
eur	ADP	ere
petit	ADJ	petit
a	ADP	a
petit	ADJ	petit
.	PUNCT	.
Et	CCONJ	et
aucuns	DET	aucun
convertissoient	VERB	convertir
en	ADP	en
serpens	NOUN	serpens
un	DET	un
ou	CCONJ	ou
pluseurs	DET	plusieurs
jours	NOUN	jour
la	DET	le
sepmaine	NOUN	sempener
.	PUNCT	.
Et	CCONJ	et
dit	VERB	dire
le	DET	le
dit	VERB	dire
Gervaise	PROPN	gervaise
qu'	SCONJ	que
il	PRON	il
creoit	VERB	croire
que	SCONJ	que
ce	PRON	ce
soit	VERB	estre
par	ADP	par
aucuns	DET	aucun
meffaiz	NOUN	meffait
secrez	VERB	serce
au	ADP.DET	a.le
monde	NOUN	monde
et	CCONJ	et
desplaisans	VERB	déplaissance
a	ADP	a
Dieu	PROPN	dieu
pourquoy	ADV	pourquoi
il	PRON	il
les	DET	le
punist	VERB	pontis
si	ADV	si
secretement	NOUN	sercenter
en	ADP	en
ces	DET	ce
miseres	ADJ	metre
que	SCONJ	que
nulz	DET	nul
n'	ADV	ne
en	ADP	en
a	ADP	a
congnoissance	NOUN	connaissance
fors	ADV	fors
lui	PRON	lui
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
compare	NOUN	comparer
il	PRON	il
les	DET	le
secrez	VERB	serce
jugemens	NOUN	jugement
de	ADP	de
Dieu	PROPN	dieu
es	ADP.DET	en.le
abismes	NOUN	abiser
sans	NOUN	sans
fons	NOUN	fens
et	CCONJ	et
sans	NOUN	sans
rive	NOUN	rive
,	PUNCT	,
combien	NOUN	combien
que	SCONJ	que
toutes	DET	tout
choses	NOUN	chose
sont	VERB	estre
sceues	NOUN	savoir
non	NOUN	nom
par	ADP	par
un	DET	un
seul	ADJ	sol
,	PUNCT	,
mais	NOUN	mais
par	ADP	par
pluseurs	DET	plusieurs
.	PUNCT	.
Et	CCONJ	et
voit	VERB	vëoir
on	PRON	on
que	SCONJ	que
,	PUNCT	,
quant	SCONJ	cant
uns	DET	un
homs	NOUN	homme
n'	ADV	ne
aura	VERB	avoir
oncques	ADV	onques
yssu	VERB	issu
de	ADP	de
sa	DET	son
contree	VERB	contree
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
a	ADP	a
des	ADP.DET	de.le
choses	NOUN	chose
veritables	ADJ	veritable
assez	ADV	assez
prez	NOUN	prest
de	ADP	de
sa	DET	son
contree	VERB	contree
et	CCONJ	et
region	NOUN	regoir
,	PUNCT	,
que	SCONJ	que
jamais	ADV	jamais
ne	ADV	ne
vouldroit	DET	vouloir
croire	VERB	croire
par	ADP	par
l'	DET	le
ouïr	VERB	ouïr
dire	VERB	dire
,	PUNCT	,
s'	DET	soi
il	PRON	il
ne	ADV	ne
le	DET	le
voit	VERB	vëoir
.	PUNCT	.
Et	CCONJ	et
quant	SCONJ	cant
de	ADP	de
moy	PRON	moi
,	PUNCT	,
qui	PRON	qui
n'	ADV	ne
ay	VERB	avoir
pas	NOUN	pas
esté	VERB	être
gueres	NOUN	gaire
loing	ADV	loing
,	PUNCT	,
j'	PRON	je
ay	VERB	avoir
veu	VERB	voir
des	ADP.DET	de.le
choses	NOUN	chose
que	SCONJ	que
pluseurs	DET	plusieurs
ne	ADV	ne
pourroient	VERB	pouvoir
croire	VERB	croire
sans	NOUN	sans
le	DET	le
veoir	VERB	vëoir
.	PUNCT	.
Gervaise	PROPN	gervaise
propre	NOUN	propre
nous	PRON	nous
met	VERB	metre
en	ADP	en
exemple	NOUN	exemple
d'	ADP	de
un	DET	un
chevalier	NOUN	chevalier
nommé	VERB	nommer
Rogier	VERB	rogier
du	ADP.DET	de.le
Chastel	NOUN	chastel
de	ADP	de
Rousset	VERB	roster
,	PUNCT	,
en	ADP	en
la	DET	le
province	NOUN	provin
d'	ADP	de
Auxci	PROPN	aucui
,	PUNCT	,
qui	PRON	qui
trouva	VERB	trouver
une	DET	un
faee	VERB	faire
et	CCONJ	et
la	DET	le
voult	DET	vouloir
avoir	VERB	avoir
a	ADP	a
femme	NOUN	femme
.	PUNCT	.
Elle	PRON	elle
s'	DET	soi
i	ADV	i
consenty	VERB	consentir
par	ADP	par
tel	DET	tel
convenant	NOUN	convenant
que	SCONJ	que
jamais	ADV	jamais
nue	ADJ	nu
ne	ADV	ne
la	DET	le
verroit	VERB	vëoir
.	PUNCT	.
Et	CCONJ	et
furent	VERB	estre
grant	ADJ	grant
temps	NOUN	temps
ensemble	ADV	ensemble
,	PUNCT	,
et	CCONJ	et
croissoit	VERB	croisor
le	DET	le
chevalier	NOUN	chevalier
en	ADP	en
grant	ADJ	grant
prosperité	NOUN	prospérité
.	PUNCT	.
Or	ADV	or
advint	VERB	advenir
,	PUNCT	,
grant	ADJ	grant
temps	NOUN	temps
après	ADV	après
,	PUNCT	,
que	SCONJ	que
la	DET	le
dicte	VERB	dire
faee	VERB	faire
se	PRON	se
baignoit	VERB	baignier
.	PUNCT	.
Il	PRON	il
,	PUNCT	,
par	ADP	par
sa	DET	son
curieuseté	NOUN	curierseté
,	PUNCT	,
la	DET	le
voult	DET	vouloir
veoir	VERB	vëoir
,	PUNCT	,
et	CCONJ	et
tantost	ADV	tantost
la	DET	le
faee	VERB	faire
