Cy	ADV	ci
qu'	SCONJ	que
ilz	PRON	il
vouldront	VERB	vouloir
prendre	VERB	prendre
la	DET	le
peine	NOUN	peine
de	ADP	de
le	DET	le
lire	NOUN	lire
.	PUNCT	.
Comment	ADV	comment
le	DET	le
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
ce	PRON	ce
gecta	VERB	jeter
aux	ADP.DET	à.le
piez	NOUN	pié
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
qui	PRON	qui
venoit	VERB	venir
de	ADP	de
la	DET	le
messe	NOUN	messe
avecq	ADP	avec
plusieurs	DET	plusieurs
grans	ADJ	grand
seigneurs	NOUN	seigneur
et	CCONJ	et
barons	NOUN	baron
de	ADP	de
grant	ADJ	grant
renom	NOUN	renom
.	PUNCT	.
Il	PRON	il
fut	VERB	être
jadis	ADV	jadis
en	ADP	en
France	PROPN	france
ung	DET	un
roy	NOUN	roi
moult	ADV	moult
sage	ADJ	sage
et	CCONJ	et
vaillant	ADJ	valoir
,	PUNCT	,
lequel	DET	lequel
avoit	VERB	avoir
ung	DET	un
tresbeau	NOUN	tresable
filz	NOUN	fil
de	ADP	de
l'	DET	le
eage	NOUN	egai
de	ADP	de
trois	DET	trois
ans	NOUN	an
,	PUNCT	,
nommé	VERB	nommer
Jehan	PROPN	jean
,	PUNCT	,
et	CCONJ	et
plus	ADV	plus
n'	ADV	ne
en	ADP	en
avoit	VERB	avoir
de	ADP	de
la	DET	le
royne	NOUN	roine
sa	DET	son
femme	NOUN	femme
qui	PRON	qui
moult	ADV	moult
notable	ADJ	notable
et	CCONJ	et
saige	ADJ	sage
dame	NOUN	dame
estoit	VERB	estre
.	PUNCT	.
Si	ADV	si
se	PRON	se
tenoit	VERB	tenir
alors	NOUN	alors
le	DET	le
roy	NOUN	roi
en	ADP	en
la	DET	le
cité	NOUN	cité
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
avecq	ADP	avec
la	DET	le
plus	ADV	plus
grant	ADJ	grant
partie	NOUN	partie
de	ADP	de
sa	DET	son
baronnie	NOUN	baronnie
de	ADP	de
son	DET	son
royaulme	NOUN	royaume
en	ADP	en
grant	ADJ	grant
desduit	ADV	de.ledit
et	CCONJ	et
soulas	NOUN	sol
,	PUNCT	,
car	CCONJ	car
alors	NOUN	alors
n'	ADV	ne
estoit	VERB	estre
nulles	NOUN	nul
nouvelles	NOUN	nouvelle
de	ADP	de
guerre	NOUN	guerre
en	ADP	en
France	PROPN	france
par	ADP	par
quoy	PRON	quoi
le	DET	le
Roy	NOUN	roi
et	CCONJ	et
tous	DET	tout
ses	DET	son
suppotz	NOUN	soppire
en	ADP	en
grans	ADJ	grand
triumphes	NOUN	triomphe
et	CCONJ	et
richesses	NOUN	richesse
habundoient	VERB	haudïonner
.	PUNCT	.
Ung	DET	un
jour	NOUN	jour
comme	SCONJ	comme
le	DET	le
roy	NOUN	roi
venoit	VERB	venir
de	ADP	de
la	DET	le
messe	NOUN	messe
acompaigné	VERB	acompagnier
de	ADP	de
ses	DET	son
barons	NOUN	baron
et	CCONJ	et
chevaliers	NOUN	chevalier
,	PUNCT	,
et	CCONJ	et
ainsi	ADV	ainsi
qu'	SCONJ	que
il	PRON	il
estoit	VERB	estre
à	ADP	à
l'	DET	le
entree	NOUN	entree
de	ADP	de
son	DET	son
palaix	NOUN	palais
royal	ADJ	royal
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
celuy	DET	cil
jour	NOUN	jour
estoit	VERB	estre
une	DET	un
solempne	ADJ	solement
feste	NOUN	fête
,	PUNCT	,
arriva	VERB	arriver
devant	ADP	devant
luy	PRON	lui
le	DET	le
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
qui	PRON	qui
en	ADP	en
grans	ADJ	grand
pleurs	NOUN	pleure
et	CCONJ	et
gemissemens	NOUN	jesmeil
se	PRON	se
gecta	VERB	jeter
aux	ADP.DET	à.le
piez	NOUN	pié
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
.	PUNCT	.
Et	CCONJ	et
tantost	ADV	tantost
le	DET	le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
se	PRON	se
bessa	VERB	bessage
pour	ADP	pour
le	DET	le
faire	VERB	faire
lever	VERB	lever
,	PUNCT	,
car	CCONJ	car
incontinant	ADV	incontinent
il	PRON	il
le	DET	le
congneut	VERB	connaître
,	PUNCT	,
mais	NOUN	mais
le	DET	le
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
ne	ADV	ne
se	PRON	se
voulut	DET	vouloir
nullement	NOUN	noultement
lever	VERB	lever
ne	ADV	ne
parler	VERB	parler
ne	ADV	ne
pouvoit	VERB	pouvoir
,	PUNCT	,
mais	NOUN	mais
grans	ADJ	grand
souspirs	NOUN	sousprendre
faisoit	VERB	faire
,	PUNCT	,
dont	PRON	dont
le	DET	le
roy	NOUN	roi
grant	ADJ	grant
compassion	NOUN	compassoil
en	ADP	en
avoit	VERB	avoir
et	CCONJ	et
tous	DET	tout
les	DET	le
barons	NOUN	baron
d'	ADP	de
entour	ADP	entour
luy	PRON	lui
.	PUNCT	.
Et	CCONJ	et
quand	CCONJ	quand
il	PRON	il
vit	VERB	vëoir
que	SCONJ	que
lever	VERB	lever
ne	ADV	ne
se	PRON	se
vouloit	VERB	vouloir
,	PUNCT	,
il	PRON	il
luy	PRON	lui
dit	VERB	dire
telles	DET	tel
parolles	NOUN	parole
:	PUNCT	:
«	PUNCT	"
Beau	PROPN	beau
frere	NOUN	frere
d'	ADP	de
Espaigne	PROPN	espagne
,	PUNCT	,
je	PRON	je
vous	PRON	vous
prie	VERB	priier
que	SCONJ	que
vous	PRON	vous
vous	PRON	vous
levez	VERB	lever
,	PUNCT	,
et	CCONJ	et
vostre	DET	vostre
grief	ADJ	grief
courroux	NOUN	corrule
vueillez	NOUN	vouloir
ung	DET	un
peu	ADV	peu
refrener	VERB	referrer
,	PUNCT	,
tant	ADV	tant
que	SCONJ	que
nous	PRON	nous
sachons	VERB	savoir
la	DET	le
cause	NOUN	cause
,	PUNCT	,
car	CCONJ	car
en	ADP	en
bonne	ADJ	bon
foy	NOUN	foi
vous	PRON	vous
promectons	NOUN	prometre
que	SCONJ	que
a	ADP	a
nostre	DET	notre
pouvoir	NOUN	pouvoir
ayderons	VERB	aidier
a	ADP	a
la	DET	le
mectre	VERB	mettre
a	ADP	a
fin	NOUN	fin
le	DET	le
mieulx	ADV	mieux
que	SCONJ	que
nous	PRON	nous
sera	VERB	estre
possible	ADJ	possible
,	PUNCT	,
si	ADV	si
faire	VERB	faire
le	DET	le
pouvons	NOUN	pouvoir
.	PUNCT	.
»	PUNCT	"
Si	ADV	si
se	PRON	se
bessa	VERB	bessage
de	ADP	de
rechef	NOUN	rechef
et	CCONJ	et
redressa	VERB	redresser
le	DET	le
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
,	PUNCT	,
lequel	DET	lequel
va	VERB	aler
commancer	VERB	commencer
a	ADP	a
dire	VERB	dire
en	ADP	en
se	PRON	se
desconfortant	VERB	desconforter
et	CCONJ	et
criant	VERB	crïer
a	ADP	a
haulte	ADJ	haut
voix	NOUN	voloir
:	PUNCT	:
«	PUNCT	"
Trescrestien	NOUN	tresfarcir
,	PUNCT	,
hault	ADJ	haut
,	PUNCT	,
et	CCONJ	et
puissant	ADJ	poissant
roy	NOUN	roi
,	PUNCT	,
je	PRON	je
vous	PRON	vous
mercie	NOUN	mercïer
humblement	ADV	humblement
de	ADP	de
la	DET	le
belle	ADJ	beau
offre	VERB	ofrir
que	SCONJ	que
de	ADP	de
vostre	DET	vostre
benigne	ADJ	bengier
grace	NOUN	grace
vous	PRON	vous
a	ADP	a
pleu	NOUN	pleu
me	PRON	je
faire	VERB	faire
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
vous	PRON	vous
et	CCONJ	et
voz	DET	vostre
predecesseurs	NOUN	predeux
estes	VERB	estre
conservateurs	NOUN	conserver-e-de--dant
de	ADP	de
toute	DET	tout
royaulté	NOUN	royauté
et	CCONJ	et
noblesse	NOUN	noblesse
et	CCONJ	et
justice	NOUN	justicier
,	PUNCT	,
je	PRON	je
suis	VERB	estre
venu	VERB	venir
a	ADP	a
vous	PRON	vous
pour	ADP	pour
vous	PRON	vous
dire	VERB	dire
mon	DET	mon
infortune	ADJ	infordre
,	PUNCT	,
meschief	NOUN	meschif
et	CCONJ	et
doloreuse	NOUN	doloros
complaincte	NOUN	complaitle
.	PUNCT	.
Sachez	VERB	savoir
,	PUNCT	,
sire	NOUN	seignor
,	PUNCT	,
que	SCONJ	que
a	ADP	a
grant	ADJ	grant
tort	NOUN	tort
et	CCONJ	et
sans	NOUN	sans
raison	NOUN	raison
,	PUNCT	,
et	CCONJ	et
soubz	NOUN	sous
couleur	NOUN	couleur
d'	ADP	de
ung	DET	un
nouvel	DET	nouvel
tribut	NOUN	tribut
que	SCONJ	que
en	ADP	en
mon	DET	mon
royaulme	NOUN	royaume
avoit	VERB	avoir
esté	VERB	être
mis	VERB	metre
pour	ADP	pour
eviter	VERB	éviter
a	ADP	a
la	DET	le
dampnable	NOUN	dambage
entreprinse	NOUN	entreprendre
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
Grenade	PROPN	grandes
,	PUNCT	,
infidele	NOUN	infidel
a	ADP	a
nostre	DET	notre
loy	NOUN	loi
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
avoit	VERB	avoir
faict	VERB	faire
contre	ADP	contre
mon	DET	mon
royaulme	NOUN	royaume
et	CCONJ	et
la	DET	le
saincte	ADJ	saint
foy	NOUN	foi
catholique	ADJ	capolit
,	PUNCT	,
les	DET	le
nobles	NOUN	noble
de	ADP	de
mon	DET	mon
royaulme	NOUN	royaume
ont	VERB	avoir
par	ADP	par
leur	DET	leur
faulx	NOUN	faul
donné	VERB	donner
a	ADP	a
entendre	VERB	entendre
le	DET	le
peuple	NOUN	peuple
seduit	ADJ	soidir
a	ADP	a
l'	DET	le
encontre	ADP	encontre
de	ADP	de
moy	PRON	moi
,	PUNCT	,
que	SCONJ	que
m'	PRON	je
ont	VERB	avoir
voulu	DET	vouloir
faire	VERB	faire
morir	VERB	morir
,	PUNCT	,
et	CCONJ	et
m'	PRON	je
en	ADP	en
a	ADP	a
faillu	NOUN	falir
fouyr	NOUN	fouir
au	ADP.DET	a.le
mieulx	ADV	mieux
que	SCONJ	que
j'	PRON	je
ay	VERB	avoir
peu	ADV	peu
en	ADP	en
l'	DET	le
estat	NOUN	état
que	SCONJ	que
me	PRON	je
povez	VERB	pouvoir
veoir	VERB	vëoir
.	PUNCT	.
Et	CCONJ	et
tiennent	VERB	tenir
la	DET	le
royne	NOUN	roine
ma	DET	mon
femme	NOUN	femme
et	CCONJ	et
une	DET	un
petite	ADJ	petit
fille	NOUN	fille
mienne	ADJ	mienne
que	SCONJ	que
n'	ADV	ne
a	ADP	a
que	SCONJ	que
trois	DET	trois
mois	NOUN	mois
assigee	VERB	assignée
en	ADP	en
une	DET	un
de	ADP	de
mes	DET	mais
villes	NOUN	ville
appellee	VERB	appeler
Seguonye	NOUN	sagoinge
,	PUNCT	,
et	CCONJ	et
ont	VERB	avoir
desliberé	VERB	déslibrer
la	DET	le
faire	VERB	faire
morir	VERB	morir
pour	ADP	pour
mieulx	ADV	mieux
avoir	VERB	avoir
le	DET	le
royaulme	NOUN	royaume
a	ADP	a
leur	DET	leur
voulenté	NOUN	volonté
.	PUNCT	.
»	PUNCT	"
Et	CCONJ	et
en	ADP	en
racomptant	VERB	raconter
ces	DET	ce
parolles	NOUN	parole
le	DET	le
cueur	NOUN	coeur
luy	PRON	lui
serra	VERB	serrer
et	CCONJ	et
tomba	VERB	tombe
pasmé	NOUN	pasmer
aux	ADP.DET	à.le
piez	NOUN	pié
du	ADP.DET	de.le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
,	PUNCT	,
lequel	DET	lequel
le	DET	le
fit	VERB	faire
incontinant	ADV	incontinent
relever	VERB	relever
et	CCONJ	et
revenir	VERB	revenir
.	PUNCT	.
Et	CCONJ	et
quant	SCONJ	cant
il	PRON	il
fut	VERB	être
en	ADP	en
son	DET	son
sang	NOUN	sang
rassis	VERB	rasse
,	PUNCT	,
le	DET	le
roy	NOUN	roi
,	PUNCT	,
qui	PRON	qui
pitié	NOUN	pitié
avoit	VERB	avoir
de	ADP	de
luy	PRON	lui
,	PUNCT	,
dit	VERB	dire
en	ADP	en
ceste	DET	cest
maniere	NOUN	manière
:	PUNCT	:
«	PUNCT	"
Beau	PROPN	beau
frere	NOUN	frere
d'	ADP	de
Espaigne	PROPN	espagne
,	PUNCT	,
ne	ADV	ne
vueillez	NOUN	vouloir
plus	ADV	plus
par	ADP	par
tristesse	ADJ	triste
et	CCONJ	et
courroux	NOUN	corrule
vostre	DET	vostre
cueur	NOUN	coeur
affliger	VERB	afflaigue
,	PUNCT	,
mais	NOUN	mais
vueillez	NOUN	vouloir
prendre	VERB	prendre
courage	NOUN	courage
vertueulx	NOUN	vertule
comme	SCONJ	comme
par	ADP	par
cy	ADV	ci
devant	ADP	devant
avez	VERB	avoir
tousjours	ADV	toujours
heu	NOUN	heu
,	PUNCT	,
car	CCONJ	car
je	PRON	je
vous	PRON	vous
prometz	NOUN	prometre
et	CCONJ	et
jure	NOUN	jurer
sur	ADP	sur
ma	DET	mon
foy	NOUN	foi
que	SCONJ	que
demain	ADV	demain
au	ADP.DET	a.le
plus	ADV	plus
matin	NOUN	matin
j'	PRON	je
envoyray	VERB	envoyer
lectres	NOUN	letre
en	ADP	en
Espaigne	PROPN	espagne
aux	ADP.DET	à.le
barons	NOUN	baron
et	CCONJ	et
peuple	NOUN	peuple
du	ADP.DET	de.le
royaulme	NOUN	royaume
;	PUNCT	;
et	CCONJ	et
s'	DET	soi
ilz	PRON	il
ne	ADV	ne
veullent	VERB	vouloir
obeyr	VERB	ober
,	PUNCT	,
je	PRON	je
iray	VERB	aler
en	ADP	en
personne	NOUN	personne
les	DET	le
mectre	VERB	mettre
a	ADP	a
raison	NOUN	raison
.	PUNCT	.
»	PUNCT	"
Quant	SCONJ	cant
le	DET	le
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
ouyt	VERB	ouïr
ceste	DET	cest
promesse	NOUN	promesse
il	PRON	il
fut	VERB	être
terriblement	ADV	treigneurier
joyeulx	NOUN	joyeux
,	PUNCT	,
et	CCONJ	et
dit	VERB	dire
tout	DET	tout
humblement	ADV	humblement
au	ADP.DET	a.le
roy	NOUN	roi
qu'	SCONJ	que
il	PRON	il
le	DET	le
mercioit	NOUN	mercier
.	PUNCT	.
De	ADP	de
cecy	DET	ceci
furent	VERB	estre
fort	ADJ	fort
joyeulx	NOUN	joyeux
les	DET	le
barons	NOUN	baron
de	ADP	de
France	PROPN	france
,	PUNCT	,
car	CCONJ	car
grant	ADJ	grant
compassion	NOUN	compassoil
avoient	VERB	avoir
du	ADP.DET	de.le
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
avoient	VERB	avoir
grant	ADJ	grant
desir	ADP	desirrer
de	ADP	de
eulx	PRON	eux
exerciter	VERB	exerciter
en	ADP	en
faitz	VERB	fait
d'	ADP	de
armes	NOUN	arme
,	PUNCT	,
car	CCONJ	car
long	NOUN	long
temps	NOUN	temps
avoit	VERB	avoir
que	SCONJ	que
en	ADP	en
France	PROPN	france
n'	ADV	ne
avoit	VERB	avoir
eu	VERB	avoir
guerre	NOUN	guerre
.	PUNCT	.
Tout	DET	tout
celuy	DET	cil
jour	NOUN	jour
fut	VERB	être
moult	ADV	moult
festoyé	NOUN	faistre
le	DET	le
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
l'	DET	le
heure	NOUN	heure
plus	ADV	plus
ne	ADV	ne
fut	VERB	être
parlé	VERB	parler
de	ADP	de
la	DET	le
matiere	NOUN	matiere
,	PUNCT	,
si	ADV	si
non	NOUN	nom
de	ADP	de
faire	VERB	faire
bonne	ADJ	bon
chiere	NOUN	chier
.	PUNCT	.
Comment	ADV	comment
le	DET	le
roy	NOUN	roi
de	ADP	de
France	PROPN	france
escrivit	NOUN	écrire
aux	ADP.DET	à.le
barons	NOUN	baron
d'	ADP	de
Espaigne	PROPN	espagne
qu'	SCONJ	que
ilz	PRON	il
eussent	VERB	avoir
a	ADP	a
venir	VERB	venir
repairer	VERB	repairier
le	DET	le
tort	NOUN	tort
et	CCONJ	et
deshonneur	NOUN	desconnire
qu'	SCONJ	que
ilz	PRON	il
avoient	VERB	avoir
faict	VERB	faire
a	ADP	a
leur	DET	leur
roy	NOUN	roi
.	PUNCT	.
Quant	SCONJ	cant
vint	VERB	venir
le	DET	le
lendemain	NOUN	lendemain
au	ADP.DET	a.le
matin	NOUN	matin
le	DET	le
roy	NOUN	roi
fit	VERB	faire
escripre	VERB	écrire
une	DET	un
lectre	VERB	lettre
ainsi	ADV	ainsi
que	SCONJ	que
s'	DET	soi
ensuit	VERB	ensuit
,	PUNCT	,
et	CCONJ	et
au	ADP.DET	a.le
marge	NOUN	marge
de	ADP	de
dessus	ADV	dessus
estoit	VERB	estre
escript	VERB	écrire
,	PUNCT	,
«	PUNCT	"
De	ADP	de
par	ADP	par
le	DET	le
roy	NOUN	roi
»	PUNCT	"
,	PUNCT	,
et	CCONJ	et
la	DET	le
lectre	VERB	lettre
contenoit	VERB	contenir
ainsi	ADV	ainsi
:	PUNCT	:
«	PUNCT	"
Chiers	NOUN	chier
et	CCONJ	et
bien	NOUN	bien
aymez	VERB	aimer
,	PUNCT	,
nous	PRON	nous
avons	VERB	avoir
receu	VERB	recevoir
la	DET	le
complaincte	NOUN	complaitle
de	ADP	de
nostre	DET	notre
chier	ADJ	chier
et	CCONJ	et
bien	NOUN	bien
aymé	NOUN	aimer
frere	NOUN	frere
le	DET	le
roy	NOUN	roi
d'	ADP	de
Espaigne	PROPN	espagne
,	PUNCT	,
vostre	DET	vostre
droict	NOUN	droit
et	CCONJ	et
naturel	NOUN	nature
seigneur	NOUN	seigneur
,	PUNCT	,
contenant	NOUN	contenant
comme	SCONJ	comme
a	ADP	a
tort	NOUN	tort
et	CCONJ	et
sans	NOUN	sans
cause	NOUN	cause
l'	DET	le
avez	VERB	avoir
deschassé	VERB	deschasser
de	ADP	de
son	DET	son
royaulme	NOUN	royaume
.	PUNCT	.
Et	CCONJ	et
que	SCONJ	que
plus	ADV	plus
est	VERB	estre
,	PUNCT	,
tenez	VERB	tenir
assiegee	VERB	assiéger
nostre	DET	notre
belle	ADJ	beau
seur	NOUN	soir
sa	DET	son
femme	NOUN	femme
,	PUNCT	,
et	CCONJ	et
plusieurs	DET	plusieurs
aultres	PRON	autre
grans	ADJ	grand
et	CCONJ	et
enormes	NOUN	onorer
cas	NOUN	cas
qu'	SCONJ	que
avez	VERB	avoir
faitz	VERB	fait
a	ADP	a
l'	DET	le
encontre	ADP	encontre
de	ADP	de
luy	PRON	lui
,	PUNCT	,
que	SCONJ	que
sont	VERB	estre
de	ADP	de
tresmauvais	NOUN	tresambler
exemple	NOUN	exemple
a	ADP	a
toute	DET	tout
royaulté	NOUN	royauté
et	CCONJ	et
noblesse	NOUN	noblesse
.	PUNCT	.
Pour	ADP	pour
ce	PRON	ce
est	VERB	estre
il	PRON	il
que	SCONJ	que
nous	PRON	nous
voulons	VERB	vouloir
savoir	VERB	savoir
la	DET	le
verité	NOUN	vérité
du	ADP.DET	de.le
cas	NOUN	cas
pour	ADP	pour
y	ADV	y
donner	VERB	donner
telle	DET	tel
pugnition	NOUN	puindre
et	CCONJ	et
provision	NOUN	provoisin
qu'	SCONJ	que
il	PRON	il
appartiendra	VERB	appartenir
estre	VERB	estre
faicte	VERB	faire
par	ADP	par
raison	NOUN	raison
,	PUNCT	,
car	CCONJ	car
nous	PRON	nous
l'	DET	le
avons	VERB	avoir
mis	VERB	metre
en	ADP	en
nostre	DET	notre
protection	NOUN	protitendre
et	CCONJ	et
sauvegarde	NOUN	sauvage
,	PUNCT	,
luy	PRON	lui
,	PUNCT	,
sa	DET	son
famille	NOUN	famille
et	CCONJ	et
biens	NOUN	bien
,	PUNCT	,
en	ADP	en
vous	PRON	vous
mandant	VERB	mander
que	SCONJ	que
incontinant	ADV	incontinent
sans	NOUN	sans
aulcun	DET	aucun
delay	NOUN	delai
,	PUNCT	,
vous	PRON	vous
vuydez	VERB	vuit
le	DET	le
siege	NOUN	siege
de	ADP	de
devant	ADP	devant
la	DET	le
royne	NOUN	roine
vostre	DET	vostre
naturelle	ADJ	naturel
dame	NOUN	dame
,	PUNCT	,
et	CCONJ	et
luy	PRON	lui
faictes	VERB	faire
et	CCONJ	et
faictes	VERB	faire
faire	VERB	faire
telle	DET	tel
obeyssance	NOUN	obéissance
comme	SCONJ	comme
paravant	NOUN	paravant
ceste	DET	cest
question	NOUN	question
luy	PRON	lui
estoit	VERB	estre
faicte	VERB	faire
et	CCONJ	et
acoustumee	VERB	accoutumer
de	ADP	de
faire	VERB	faire
.	PUNCT	.
Et	CCONJ	et
avec	ADP	avec
ce	PRON	ce
venez	VERB	venir
,	PUNCT	,
des	ADP.DET	de.le
principaulx	ADJ	principal
d'	ADP	de
entre	ADP	entre
vous	PRON	vous
,	PUNCT	,
jusques	ADP	jusque
au	ADP.DET	a.le
nombre	NOUN	nombre
de	ADP	de
vingt	DET	vingt
,	PUNCT	,
avecq	ADP	avec
telle	DET	tel
compaignie	NOUN	compagnie
que	SCONJ	que
vous	PRON	vous
semblera	VERB	sembler
bon	ADJ	bon
,	PUNCT	,
pour	ADP	pour
dire	VERB	dire
les	DET	le
causes	NOUN	cause
qui	PRON	qui
vous	PRON	vous
ont	VERB	avoir
meu	DET	mouvoir
a	ADP	a
ce	PRON	ce
faire	VERB	faire
,	PUNCT	,
pour	ADP	pour
en	ADP	en
faire	VERB	faire
la	DET	le
raison	NOUN	raison
comme	SCONJ	comme
il	PRON	il
appartiendra	VERB	appartenir
,	PUNCT	,
en	ADP	en
vous	PRON	vous
notiffiant	VERB	notifier
que	SCONJ	que
,	PUNCT	,
ce	PRON	ce
vous	PRON	vous
y	ADV	y
faictes	VERB	faire
faulte	NOUN	faute
,	PUNCT	,
nous	PRON	nous
y	ADV	y
yrons	NOUN	aller
en	ADP	en
personne	NOUN	personne
,	PUNCT	,
et	CCONJ	et
en	ADP	en
ferons	NOUN	faire
telle	DET	tel
pugnition	NOUN	puindre
qu'	SCONJ	que
il	PRON	il
en	ADP	en
sera	VERB	estre
perpetuelle	ADJ	perpeltue
memoire	NOUN	memoire
.	PUNCT	.
Fait	VERB	faire
a	ADP	a
Paris	PROPN	paris
le	DET	le
premier	ADJ	premier
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
»	PUNCT	"
Et	CCONJ	et
au	ADP.DET	a.le
dessus	ADV	dessus
des	ADP.DET	de.le
lectres	NOUN	letre
estoit	VERB	estre
escript	VERB	écrire
:	PUNCT	:
«	PUNCT	"
Aux	CCONJ	à.le
barons	NOUN	baron
et	CCONJ	et
peuple	NOUN	peuple
d'	ADP	de
Espaigne	PROPN	espagne
.	PUNCT	.
»	PUNCT	"
Le	DET	le
roy	NOUN	roi
fit	VERB	faire
incontinant	ADV	incontinent
despescher	VERB	dépecer
ung	DET	un
courrier	VERB	corir
auquel	ADP.PRON	à.lequel
furent	VERB	estre
baillees	VERB	bailler
lesdictes	DET	ledit
lectres	NOUN	letre
,	PUNCT	,
et	CCONJ	et
luy	PRON	lui
commanda	VERB	commander
le	DET	le
