Artus	PROPN	Artu
tex	ADJ	tel
cui	PRON	cui
mout	ADV	mout
greva	VERB	grever
Et	CCONJ	et
qui	PRON	qui
mout	ADV	mout
grant	ADJ	grant
parole	NOUN	parole
an	ADP	en
firent	VERB	faire
,	PUNCT	,
Por	ADP	por
ce	PRON	ce
que	SCONJ	que
onques	ADV	onque
mes	DET	mais
nel	ADV.PRON	ne.il
virent	VERB	vëoir
A	ADP	a
si	ADV	si
grant	ADJ	grant
feste	NOUN	fête
an	ADP	en
chanbre	NOUN	chambre
antrer	VERB	entrer
Por	ADP	por
dormir	VERB	dormir
ne	ADV	ne
por	ADP	por
reposer	VERB	reposer
;	PUNCT	;
Mes	CCONJ	mais
cel	DET	cel
jor	NOUN	jor
ensi	ADV	ainsi
li	DET	le
avint	VERB	avenir
Que	CCONJ	que
la	DET	le
reïne	NOUN	röine
le	DET	le
detint	VERB	detenir
,	PUNCT	,
Si	ADV	si
demora	VERB	demorer
tant	ADV	tant
delez	ADP	dalez
li	DET	le
Qu'	CCONJ	que
il	PRON	il
s'	DET	soi
oblia	VERB	oblïer
et	CCONJ	et
endormi	VERB	endormir
.	PUNCT	.
A	ADP	a
l'	DET	le
uis	NOUN	uis
de	ADP	de
la	DET	le
chanbre	NOUN	chambre
defors	ADP	defors
Fu	VERB	estre
Didonez	VERB	didoner
et	CCONJ	et
Sagremors	PROPN	sagremor
Et	CCONJ	et
Kex	PROPN	keu
et	CCONJ	et
messire	NOUN	seignor
Gauvains	PROPN	gauvain
,	PUNCT	,
Et	CCONJ	et
si	ADV	si
i	ADV	i
fu	VERB	estre
messire	NOUN	seignor
Yvains	PROPN	yvain
Et	CCONJ	et
avoec	ADP	avuec
ax	PRON	il
Qualogrenanz	PROPN	calorner
,	PUNCT	,
Uns	DET	un
chevaliers	NOUN	chevalier
mout	ADV	mout
avenanz	VERB	avenir
,	PUNCT	,
Qui	PRON	qui
lor	DET	lor
a	ADP	a
comancié	VERB	comencier
un	DET	un
conte	NOUN	comte
,	PUNCT	,
Non	NOUN	non
de	ADP	de
s'	DET	soi
annor	NOUN	onor
,	PUNCT	,
mes	DET	mais
de	ADP	de
sa	DET	son
honte	NOUN	honte
.	PUNCT	.
Queque	PRON	que_que
il	PRON	il
son	DET	son
conte	NOUN	comte
contoit	VERB	conter
Et	CCONJ	et
la	DET	le
reïne	NOUN	röine
l'	DET	le
escoutoit	VERB	écouter
,	PUNCT	,
Si	ADV	si
s'	DET	soi
est	VERB	estre
de	ADP	de
lez	DET	lez
le	DET	le
roi	NOUN	roi
levee	VERB	lever
Et	CCONJ	et
vient	VERB	venir
sor	ADP	sor
ax	PRON	il
tot	DET	tot
a	ADP	a
celee	NOUN	celer
,	PUNCT	,
Qu'	CCONJ	que
ainz	ADV	ainz
que	SCONJ	que
nus	DET	nul
la	DET	le
poïst	VERB	pöoir
veoir	VERB	vëoir
,	PUNCT	,
Se	SCONJ	se
fu	VERB	estre
lessiee	VERB	laissier
entr'	ADP	entre
ax	PRON	il
cheoir	VERB	chëoir
,	PUNCT	,
Fors	ADV	fors
que	SCONJ	que
Calogrenanz	PROPN	caragon
sanz	ADP	sans
plus	ADV	plus
Sailli	VERB	salir
an	ADP	en
piez	NOUN	pié
contre	ADP	contre
li	DET	le
sus	DET	sus
.	PUNCT	.
Et	CCONJ	et
Kex	PROPN	keu
,	PUNCT	,
qui	PRON	qui
mout	ADV	mout
fu	VERB	estre
ranponeus	VERB	rampone
,	PUNCT	,
Fel	NOUN	felon
et	CCONJ	et
poignanz	VERB	poindre
et	CCONJ	et
venimeus	ADJ	venir
,	PUNCT	,
Li	DET	le
dist	VERB	dire
:	PUNCT	:
""""	PUNCT	"
Par	ADP	par
Deu	PROPN	dieu
,	PUNCT	,
Qualogrenant	PROPN	calorner
,	PUNCT	,
Mout	ADV	mout
vos	PRON	vos
voi	NOUN	vëoir
or	NOUN	or
preu	ADJ	pro
et	CCONJ	et
saillant	ADJ	salir
,	PUNCT	,
Et	CCONJ	et
certes	ADV	certes
mout	ADV	mout
m'	PRON	je
est	VERB	estre
bel	ADJ	bel
quant	SCONJ	cant
vos	PRON	vos
Estes	NOUN	estre
li	DET	le
plus	ADV	plus
cortois	ADJ	cortois
de	ADP	de
nos	PRON	nos
;	PUNCT	;
Et	CCONJ	et
bien	NOUN	bien
sai	VERB	savoir
que	SCONJ	que
vos	PRON	vos
le	DET	le
cuidiez	VERB	cuidier
,	PUNCT	,
Tant	ADV	tant
estes	VERB	estre
vos	PRON	vos
de	ADP	de
san	NOUN	sen
vuidiez	VERB	vuitier
.	PUNCT	.
S'	DET	se
est	VERB	estre
droiz	ADJ	droit
que	SCONJ	que
ma	DET	mon
dame	NOUN	dame
le	DET	le
cuit	VERB	cuidier
Que	CCONJ	que
vos	PRON	vos
avez	VERB	avoir
plus	ADV	plus
que	SCONJ	que
nos	PRON	nos
tuit	DET	tot
De	ADP	de
corteisie	NOUN	cortoisie
et	CCONJ	et
de	ADP	de
proesce	NOUN	pröece
:	PUNCT	:
Ja	ADV	ja
le	DET	le
leissames	NOUN	laisser
por	ADP	por
peresce	NOUN	perece
,	PUNCT	,
Espoir	NOUN	espoir
,	PUNCT	,
que	SCONJ	que
nos	PRON	nos
ne	ADV	ne
nos	PRON	nos
levames	NOUN	lever
Ou	CCONJ	où
por	ADP	por
ce	PRON	ce
que	SCONJ	que
nos	PRON	nos
ne	ADV	ne
deignames	NOUN	demaignier
.	PUNCT	.
Mes	CCONJ	mais
par	ADP	par
Deu	PROPN	dieu
,	PUNCT	,
sire	NOUN	seignor
,	PUNCT	,
nel	ADV.PRON	ne.il
feïsmes	NOUN	faire
,	PUNCT	,
Mes	CCONJ	mais
por	ADP	por
ce	PRON	ce
que	SCONJ	que
nos	PRON	nos
ne	ADV	ne
veïsmes	NOUN	vëoir
Ma	DET	mon
dame	NOUN	dame
,	PUNCT	,
ainz	ADV	ainz
fustes	NOUN	estre
vos	PRON	vos
levez	VERB	lever
.	PUNCT	.
-	PUNCT	-
Certes	ADV	certes
,	PUNCT	,
Kex	PROPN	keu
,	PUNCT	,
ja	ADV	ja
fussiez	NOUN	estre
crevez	VERB	crever
,	PUNCT	,
Fet	VERB	faire
la	DET	le
reïne	NOUN	röine
,	PUNCT	,
au	ADP.DET	a.le
mien	ADJ	mien
cuidier	VERB	cuidier
,	PUNCT	,
Se	SCONJ	se
ne	ADV	ne
vos	PRON	vos
poïssiez	VERB	pöoir
vuidier	VERB	vuidier
Del	ADP.DET	de.le
venin	NOUN	venir
don	PRON	dont
vos	PRON	vos
estes	VERB	estre
plains	ADJ	plein
.	PUNCT	.
Enuieus	ADJ	enoios
estes	VERB	estre
et	CCONJ	et
vilains	ADJ	vilain
,	PUNCT	,
De	ADP	de
tancier	VERB	tencier
a	ADP	a
voz	DET	vostre
conpaignons	NOUN	compagnon
.	PUNCT	.
-	PUNCT	-
Dame	NOUN	dame
,	PUNCT	,
se	PRON	se
nos	PRON	nos
n'	ADV	ne
i	ADV	i
gaeignons	NOUN	gagner
,	PUNCT	,
Fet	VERB	faire
Kex	PROPN	keu
,	PUNCT	,
an	ADP	en
vostre	DET	vostre
conpaignie	NOUN	compagnie
,	PUNCT	,
Gardez	VERB	garder
que	SCONJ	que
nos	PRON	nos
n'	ADV	ne
i	ADV	i
perdiens	NOUN	perdre
mie	ADV	mie
.	PUNCT	.
Je	PRON	je
ne	ADV	ne
cuit	VERB	cuidier
avoir	VERB	avoir
chose	NOUN	chose
dite	VERB	dire
Qui	PRON	qui
me	PRON	je
doie	VERB	devoir
estre	VERB	estre
a	ADP	a
mal	NOUN	mal
escrite	VERB	écriter
Et	CCONJ	et
,	PUNCT	,
s'	DET	soi
il	PRON	il
vos	PRON	vos
plest	NOUN	plaire
,	PUNCT	,
teisons	NOUN	taire
nos	PRON	nos
an	ADP	en
:	PUNCT	:
Il	PRON	il
n'	ADV	ne
est	VERB	estre
corteisie	NOUN	cortoisie
ne	ADV	ne
san	NOUN	sen
De	ADP	de
plet	NOUN	plait
d'	ADP	de
oiseuse	NOUN	oisose
maintenir	VERB	maintenir
;	PUNCT	;
Cist	DET	cest
plez	NOUN	plait
ne	ADV	ne
doit	VERB	devoir
avant	ADV	avant
venir	VERB	venir
,	PUNCT	,
Que	CCONJ	que
nus	DET	nul
nel	ADV.PRON	ne.il
doit	VERB	devoir
an	ADP	en
pris	NOUN	prendre
monter	VERB	monter
.	PUNCT	.
Mes	CCONJ	mais
feites	NOUN	faire
nos	PRON	nos
avant	ADV	avant
conter	VERB	conter
Ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
avoit	VERB	avoir
encomancié	VERB	encomencier
,	PUNCT	,
Car	CCONJ	car
ci	ADV	ci
ne	ADV	ne
doit	VERB	devoir
avoir	VERB	avoir
tancié	VERB	tancier
.	PUNCT	.
""""	PUNCT	"
A	ADP	a
ceste	DET	cest
parole	NOUN	parole
s'	DET	soi
espont	VERB	espondre
Qualogrenanz	PROPN	calorner
,	PUNCT	,
et	CCONJ	et
si	ADV	si
respont	VERB	respondre
:	PUNCT	:
